Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Sprtn	140.928571	0	675	0	0	567	0	0	0	0	0	0	731	0	0	0
Exoc8	140.928571	0	675	0	0	567	0	0	0	0	0	0	731	0	0	0
Upf1	140.714286	0	602	0	0	687	0	0	0	0	0	0	681	0	0	0
Frat1	140.714286	0	477	0	0	238	0	170	269	153	0	0	521	0	142	0
Phactr4	140.500000	0	0	0	0	0	0	638	501	711	0	0	0	0	117	0
Fbxl19	140.214286	0	0	0	0	0	0	613	515	533	0	0	0	0	302	0
Mcm7	139.428571	0	173	158	0	0	0	522	423	206	0	0	178	0	292	0
Ap4m1	139.428571	0	173	158	0	0	0	522	423	206	0	0	178	0	292	0
Cnot4	139.071429	0	0	0	0	0	0	752	558	470	0	0	0	0	167	0
Crebrf	138.714286	225	276	0	0	258	0	246	193	308	0	0	244	0	192	0
Lnpep	138.357143	237	470	0	0	317	0	193	230	169	0	0	207	0	114	0
Ero1lb	138.214286	0	0	0	0	0	0	472	835	471	0	0	0	0	157	0
Top3a	138.142857	0	0	0	0	0	0	580	679	416	0	0	0	0	259	0
Smcr8	138.142857	0	0	0	0	0	0	580	679	416	0	0	0	0	259	0
Fbxw11	138.142857	0	0	0	0	0	0	619	549	487	0	0	0	0	279	0
Birc2	138.000000	278	356	109	0	253	0	224	150	167	0	0	210	0	185	0
Wdtc1	137.714286	0	212	0	0	152	0	448	487	429	0	0	77	0	123	0
Uhrf2	137.714286	198	427	0	0	238	0	167	202	289	0	0	309	0	98	0
Bet1	137.642857	0	0	0	0	0	0	604	587	437	0	0	0	0	299	0
Calm2	137.428571	0	433	187	0	329	0	169	133	255	0	0	246	0	172	0
Ubxn7	136.285714	213	626	0	0	218	0	129	131	140	0	0	326	0	125	0
Bbs9	135.714286	230	576	0	0	273	0	316	120	226	0	0	159	0	0	0
Saysd1	135.357143	0	567	0	0	273	0	160	100	163	0	0	462	0	170	0
Bcas3	135.071429	287	304	0	0	91	0	276	273	301	0	0	161	0	198	0
Vipas39	134.928571	0	80	0	0	0	0	695	562	369	0	0	0	0	183	0
Espl1	134.928571	0	0	0	0	0	0	486	541	559	0	0	0	0	303	0
Ahsa1	134.928571	0	80	0	0	0	0	695	562	369	0	0	0	0	183	0
Pank3	134.785714	0	82	0	0	0	0	636	564	448	0	0	0	0	157	0
B3galnt2	134.571429	0	0	0	0	0	0	616	693	352	0	0	0	0	223	0
Zfp46	134.000000	0	0	0	0	0	0	613	802	351	0	0	0	0	110	0
Pprc1	133.928571	0	0	0	0	0	0	537	657	416	0	0	0	0	265	0
Pim1	133.857143	604	201	175	0	0	0	214	282	159	0	0	239	0	0	0
Srprb	133.714286	0	0	0	0	0	0	624	774	288	0	0	0	0	186	0
Chchd6	133.714286	0	0	0	0	0	0	634	517	497	0	0	0	0	224	0
Pacc1	133.500000	0	86	0	0	0	0	612	475	365	0	0	157	0	174	0
Zfr	132.428571	0	0	0	0	0	0	877	289	549	0	0	0	0	139	0
Exo1	131.500000	0	0	0	0	0	0	595	528	528	0	0	0	0	190	0
Pou2f1	131.357143	254	435	0	0	330	0	79	128	284	0	0	198	0	131	0
Mrs2	131.357143	0	711	0	0	464	0	0	0	0	0	0	664	0	0	0
Cbr4	130.857143	0	0	0	0	0	0	478	648	419	0	0	0	0	287	0
Wapl	130.714286	0	0	0	0	0	0	558	637	424	0	0	0	0	211	0
Tmem59	130.571429	0	208	0	0	0	0	455	349	400	0	0	197	0	219	0
Tceanc2	130.571429	0	208	0	0	0	0	455	349	400	0	0	197	0	219	0
4833439L19Rik	130.142857	0	0	0	0	0	0	456	725	482	0	0	0	0	159	0
Ado	130.071429	0	0	0	0	0	0	638	383	451	0	0	144	0	205	0
Stau1	129.857143	0	0	0	0	0	0	489	544	534	0	0	0	0	251	0
Dync1i2	129.785714	0	0	0	0	0	0	721	568	373	0	0	0	0	155	0
Ccdc150	129.571429	0	0	0	0	0	0	540	621	431	0	0	0	0	222	0
Ndufv1	129.428571	0	0	0	0	0	0	520	783	320	0	0	0	0	189	0
Mitf	129.428571	0	0	0	0	0	0	718	603	363	0	0	0	0	128	0
Sp4	129.357143	154	212	0	0	0	0	357	307	408	0	0	239	0	134	0
Setx	129.285714	147	319	0	0	206	0	270	245	289	0	0	237	0	97	0
Maff	128.785714	207	621	174	0	342	0	168	0	74	0	0	217	0	0	0
Mxi1	128.714286	0	423	170	0	213	0	135	158	0	0	0	620	0	83	0
Cc2d1a	128.571429	0	349	0	0	146	0	342	386	324	0	0	152	0	101	0
4930432K21Rik	128.571429	0	349	0	0	146	0	342	386	324	0	0	152	0	101	0
Setmar	128.357143	0	0	0	0	0	0	611	522	340	0	0	0	0	324	0
Oga	128.214286	0	275	0	0	187	0	351	359	278	0	0	186	0	159	0
Bbs2	128.214286	153	309	0	0	269	0	160	226	151	0	0	370	0	157	0
Ppme1	128.142857	0	0	0	0	0	0	462	680	474	0	0	0	0	178	0
C2cd3	128.142857	0	0	0	0	0	0	462	680	474	0	0	0	0	178	0
Elk3	127.928571	234	659	68	0	355	0	0	0	0	85	0	390	0	0	0
Hscb	127.571429	0	0	0	0	0	0	535	566	599	0	0	0	0	86	0
Gtpbp2	127.571429	0	0	0	0	0	0	571	719	338	0	0	0	0	158	0
Chek2	127.571429	0	0	0	0	0	0	535	566	599	0	0	0	0	86	0
Bnip3l	126.857143	91	520	0	0	147	0	351	205	176	0	0	286	0	0	0
Kpna3	126.714286	0	0	0	0	0	0	802	369	490	0	0	0	0	113	0
Cacfd1	126.714286	251	581	0	0	255	0	0	0	0	0	0	687	0	0	0
Zfp260	126.642857	0	0	0	0	0	0	621	548	317	0	0	0	0	287	0
Zfp874a	126.500000	207	327	0	0	147	0	224	367	119	0	0	246	0	134	0
Nrde2	126.285714	0	0	0	0	0	0	546	689	359	0	0	0	0	174	0
Snx27	126.142857	0	0	0	0	0	0	565	474	400	0	0	0	0	327	0
Sec62	125.928571	209	519	0	0	295	0	137	127	93	0	0	296	0	87	0
Kmt2c	125.928571	0	339	135	0	155	0	312	184	230	0	0	204	73	131	0
Kif2c	125.714286	0	0	0	0	0	0	519	570	446	0	0	0	0	225	0
Rdh14	125.571429	0	0	0	0	0	0	729	432	366	0	0	0	0	231	0
Clpp	125.571429	0	234	0	0	0	0	442	537	310	0	0	0	0	235	0
Crnkl1	125.357143	0	0	0	0	0	0	630	589	397	0	0	0	0	139	0
Cfap61	125.357143	0	0	0	0	0	0	630	589	397	0	0	0	0	139	0
Mettl8	125.285714	0	0	0	0	0	0	573	701	317	0	0	0	0	163	0
Dcaf17	125.285714	0	0	0	0	0	0	573	701	317	0	0	0	0	163	0
Zcchc7	125.142857	0	134	0	0	0	0	536	488	489	0	0	0	0	105	0
Thap11	124.785714	0	109	0	0	0	0	579	555	334	0	0	0	0	170	0
Znfx1	124.571429	0	0	0	0	0	0	649	418	507	0	0	0	0	170	0
Vrk1	124.428571	0	0	0	0	0	0	619	656	290	0	0	0	0	177	0
Rpl31	123.928571	121	470	0	0	308	0	176	169	157	0	0	334	0	0	0
Plekha1	123.928571	0	114	0	0	0	0	496	520	518	0	0	0	0	87	0
Sesn1	123.785714	0	159	0	0	163	0	421	536	229	0	0	0	0	225	0
Ints3	123.785714	0	530	0	0	331	0	197	154	199	0	0	322	0	0	0
Edem3	123.785714	0	0	0	0	0	0	544	620	393	0	0	0	0	176	0
Ubr4	123.714286	0	479	0	0	389	0	194	106	0	0	0	564	0	0	0
Cenpa	123.571429	215	170	0	0	303	0	283	286	179	0	0	153	0	141	0
Thoc3	123.428571	0	0	0	0	0	0	602	666	352	0	0	0	0	108	0
Nudt13	123.285714	0	0	0	0	0	0	632	695	272	0	0	0	0	127	0
Wnk1	123.214286	0	0	0	0	0	0	859	438	274	0	0	0	0	154	0
Amz2	123.000000	294	473	0	0	195	0	116	195	96	0	0	353	0	0	0
Ttc41	122.928571	0	0	0	0	0	0	587	596	334	0	0	0	0	204	0
Timm13	122.928571	0	0	0	0	0	0	452	560	570	0	0	0	0	139	0
Hsp90b1	122.928571	0	0	0	0	0	0	587	596	334	0	0	0	0	204	0
Traf7	122.714286	0	0	0	0	0	0	716	504	381	0	0	0	0	117	0
Cant1	122.714286	0	0	0	0	0	0	514	630	401	0	0	0	0	173	0
Afg1l	122.714286	0	0	0	0	0	0	637	522	431	0	0	0	0	128	0
Serpini1	122.357143	0	0	0	0	0	0	619	572	423	0	0	0	0	99	0
Pdcd10	122.357143	0	0	0	0	0	0	619	572	423	0	0	0	0	99	0
Vps26b	122.214286	203	472	0	0	0	0	212	180	128	0	0	328	0	188	0
Tpr	122.214286	0	0	0	0	0	0	542	605	437	0	0	0	0	127	0
Odr4	122.214286	0	0	0	0	0	0	542	605	437	0	0	0	0	127	0
Ncapd3	122.214286	203	472	0	0	0	0	212	180	128	0	0	328	0	188	0
Zfc3h1	122.142857	0	0	0	0	0	0	629	495	408	0	0	0	0	178	0
Thap2	122.142857	0	0	0	0	0	0	629	495	408	0	0	0	0	178	0
Dnajb12	122.000000	0	0	0	0	0	0	701	325	509	0	0	0	0	173	0
Ubn2	121.928571	201	326	0	0	184	0	178	262	145	0	0	266	0	145	0
Fbxo9	121.928571	0	157	0	0	0	0	510	536	354	0	0	0	0	150	0
Cilk1	121.928571	0	157	0	0	0	0	510	536	354	0	0	0	0	150	0
Lrrc61	121.714286	130	382	0	0	430	0	203	197	215	0	0	147	0	0	0
Snx16	121.642857	0	0	0	0	0	0	646	595	322	0	0	0	0	140	0
Fam53c	121.357143	0	98	0	0	0	0	473	498	372	0	0	0	0	258	0
Rbm39	121.214286	0	488	83	0	129	0	290	167	187	0	0	196	0	157	0
Selenop	121.142857	0	304	122	0	0	0	197	565	312	0	0	0	0	196	0
Strn	121.071429	0	0	0	0	0	0	832	295	332	0	0	0	0	236	0
Ahctf1	121.071429	0	0	0	0	0	0	636	504	403	0	0	0	0	152	0
Cnot10	120.642857	175	470	0	0	0	0	303	468	167	0	0	106	0	0	0
Zfp383	120.500000	0	0	0	0	0	0	637	616	240	0	0	0	0	194	0
Cdc45	120.500000	97	0	0	0	0	0	490	546	357	0	0	0	0	197	0
Txndc9	120.285714	0	0	0	0	0	0	548	568	306	0	0	0	0	262	0
Eif5b	120.285714	0	0	0	0	0	0	548	568	306	0	0	0	0	262	0
Phb	120.214286	0	0	0	0	0	0	575	639	348	0	0	0	0	121	0
Derl1	120.214286	0	0	0	0	0	0	664	426	432	0	0	0	0	161	0
Wipi2	119.928571	194	465	0	0	384	0	154	0	0	0	0	352	0	130	0
Zfp36l2	119.857143	0	183	0	0	296	0	282	427	249	0	0	177	0	64	0
Proser3	119.428571	0	0	0	0	0	0	704	466	401	0	0	0	0	101	0
Hspb6	119.428571	0	0	0	0	0	0	704	466	401	0	0	0	0	101	0
Rplp2	118.928571	0	84	0	0	0	0	523	493	394	0	0	0	0	171	0
Ttc30b	118.714286	0	0	0	0	0	0	547	652	299	0	0	0	0	164	0
Unk	118.071429	0	99	0	0	0	0	512	513	384	0	0	0	0	145	0
Psmd4	118.000000	0	0	0	0	0	0	483	676	354	0	0	0	0	139	0
Ifrd1	118.000000	0	0	0	0	0	0	549	571	380	0	0	0	0	152	0
Zfp280d	117.928571	0	661	137	0	218	0	271	0	0	0	0	239	0	125	0
Abcc5	117.857143	0	0	0	0	0	0	607	396	399	0	0	0	0	248	0
Zfp180	117.714286	0	0	0	0	0	0	605	559	336	0	0	0	0	148	0
Adck1	117.642857	0	0	0	0	0	0	464	516	444	0	0	0	0	223	0
Rad21	117.500000	156	338	0	0	247	0	337	102	187	0	0	278	0	0	0
AW146154	116.928571	0	378	0	0	216	0	286	228	182	0	0	199	0	148	0
Zmat5	116.428571	0	0	0	0	0	0	590	528	338	0	0	0	0	174	0
Uqcr10	116.428571	0	0	0	0	0	0	590	528	338	0	0	0	0	174	0
Hsbp1	116.214286	0	0	0	0	0	0	535	577	325	0	0	0	0	190	0
Mzf1	115.928571	0	0	0	0	0	0	539	498	363	0	0	0	0	223	0
Syt3	115.142857	0	0	0	0	0	0	602	572	248	0	0	0	0	190	0
Maz	114.785714	0	115	0	0	143	0	376	477	290	0	0	108	0	98	0
Zfp91	114.714286	105	248	0	0	0	0	387	457	311	0	0	0	0	98	0
Lpxn	114.714286	105	248	0	0	0	0	387	457	311	0	0	0	0	98	0
Zranb3	114.642857	0	0	0	0	0	0	373	599	339	0	0	0	0	294	0
Rnf145	114.642857	404	592	148	0	302	0	0	0	0	0	0	159	0	0	0
R3hdm1	114.642857	0	0	0	0	0	0	373	599	339	0	0	0	0	294	0
Ksr1	114.642857	0	0	0	0	0	0	590	576	315	0	0	0	0	124	0
Ufsp2	114.500000	0	95	0	0	0	0	431	465	374	0	0	0	0	238	0
1700029J07Rik	114.500000	0	95	0	0	0	0	431	465	374	0	0	0	0	238	0
Zswim9	114.214286	0	0	0	0	0	0	665	386	265	0	0	0	0	283	0
Lig1	114.214286	0	0	0	0	0	0	665	386	265	0	0	0	0	283	0
Dnajb9	114.214286	181	147	0	0	0	0	417	339	136	0	0	179	0	200	0
Herc4	114.071429	0	472	0	0	492	0	0	0	166	0	0	467	0	0	0
Ttc13	113.714286	0	0	0	0	0	0	634	561	163	0	0	0	0	234	0
Arv1	113.714286	0	0	0	0	0	0	634	561	163	0	0	0	0	234	0
Pomt1	113.642857	0	543	0	0	588	0	0	0	0	0	0	460	0	0	0
Ttc33	113.571429	225	408	0	0	145	0	187	136	105	0	0	271	0	113	0
Plekhm1	113.357143	137	348	179	0	224	0	115	150	84	0	0	350	0	0	0
Rps27a	113.000000	0	0	0	0	0	0	648	513	268	0	0	0	0	153	0
Clhc1	113.000000	0	0	0	0	0	0	648	513	268	0	0	0	0	153	0
Xpo5	112.785714	0	427	0	0	462	0	138	0	0	0	0	552	0	0	0
Polh	112.785714	0	427	0	0	462	0	138	0	0	0	0	552	0	0	0
Ccdc117	112.714286	0	167	0	0	111	0	405	211	371	0	0	128	0	185	0
Sae1	112.571429	0	605	0	0	431	0	0	0	0	0	0	540	0	0	0
Ndc1	112.571429	0	0	0	0	0	0	503	380	425	0	0	0	0	268	0
Cstf2t	112.571429	0	396	0	0	0	0	280	398	194	0	0	182	0	126	0
Ints13	112.357143	0	463	0	0	242	0	155	153	208	0	0	352	0	0	0
Fgfr1op2	112.357143	0	463	0	0	242	0	155	153	208	0	0	352	0	0	0
Cep57l1	112.142857	0	159	0	0	0	0	421	536	229	0	0	0	0	225	0
Cox20	112.000000	0	288	0	0	118	0	342	178	329	0	0	179	0	134	0
Oser1	111.928571	137	328	0	0	96	0	264	224	207	0	0	159	0	152	0
Rita1	111.857143	124	365	0	0	0	0	385	219	204	0	0	118	0	151	0
Ddx54	111.857143	124	365	0	0	0	0	385	219	204	0	0	118	0	151	0
Ddx49	111.785714	0	0	0	0	0	0	541	673	263	0	0	0	0	88	0
Cope	111.785714	0	0	0	0	0	0	541	673	263	0	0	0	0	88	0
Tmem127	111.714286	246	331	0	0	187	0	296	154	159	0	0	191	0	0	0
Ciao1	111.714286	246	331	0	0	187	0	296	154	159	0	0	191	0	0	0
Ppp1r7	111.428571	0	0	0	0	0	0	589	357	391	0	0	0	0	223	0
Pask	111.428571	0	0	0	0	0	0	589	357	391	0	0	0	0	223	0
Bag6	111.214286	0	338	0	0	308	0	140	270	140	0	0	361	0	0	0
Prkci	110.571429	0	291	0	0	0	0	409	406	442	0	0	0	0	0	0
Pgm2l1	110.500000	0	187	0	0	0	0	449	346	303	0	0	131	0	131	0
Virma	110.285714	109	312	0	0	122	0	302	267	240	0	0	192	0	0	0
Sart1	110.285714	0	119	0	0	121	0	380	450	227	0	0	146	0	101	0
Zfp330	110.214286	166	252	0	0	0	0	356	244	157	0	0	164	0	204	0
Ddx23	110.142857	0	0	0	0	0	0	559	397	356	0	0	0	0	230	0
Mthfs	109.857143	0	457	0	0	154	0	125	171	132	0	0	291	0	208	0
Cand1	109.785714	0	0	0	0	0	0	435	548	268	0	0	111	0	175	0
Zfp369	109.571429	120	159	0	0	0	0	327	213	331	0	0	192	0	192	0
N4bp2l2	109.571429	0	0	0	0	0	0	414	682	273	0	0	0	0	165	0
Rbl2	109.285714	0	0	0	0	0	0	609	459	321	0	0	0	0	141	0
Nub1	109.285714	186	208	0	0	155	0	199	223	301	0	0	258	0	0	0
Rnf10	108.928571	0	0	0	0	0	0	661	473	211	0	0	0	0	180	0
Cep162	108.785714	0	0	0	0	0	0	495	516	268	0	0	0	0	244	0
Ino80e	108.642857	0	0	0	0	0	0	523	536	371	0	0	0	0	91	0
Hirip3	108.642857	0	0	0	0	0	0	523	536	371	0	0	0	0	91	0
Josd2	108.571429	0	0	0	0	0	0	710	421	256	0	0	0	0	133	0
Polrmt	108.000000	0	0	0	0	0	0	450	823	239	0	0	0	0	0	0
Phf23	108.000000	0	0	0	0	0	0	589	599	324	0	0	0	0	0	0
Ccnd3	107.857143	224	633	0	0	503	0	0	0	0	0	0	150	0	0	0
Rps6ka5	107.714286	0	162	0	0	0	0	259	282	471	0	0	119	0	215	0
Ddx46	107.285714	0	291	111	0	145	0	96	189	135	0	0	316	113	106	0
Kif13b	107.000000	0	0	0	0	0	0	648	481	369	0	0	0	0	0	0
Dmac2	106.857143	212	481	0	0	158	0	108	132	174	0	0	231	0	0	0
Srrm2	106.642857	0	109	0	0	0	0	516	390	240	0	0	111	0	127	0
Zfp119b	106.500000	0	288	0	0	149	0	235	156	268	0	0	395	0	0	0
Atl3	106.500000	0	0	0	0	115	0	401	412	331	0	0	134	0	98	0
Wdr18	106.214286	312	425	0	0	182	0	99	178	0	0	0	291	0	0	0
Rab5b	106.142857	136	195	0	0	0	0	320	568	143	0	0	0	0	124	0
Fntb	106.000000	0	0	0	0	0	0	539	473	472	0	0	0	0	0	0
Zfyve19	105.785714	0	0	0	0	0	0	459	523	354	0	0	0	0	145	0
Fmr1	105.785714	0	704	0	0	299	0	0	181	101	0	0	196	0	0	0
Dnajc17	105.785714	0	0	0	0	0	0	459	523	354	0	0	0	0	145	0
Xpo7	105.714286	142	208	0	0	145	0	237	177	218	0	0	103	0	250	0
Msra	105.428571	0	487	0	0	211	0	201	104	122	0	0	351	0	0	0
Mrpl19	105.428571	0	0	0	0	0	0	597	498	201	0	0	0	0	180	0
Cep295	105.357143	0	617	0	0	283	0	0	0	0	0	0	575	0	0	0
Tm9sf2	105.285714	0	607	0	0	359	0	0	83	0	0	0	425	0	0	0
Susd6	105.214286	0	598	0	0	293	0	0	0	0	0	0	482	0	100	0
Hsph1	105.214286	0	0	0	0	0	0	606	376	310	0	0	0	0	181	0
Dus3l	105.071429	0	0	0	0	0	0	521	272	453	0	0	0	0	225	0
Atxn7l1	105.071429	202	486	137	0	204	0	0	0	80	0	0	163	80	119	0
Eif3a	105.000000	0	413	0	0	304	0	146	105	96	0	0	406	0	0	0
Yeats4	104.928571	0	548	0	0	388	0	92	0	0	0	0	441	0	0	0
Gpr108	104.928571	0	0	0	0	0	0	478	551	340	0	0	0	0	100	0
Utp11	104.428571	0	0	0	0	0	0	440	434	444	0	0	0	0	144	0
Asxl1	104.357143	0	0	0	0	0	0	627	428	230	0	0	0	0	176	0
Wdfy2	104.285714	0	0	0	0	102	0	512	561	285	0	0	0	0	0	0
Slc38a2	104.071429	159	447	80	0	206	0	0	0	0	0	0	565	0	0	0
Ahcy	103.928571	0	0	0	0	0	0	445	461	432	0	0	0	0	117	0
Tsnaxip1	103.785714	0	0	0	0	0	0	523	590	233	0	0	0	0	107	0
Ranbp10	103.785714	0	0	0	0	0	0	523	590	233	0	0	0	0	107	0
Ubap2	103.714286	0	0	0	0	0	0	456	457	306	0	0	0	0	233	0
Becn1	103.714286	227	534	0	0	201	0	129	0	81	0	0	280	0	0	0
Vps13b	103.642857	0	484	153	0	253	0	0	0	0	0	0	444	0	117	0
Kbtbd8	103.285714	0	0	0	0	0	0	579	572	295	0	0	0	0	0	0
Ywhag	103.214286	0	97	0	0	83	0	468	365	219	0	0	128	0	85	0
Kmt2b	103.214286	0	190	0	0	0	0	662	333	177	0	0	0	0	83	0
Sugct	103.071429	254	188	0	0	171	0	309	144	164	0	0	0	0	213	0
Mplkip	103.071429	254	188	0	0	171	0	309	144	164	0	0	0	0	213	0
Dynlrb2	103.000000	217	549	0	0	297	0	0	0	0	0	0	379	0	0	0
Slc38a7	102.928571	0	0	0	0	0	0	456	513	302	0	0	0	0	170	0
Nmt1	102.928571	0	0	0	0	0	0	514	464	326	0	0	0	0	137	0
St3gal2	102.642857	0	0	0	0	0	0	506	518	311	0	0	0	0	102	0
Chordc1	102.214286	0	160	107	0	0	0	347	300	270	0	0	126	0	121	0
Tha1	102.142857	474	619	0	0	0	0	212	0	125	0	0	0	0	0	0
Tfeb	102.142857	0	0	0	0	0	0	596	441	304	0	0	0	0	89	0
Tmem11	101.928571	0	0	0	0	0	0	403	465	333	0	0	0	0	226	0
Timm21	101.928571	0	161	0	0	0	0	288	569	246	0	0	0	0	163	0
Fbxo15	101.928571	0	161	0	0	0	0	288	569	246	0	0	0	0	163	0
Gatb	101.285714	0	0	0	0	0	0	675	369	265	0	0	0	0	109	0
Gm527	101.142857	0	539	0	0	238	0	169	0	0	0	0	470	0	0	0
Rae1	101.000000	149	220	0	0	0	0	223	352	189	0	0	149	0	132	0
Erlec1	101.000000	0	487	103	0	275	0	116	160	107	0	0	166	0	0	0
Asb3	101.000000	0	487	103	0	275	0	116	160	107	0	0	166	0	0	0
Slc25a11	100.785714	0	356	0	0	280	0	0	158	143	0	0	474	0	0	0
Rnf167	100.785714	0	356	0	0	280	0	0	158	143	0	0	474	0	0	0
Furin	100.642857	0	458	0	0	229	0	0	0	0	0	0	722	0	0	0
Adss	100.642857	0	0	0	0	0	0	595	443	272	0	0	0	0	99	0
Zfp110	100.571429	0	0	0	0	0	0	511	434	292	0	0	0	0	171	0
Suco	100.571429	0	130	0	0	0	0	436	368	474	0	0	0	0	0	0
Hikeshi	100.571429	0	0	0	0	0	0	486	598	324	0	0	0	0	0	0
Mark2	100.500000	204	197	0	0	0	0	237	242	285	0	0	242	0	0	0
Srrm1	100.000000	0	339	0	0	381	0	149	96	99	0	0	336	0	0	0
Herpud2	100.000000	0	189	0	0	0	0	369	186	301	0	0	239	0	116	0
Taf8	99.857143	0	0	0	0	0	0	484	321	402	0	0	0	0	191	0
Gpbp1l1	99.285714	0	128	0	0	108	0	371	288	247	0	0	113	0	135	0
Dhx30	99.214286	0	0	0	0	0	0	524	305	361	0	0	0	0	199	0
Polr1b	99.142857	0	0	0	0	0	0	433	381	378	0	0	0	0	196	0
Fam49b	99.142857	0	581	0	0	286	0	0	0	0	0	0	521	0	0	0
Fam185a	98.928571	0	0	0	0	0	0	571	555	181	0	0	0	0	78	0
Ccdc146	98.928571	0	0	0	0	0	0	571	555	181	0	0	0	0	78	0
Srcap	98.571429	0	0	0	0	0	0	434	476	327	0	0	0	0	143	0
Limd2	98.428571	0	469	235	0	317	0	0	0	0	0	0	357	0	0	0
Tmem245	98.357143	0	116	0	0	0	0	337	521	230	0	0	0	0	173	0
Rpl6	98.357143	0	0	0	0	0	0	536	519	203	0	0	0	0	119	0
Retsat	98.285714	0	0	0	0	0	0	554	436	262	0	0	0	0	124	0
Ezh1	98.285714	144	550	0	0	223	0	0	0	0	0	0	318	0	141	0
Elmod3	98.285714	0	0	0	0	0	0	554	436	262	0	0	0	0	124	0
Polk	98.142857	0	317	0	0	0	0	326	340	219	0	0	0	0	172	0
Col4a3bp	98.142857	0	317	0	0	0	0	326	340	219	0	0	0	0	172	0
Dnajc18	98.071429	0	0	0	0	0	0	354	435	404	0	0	0	0	180	0
Ccdc171	98.071429	0	583	0	0	293	0	133	0	0	0	0	364	0	0	0
Tmco3	98.000000	0	314	0	0	342	0	146	0	202	0	0	368	0	0	0
Sfxn5	98.000000	0	0	0	0	0	0	420	457	380	0	0	0	0	115	0
Hmgb1	98.000000	0	175	0	0	0	0	419	204	474	0	0	0	0	100	0
Dcun1d2	98.000000	0	314	0	0	342	0	146	0	202	0	0	368	0	0	0
Alg14	98.000000	0	0	0	0	0	0	468	407	274	0	0	0	0	223	0
Dimt1	97.928571	0	0	0	0	0	0	574	328	290	0	0	0	0	179	0
Klf9	97.785714	156	156	0	0	138	0	270	243	154	0	0	133	0	119	0
Jtb	97.642857	0	544	0	0	173	0	177	196	154	0	0	123	0	0	0
Tmtc3	97.500000	0	0	0	0	0	0	520	517	264	0	0	0	0	64	0
Cep290	97.500000	0	0	0	0	0	0	520	517	264	0	0	0	0	64	0
Mea1	97.357143	0	0	0	0	0	0	618	320	425	0	0	0	0	0	0
Klhdc3	97.357143	0	0	0	0	0	0	618	320	425	0	0	0	0	0	0
Aph1a	97.214286	0	0	0	0	0	0	436	630	295	0	0	0	0	0	0
Zfp691	97.142857	0	0	0	0	0	0	362	494	402	0	0	0	0	102	0
Msl2	97.071429	0	220	0	0	225	0	274	221	152	0	0	267	0	0	0
Phip	96.928571	0	232	322	0	0	0	110	0	197	0	0	208	153	135	0
Ubqln4	96.857143	0	0	122	0	0	0	423	404	312	0	0	0	0	95	0
Lamtor2	96.857143	0	0	122	0	0	0	423	404	312	0	0	0	0	95	0
Ciao2a	96.000000	0	0	0	0	0	0	466	619	259	0	0	0	0	0	0
Wdr45	95.928571	223	286	0	0	156	0	174	165	108	0	0	231	0	0	0
Kdm2b	95.928571	363	371	129	0	295	0	0	0	0	0	0	185	0	0	0
Mex3a	95.857143	0	0	0	0	0	0	366	525	325	0	0	0	0	126	0
Etfdh	95.785714	0	0	0	0	0	0	642	408	115	0	0	0	0	176	0
4930579G24Rik	95.785714	0	0	0	0	0	0	642	408	115	0	0	0	0	176	0
Pan3	95.714286	186	344	0	0	171	0	401	0	0	0	0	238	0	0	0
Harbi1	95.714286	102	511	0	0	178	0	138	126	133	0	0	152	0	0	0
Bahcc1	95.714286	0	245	0	0	0	0	290	351	335	0	0	119	0	0	0
Atg13	95.714286	102	511	0	0	178	0	138	126	133	0	0	152	0	0	0
Zpr1	95.571429	169	506	0	0	110	0	138	0	0	0	0	415	0	0	0
Cdip1	95.571429	0	0	0	0	0	0	539	397	297	0	0	0	0	105	0
Fbxo33	95.285714	0	301	0	0	172	0	218	153	222	0	0	116	0	152	0
Eml6	95.285714	0	0	0	0	0	0	362	645	226	0	0	0	0	101	0
Amn1	95.214286	0	0	0	0	0	0	452	501	222	0	0	0	0	158	0
Zbtb21	94.928571	0	281	0	0	154	0	135	140	259	0	0	188	0	172	0
Gtf2h4	94.928571	0	0	0	0	0	0	538	651	140	0	0	0	0	0	0
Atp5o	94.928571	0	0	0	0	0	0	439	373	370	0	0	0	0	147	0
Cr1l	94.857143	82	437	0	0	133	0	227	208	241	0	0	0	0	0	0
Mob2	94.714286	0	538	0	0	209	0	119	0	0	0	0	303	0	157	0
Gpank1	94.714286	0	0	0	0	0	0	517	563	246	0	0	0	0	0	0
Csnk2b	94.714286	0	0	0	0	0	0	517	563	246	0	0	0	0	0	0
Abtb1	94.714286	0	342	0	0	174	0	239	208	149	0	0	214	0	0	0
Slc38a9	94.571429	0	135	0	0	0	0	472	391	326	0	0	0	0	0	0
Sdccag8	94.571429	0	0	0	0	0	0	381	443	381	0	0	0	0	119	0
Phf8	94.571429	146	256	0	0	115	0	135	247	136	0	0	149	0	140	0
