Target_genes	Smad2|Average	SRX1080389|Embryoid_Bodies	SRX1080390|Embryoid_Bodies	SRX1080403|Embryoid_Bodies	SRX1080404|Embryoid_Bodies	SRX1080406|Embryoid_Bodies	SRX1080407|Embryoid_Bodies	SRX5251391|Embryoid_Bodies	SRX5251392|Embryoid_Bodies	SRX026467|Embryonic_Stem_Cells	SRX026468|Embryonic_Stem_Cells	SRX026469|Embryonic_Stem_Cells	SRX1080395|Embryonic_Stem_Cells	SRX390391|Embryonic_Stem_Cells	SRX4578585|Embryonic_Stem_Cells	SRX5251386|Embryonic_Stem_Cells	SRX390396|mESC_derived_endoodermal_cells	SRX1557250|P19	SRX1557251|P19	SRX1557252|P19	SRX1557253|P19	SRX1557259|P19	SRX1557260|P19	SRX1557261|P19	SRX1557262|P19	SRX1163236|Pancreatic_cancer_cell_lines	SRX1163237|Pancreatic_cancer_cell_lines	SRX4578557|Pancreatic_ductal_adenocarcinoma	SRX4578558|Pancreatic_ductal_adenocarcinoma	SRX4578563|Pancreatic_ductal_adenocarcinoma	SRX4578564|Pancreatic_ductal_adenocarcinoma	SRX4578566|Pancreatic_ductal_adenocarcinoma	SRX4578567|Pancreatic_ductal_adenocarcinoma	STRING
Smurf2	147.625000	0	0	299	357	366	297	289	574	0	0	0	0	241	1057	326	341	0	0	0	0	0	0	0	0	227	0	0	0	0	212	0	138	0
Tab1	147.156250	0	0	253	150	171	153	197	319	0	0	0	0	127	461	177	418	0	0	0	0	0	0	0	0	291	250	0	118	121	593	285	625	0
Rab33b	147.062500	85	0	247	246	247	216	327	372	0	0	0	0	212	412	218	465	0	0	0	0	0	0	0	0	344	185	0	220	110	264	196	340	0
Trip12	146.562500	174	0	139	105	339	122	182	357	0	0	0	0	180	335	244	844	0	0	0	0	0	0	0	0	500	135	0	311	0	286	184	253	0
Fbxo36	146.562500	174	0	139	105	339	122	182	357	0	0	0	0	180	335	244	844	0	0	0	0	0	0	0	0	500	135	0	311	0	286	184	253	0
Nme1	146.500000	0	0	139	225	359	271	108	251	0	0	0	0	195	214	0	325	0	0	0	0	0	0	0	0	452	336	0	297	185	576	287	468	0
Dclre1b	145.906250	0	0	335	243	362	301	353	557	0	0	0	0	135	643	311	303	0	0	0	0	0	0	0	0	200	0	0	0	0	366	209	351	0
Ap4b1	145.906250	0	0	335	243	362	301	353	557	0	0	0	0	135	643	311	303	0	0	0	0	0	0	0	0	200	0	0	0	0	366	209	351	0
Fcho2	145.781250	0	0	252	225	436	217	487	587	0	0	0	0	231	635	405	495	0	0	0	0	0	0	0	0	194	0	0	0	0	178	175	148	0
Ift46	145.687500	182	0	289	193	267	168	177	542	0	0	0	0	209	590	247	363	0	0	0	0	0	0	0	0	191	174	0	0	0	392	235	443	0
Kbtbd7	145.437500	148	0	141	0	169	0	139	207	0	0	0	0	253	373	243	318	0	0	0	0	0	0	0	0	821	0	0	510	0	877	0	455	0
Sdk1	145.406250	141	0	249	282	539	267	393	727	0	0	0	0	255	929	350	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc73	145.375000	0	0	302	188	403	210	354	631	0	0	0	0	136	861	216	415	0	0	0	0	0	0	0	0	154	0	0	0	0	196	220	366	0
Snx12	145.343750	225	0	182	188	316	0	369	390	0	0	0	0	174	377	194	354	0	0	0	0	0	0	0	0	237	271	0	194	140	345	184	511	0
Ptprn	145.218750	0	0	0	0	0	0	0	0	0	0	0	0	174	110	0	283	0	0	0	0	0	0	0	0	972	221	0	567	0	1352	70	898	0
Elmsan1	145.031250	0	0	122	0	178	112	113	333	0	0	0	0	156	409	164	443	0	0	0	0	0	0	0	0	507	172	0	331	0	917	107	577	0
Uchl5	144.906250	0	0	196	162	276	191	180	474	0	0	0	0	247	385	196	664	0	0	0	0	0	0	0	0	147	84	0	0	0	435	440	560	0
Ro60	144.906250	0	0	196	162	276	191	180	474	0	0	0	0	247	385	196	664	0	0	0	0	0	0	0	0	147	84	0	0	0	435	440	560	0
B4galt7	144.656250	244	0	0	0	137	0	116	235	0	0	0	0	187	233	219	425	0	0	0	0	0	0	0	0	423	345	0	393	216	538	451	467	0
Ncam1	144.562500	225	0	139	0	181	0	213	285	0	0	0	0	276	345	0	654	0	0	0	0	0	0	0	0	456	0	0	281	120	652	276	523	0
Spata1	144.250000	0	0	307	191	376	296	434	581	0	0	0	0	171	516	241	464	0	0	0	0	0	0	0	0	194	0	0	125	0	540	0	180	0
Gng5	144.250000	0	0	307	191	376	296	434	581	0	0	0	0	171	516	241	464	0	0	0	0	0	0	0	0	194	0	0	125	0	540	0	180	0
Zcrb1	144.218750	366	0	325	136	372	190	288	842	0	0	0	0	101	318	111	449	0	0	201	0	0	0	0	0	139	95	0	0	0	303	132	247	0
Pphln1	144.218750	366	0	325	136	372	190	288	842	0	0	0	0	101	318	111	449	0	0	201	0	0	0	0	0	139	95	0	0	0	303	132	247	0
Pcbp2	143.937500	165	0	252	107	379	0	230	525	0	0	0	0	281	343	225	454	0	0	0	0	0	0	0	0	216	191	0	0	112	461	326	339	0
Nup54	143.812500	130	0	237	97	134	0	221	318	0	0	0	0	432	259	179	741	0	0	0	0	0	0	0	0	273	225	0	0	0	592	281	483	0
Vdac3	143.750000	0	0	570	532	713	561	263	551	0	0	0	0	151	463	227	295	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	119	0
Trim59	143.656250	92	0	300	316	410	174	358	662	0	0	0	0	188	403	211	593	0	0	0	0	0	0	0	0	203	0	0	0	0	302	77	308	0
Cyp1b1	143.656250	0	0	198	0	213	0	133	409	0	0	0	0	176	211	115	345	0	0	0	0	0	0	0	0	196	155	0	345	0	879	102	1120	0
Pdlim3	143.031250	395	0	486	154	530	139	221	779	0	0	0	0	292	697	0	884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqsec3	143.000000	205	0	458	228	435	244	268	456	0	0	0	0	409	641	249	860	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0
Ints10	142.906250	0	0	127	186	209	114	210	284	0	0	0	0	124	384	202	415	0	0	0	0	0	0	0	0	292	190	0	124	130	671	487	424	0
Fbxl3	142.718750	199	0	237	208	347	242	300	745	0	0	0	0	579	689	345	586	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Ctnnb1	142.406250	0	0	213	158	336	154	281	460	0	0	0	0	210	441	175	372	0	0	0	0	0	0	0	0	317	326	0	0	0	431	250	433	0
Mcf2l	142.156250	272	0	398	275	579	362	246	617	0	0	0	0	232	513	332	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg1	142.031250	482	0	507	0	827	0	0	552	0	0	0	0	0	687	0	822	0	0	265	117	0	0	0	0	0	0	286	0	0	0	0	0	0
Urgcp	141.968750	142	0	268	0	186	108	337	816	0	0	0	0	652	1029	294	393	0	0	0	0	0	0	0	0	0	0	0	0	0	106	113	99	0
Atad2	141.750000	115	0	269	141	189	211	232	295	0	0	0	0	275	453	277	564	0	0	0	0	0	0	0	0	324	150	0	177	0	308	244	312	0
Scrt2	141.718750	209	0	529	295	563	290	206	659	0	0	0	0	280	660	179	495	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Zfp523	141.687500	0	0	236	133	276	138	206	443	0	0	0	0	0	563	254	293	0	0	0	0	0	0	0	0	475	298	0	0	0	476	372	371	0
Chmp4c	141.687500	402	0	360	0	371	0	103	836	0	0	0	0	583	567	181	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip4p2	141.656250	111	0	237	244	479	192	364	821	0	0	0	0	158	483	76	552	0	0	0	0	0	0	0	0	183	0	0	0	0	339	0	294	0
Ccni	141.593750	95	0	142	134	231	136	222	272	0	0	0	0	222	609	153	470	0	0	0	0	0	0	0	0	463	232	0	283	0	449	176	242	0
2010109A12Rik	141.593750	95	0	142	134	231	136	222	272	0	0	0	0	222	609	153	470	0	0	0	0	0	0	0	0	463	232	0	283	0	449	176	242	0
Abca2	141.562500	133	0	384	166	333	181	230	676	0	0	0	0	197	765	250	501	0	0	0	0	0	0	0	0	215	0	0	0	0	306	0	193	0
Ppp1r36	141.312500	0	0	279	142	318	118	288	948	0	0	0	0	318	1147	302	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm3	141.187500	121	0	287	259	288	191	275	440	0	0	0	0	164	592	364	389	0	0	0	0	0	0	0	0	236	139	0	0	0	355	242	176	0
Etv1	141.031250	338	0	380	0	308	0	410	1631	0	0	0	86	265	535	373	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k2	140.937500	0	0	170	267	213	168	256	321	0	0	0	0	135	293	167	338	0	0	0	0	0	0	0	0	246	209	0	0	0	994	0	733	0
Gm2237	140.093750	337	0	283	128	218	103	360	982	0	0	0	0	196	765	437	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf115	139.781250	102	0	132	158	193	142	309	670	0	0	0	0	296	602	221	491	0	0	0	0	0	0	0	0	172	133	0	0	0	349	191	312	0
Polr3c	139.781250	102	0	132	158	193	142	309	670	0	0	0	0	296	602	221	491	0	0	0	0	0	0	0	0	172	133	0	0	0	349	191	312	0
Zfp819	139.718750	426	0	187	0	155	0	387	1250	0	0	0	146	798	313	677	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrep	139.375000	0	0	267	237	322	179	208	522	0	0	0	0	0	626	286	517	0	0	0	0	0	0	0	0	237	0	0	0	0	510	202	347	0
Rtn4	139.312500	0	0	0	0	95	0	96	310	0	0	0	0	197	188	123	371	0	0	0	0	0	0	0	0	692	259	0	378	0	1048	0	701	0
Gmeb2	139.062500	0	0	420	239	639	456	260	606	0	0	0	0	170	630	173	341	0	0	0	0	0	0	0	0	180	0	0	0	0	208	0	128	0
Boll	139.031250	204	0	160	108	495	252	351	691	0	0	0	0	338	714	247	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim14	138.875000	0	0	291	236	264	148	166	307	0	0	0	0	244	243	270	522	0	0	0	0	0	0	0	0	264	0	0	0	0	958	0	531	0
Rev1	138.875000	0	0	332	202	469	317	319	594	0	0	0	0	158	506	221	686	0	0	0	0	0	0	0	0	138	0	0	0	0	212	114	176	0
Gtf3c6	138.750000	0	0	0	0	0	0	73	129	0	145	267	0	1055	0	87	419	0	0	647	185	0	0	0	0	153	178	0	156	194	344	227	181	0
Chek1	138.593750	0	0	0	0	0	0	97	99	0	0	0	0	242	132	0	324	0	0	0	0	0	0	0	0	744	223	0	448	0	1417	0	709	0
Mrpl30	138.500000	0	0	0	113	0	0	88	204	0	0	0	0	383	135	157	477	0	0	0	0	0	0	0	0	546	369	0	395	165	491	404	505	0
Mitd1	138.500000	0	0	0	113	0	0	88	204	0	0	0	0	383	135	157	477	0	0	0	0	0	0	0	0	546	369	0	395	165	491	404	505	0
Vmn2r12	138.312500	0	0	0	0	0	0	0	2004	0	0	0	0	0	664	1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upp2	138.187500	80	0	366	180	668	195	256	575	0	0	0	0	166	790	205	441	0	0	0	0	0	0	0	0	115	0	0	0	0	211	0	174	0
Krt8	137.843750	111	0	295	125	259	127	107	390	0	0	0	0	394	664	0	670	0	0	0	0	0	0	0	0	434	0	0	0	0	645	0	190	0
Dcp1a	137.687500	130	0	236	0	206	219	287	404	0	0	0	0	244	376	174	614	0	0	0	0	0	0	0	0	172	171	0	151	0	426	327	269	0
Klf10	137.656250	0	0	288	244	217	205	278	409	0	0	0	0	457	451	243	522	0	0	0	88	0	0	0	0	128	106	0	0	0	434	0	335	0
Kdm1a	137.343750	221	0	240	175	312	150	325	461	0	0	0	0	342	377	174	856	0	0	0	0	0	0	0	0	152	0	0	0	0	305	104	201	0
Plec	137.281250	0	0	0	0	93	0	0	0	0	0	0	0	130	150	0	236	0	0	0	0	0	0	0	0	890	249	0	361	0	1281	0	1003	0
Gse1	136.812500	149	0	313	95	447	0	235	701	0	0	0	0	249	460	0	366	0	0	0	0	0	0	0	0	202	0	0	110	0	643	0	408	0
Hsp90ab1	136.625000	266	0	227	0	261	145	159	461	0	0	0	0	428	224	0	767	0	0	0	0	0	0	0	0	293	210	0	159	0	414	0	358	0
Fam3c	136.625000	0	0	164	92	147	123	112	224	0	0	0	0	234	273	149	546	0	0	0	0	0	0	0	0	537	119	0	191	0	832	207	422	0
Ermard	136.531250	130	0	186	146	236	111	410	604	0	0	0	0	213	395	156	468	0	0	0	0	0	0	0	0	228	113	0	110	0	404	245	214	0
Zc3h6	136.468750	0	0	354	181	501	184	203	531	0	0	0	0	183	361	156	438	0	0	0	0	0	0	0	0	256	96	0	174	0	268	206	275	0
Yme1l1	136.406250	0	0	303	376	332	265	266	584	0	0	0	0	288	696	198	713	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	136	0
Mastl	136.406250	0	0	303	376	332	265	266	584	0	0	0	0	288	696	198	713	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	136	0
Hspe1	136.218750	0	0	110	0	227	80	234	457	0	0	0	0	0	250	346	312	0	0	0	0	0	0	0	0	482	407	0	0	0	491	416	547	0
Hspd1	136.218750	0	0	110	0	227	80	234	457	0	0	0	0	0	250	346	312	0	0	0	0	0	0	0	0	482	407	0	0	0	491	416	547	0
Tmem119	136.000000	517	0	241	144	308	174	153	438	0	0	0	0	523	656	90	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd55	136.000000	242	0	271	102	257	157	152	502	0	0	0	0	285	662	230	1058	0	0	0	0	0	0	0	0	89	0	0	0	0	102	101	142	0
Seh1l	135.937500	88	0	318	177	412	164	269	794	0	0	0	0	277	571	251	479	0	0	0	0	0	0	0	0	79	0	0	0	0	248	82	141	0
9030025P20Rik	135.687500	0	0	176	254	274	98	425	672	0	0	0	0	164	427	238	577	0	0	0	0	0	0	0	0	234	0	0	0	0	313	254	236	0
Cilk1	135.531250	0	0	204	0	363	146	296	408	0	0	0	0	514	818	215	939	0	0	0	0	0	0	0	0	90	0	0	0	0	82	155	107	0
Nr1d1	134.781250	0	0	0	184	123	114	0	143	0	0	0	0	80	0	0	222	0	0	0	0	0	0	0	0	553	483	0	490	0	1089	0	832	0
Mapk9	134.500000	137	0	235	228	301	202	240	464	0	0	0	0	306	978	261	675	0	0	0	0	0	0	0	0	106	0	0	0	0	171	0	0	0
Sntb2	134.343750	193	0	473	127	242	239	279	1043	0	0	0	0	409	474	302	243	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	137	0
Uckl1	134.156250	956	0	794	103	129	0	0	264	0	0	0	0	265	143	118	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0
Irf2bpl	133.937500	86	0	208	190	338	121	333	966	0	0	0	0	287	578	213	394	0	0	0	0	0	0	0	0	119	0	0	0	0	296	0	157	0
Map7	133.843750	0	0	510	273	776	324	228	664	0	0	0	0	176	556	168	499	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Ankrd6	133.718750	127	0	267	0	311	118	180	805	0	0	0	131	537	631	215	765	0	0	117	75	0	0	0	0	0	0	0	0	0	0	0	0	0
Opa3	133.562500	0	0	152	134	106	129	165	182	0	0	0	0	172	186	142	241	0	0	0	0	0	0	0	0	708	176	0	237	0	949	0	595	0
Hmga1	133.468750	123	0	412	188	279	198	304	677	0	0	0	0	0	353	161	228	0	0	0	0	0	0	0	0	201	245	0	80	0	333	188	301	0
Mrpl44	133.406250	0	0	0	0	0	0	210	163	0	0	0	0	338	268	0	620	0	0	0	0	0	0	0	0	316	271	0	229	227	587	620	420	0
Zfp654	132.937500	0	0	508	234	710	209	123	398	0	0	0	0	163	475	145	625	0	0	0	0	0	0	0	0	243	0	0	0	0	208	0	213	0
Cggbp1	132.937500	0	0	508	234	710	209	123	398	0	0	0	0	163	475	145	625	0	0	0	0	0	0	0	0	243	0	0	0	0	208	0	213	0
Chrac1	132.593750	186	0	232	254	412	172	317	489	0	0	0	0	368	456	256	817	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	106	0
Celf6	132.531250	0	0	213	257	326	215	382	610	0	0	0	0	144	1024	322	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meaf6	132.000000	140	0	230	200	308	197	298	485	0	0	0	0	116	854	244	486	0	0	0	0	0	0	0	0	113	0	0	0	0	265	165	123	0
Drg2	131.906250	0	0	0	0	0	0	169	239	0	0	0	0	414	225	99	625	0	0	119	157	0	0	0	0	296	210	0	0	205	484	530	449	0
Zfat	131.593750	0	0	203	161	271	136	160	241	0	0	0	0	148	282	211	412	0	0	0	0	0	0	0	0	413	253	0	153	0	447	357	363	0
Trpm3	131.562500	0	0	0	0	87	0	0	219	0	0	0	0	190	195	144	612	0	0	0	0	0	0	0	0	0	0	0	0	0	1393	0	1370	0
Rad54l2	131.000000	0	0	210	84	105	0	190	213	0	0	0	0	0	268	207	397	0	0	0	0	0	0	0	0	312	453	0	442	117	470	392	332	0
Nrbf2	130.375000	0	0	352	553	524	384	238	409	0	0	0	0	182	668	109	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
Ppp1r13l	130.218750	0	0	0	0	0	0	0	0	0	0	0	0	208	114	107	380	0	0	0	0	0	0	0	0	944	0	0	407	0	1222	0	785	0
Pgk1	130.218750	0	0	145	608	111	128	567	293	0	0	0	0	193	360	0	298	0	0	0	0	0	0	0	0	1464	0	0	0	0	0	0	0	0
Cd3eap	130.218750	0	0	0	0	0	0	0	0	0	0	0	0	208	114	107	380	0	0	0	0	0	0	0	0	944	0	0	407	0	1222	0	785	0
Htra2	130.187500	94	0	104	95	185	0	145	164	0	0	0	0	225	409	191	547	0	0	0	0	0	0	0	0	227	303	0	0	114	427	482	454	0
Aup1	130.187500	94	0	104	95	185	0	145	164	0	0	0	0	225	409	191	547	0	0	0	0	0	0	0	0	227	303	0	0	114	427	482	454	0
Ptprz1	129.968750	335	0	311	172	605	106	421	1221	0	0	0	0	88	591	101	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phc1	129.812500	372	0	264	230	359	213	346	768	0	0	0	94	620	202	166	200	0	0	182	138	0	0	0	0	0	0	0	0	0	0	0	0	0
Mtg1	129.781250	0	0	160	0	184	122	228	271	0	0	0	0	274	311	102	562	0	0	0	0	0	0	0	0	266	190	0	290	182	253	336	422	0
Mrps18c	129.718750	123	0	0	0	132	127	264	437	0	0	0	0	228	280	133	422	0	0	0	0	0	0	0	0	296	253	0	179	104	421	385	367	0
Helq	129.718750	123	0	0	0	132	127	264	437	0	0	0	0	228	280	133	422	0	0	0	0	0	0	0	0	296	253	0	179	104	421	385	367	0
Dus1l	129.687500	163	0	143	0	167	0	199	323	0	0	0	0	218	238	182	408	0	0	0	0	0	0	0	0	224	177	0	279	151	483	416	379	0
Sde2	129.656250	170	0	168	165	216	210	227	529	0	0	0	0	316	363	241	502	0	0	0	0	0	0	0	0	134	0	0	0	0	354	200	354	0
Trp53rkb	129.500000	0	0	0	0	0	0	99	116	0	0	0	0	362	295	111	635	0	0	0	0	0	0	0	0	276	300	0	254	252	610	398	436	0
Stx16	129.312500	0	0	0	0	0	0	0	215	0	0	0	0	147	124	0	329	0	0	0	0	0	0	0	0	481	229	0	405	251	536	663	758	0
Plekhh1	128.750000	86	0	126	130	332	165	146	558	0	0	0	0	313	695	207	516	0	0	0	0	0	0	0	0	146	0	0	0	0	477	0	223	0
Ppp1ccb	128.531250	0	0	201	180	229	215	205	426	0	0	0	0	235	392	260	500	0	0	0	0	0	0	0	0	305	131	0	0	0	378	93	363	0
Ppp1cc	128.531250	0	0	201	180	229	215	205	426	0	0	0	0	235	392	260	500	0	0	0	0	0	0	0	0	305	131	0	0	0	378	93	363	0
Hmgxb4	128.187500	0	0	288	131	490	199	166	337	0	0	0	0	280	447	158	429	0	0	0	0	0	0	0	0	166	167	0	0	0	336	268	240	0
Maml3	128.156250	0	0	170	0	129	0	130	332	0	167	145	0	131	320	218	575	0	0	0	0	0	0	0	0	449	123	0	255	0	523	138	296	0
Phip	128.062500	0	0	111	95	211	0	227	222	0	0	0	0	194	434	294	428	0	0	0	0	0	0	0	0	469	204	0	256	0	425	207	321	0
Sphk2	128.031250	168	0	105	97	145	130	231	328	0	0	0	0	374	257	0	622	0	0	0	0	0	0	0	0	166	165	0	0	185	511	295	318	0
Arl8b	128.000000	0	0	191	152	198	124	274	313	0	0	0	0	234	404	182	498	0	0	0	0	0	0	0	0	162	183	0	132	0	431	225	393	0
Crybg2	127.625000	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	786	188	0	377	0	1528	0	1102	0
Cd63	127.437500	0	0	264	182	299	154	288	831	0	0	0	0	134	231	217	293	0	0	0	0	0	0	0	0	296	0	0	111	0	347	164	267	0
Rhoq	127.343750	0	0	201	228	358	172	112	382	0	0	0	0	150	478	204	259	0	0	0	0	0	0	0	0	408	0	0	181	0	680	0	262	0
Fbxo9	127.343750	0	0	204	0	363	146	296	408	0	0	0	0	514	818	215	939	0	0	0	0	0	0	0	0	90	0	0	0	0	82	0	0	0
Gsc	127.281250	793	0	709	0	610	0	0	687	0	0	0	0	0	477	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmgt2	126.781250	0	0	281	318	492	226	277	497	0	0	0	0	139	573	111	468	0	0	0	0	0	0	0	0	76	0	0	0	0	294	100	205	0
Lrrc75a	126.781250	0	0	281	318	492	226	277	497	0	0	0	0	139	573	111	468	0	0	0	0	0	0	0	0	76	0	0	0	0	294	100	205	0
Slc9a1	126.562500	148	0	0	0	176	0	181	230	0	0	0	0	330	444	135	443	0	0	0	148	0	0	0	0	224	357	0	117	0	458	259	400	0
Dclk1	126.562500	339	0	472	0	201	0	0	266	0	0	0	0	127	157	0	366	0	0	453	0	0	0	0	0	590	0	0	468	0	611	0	0	0
Utp14b	126.500000	195	0	282	299	314	266	239	415	0	0	0	0	302	617	213	663	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	130	0
Ankrd55	126.500000	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	1033	426	0	0	0	1329	0	1057	0
Acsl3	126.500000	195	0	282	299	314	266	239	415	0	0	0	0	302	617	213	663	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	130	0
Rnf166	126.406250	0	0	204	249	471	312	169	457	0	0	0	0	194	595	208	624	0	0	0	0	0	0	0	0	0	0	0	0	0	221	140	201	0
Ctu2	126.406250	0	0	204	249	471	312	169	457	0	0	0	0	194	595	208	624	0	0	0	0	0	0	0	0	0	0	0	0	0	221	140	201	0
Ccdc194	126.406250	310	0	405	0	282	116	432	994	0	0	0	0	219	449	191	363	0	0	204	80	0	0	0	0	0	0	0	0	0	0	0	0	0
Uspl1	126.375000	133	0	142	217	136	154	214	308	0	0	0	0	273	324	251	438	0	0	0	0	0	0	0	0	147	0	0	169	155	362	255	366	0
Tex2	126.343750	0	0	134	283	300	179	274	391	0	0	0	0	154	490	224	508	0	0	0	0	0	0	0	0	193	0	0	0	0	318	255	340	0
S100a3	126.343750	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	123	0	0	0	0	0	0	0	0	755	561	0	333	0	1111	0	1045	0
Tsc1	125.968750	81	0	128	113	128	131	232	178	0	0	0	0	179	338	162	446	0	0	0	0	0	0	0	0	443	176	0	197	0	563	336	200	0
Myo1d	125.906250	0	0	173	199	365	186	200	507	0	0	0	0	368	724	193	427	0	0	0	0	0	0	0	0	139	0	0	119	0	288	0	141	0
Frg2f1	125.500000	0	0	161	0	195	143	147	238	0	0	0	0	226	455	252	670	0	0	0	0	0	0	0	0	383	134	0	236	0	392	142	242	0
Foxj3	125.500000	0	0	161	0	195	143	147	238	0	0	0	0	226	455	252	670	0	0	0	0	0	0	0	0	383	134	0	236	0	392	142	242	0
Csnk1g2	125.468750	0	0	103	128	170	177	173	528	0	0	0	0	546	758	260	751	0	0	0	99	0	0	0	0	0	0	0	0	0	172	0	150	0
Tnpo1	125.281250	0	0	188	97	263	0	220	338	0	0	0	0	206	631	238	636	0	0	0	0	0	0	0	0	188	87	0	0	0	482	0	435	0
Gtf2b	125.281250	95	0	160	0	136	130	201	299	0	0	0	0	270	368	175	577	0	0	0	136	0	0	0	0	153	149	0	98	0	489	306	267	0
Med23	125.125000	0	0	0	96	116	145	99	261	0	0	0	0	318	349	117	588	0	0	0	0	0	0	0	0	255	288	0	170	0	388	350	464	0
Kmt5b	125.062500	0	0	130	127	133	0	107	170	0	0	0	0	635	197	103	651	0	0	0	0	0	0	0	0	331	226	0	408	0	422	215	147	0
Rpl18	125.000000	168	0	105	0	145	130	231	328	0	0	0	0	374	257	0	622	0	0	0	0	0	0	0	0	166	165	0	0	185	511	295	318	0
Nup153	124.750000	173	0	131	247	306	154	278	465	0	0	0	0	392	414	129	537	0	0	0	0	0	0	0	0	81	0	0	0	0	266	237	182	0
Epb41l2	124.718750	0	0	80	139	169	81	119	241	0	0	0	0	83	314	145	184	0	0	0	0	0	0	0	0	750	0	0	326	0	998	0	362	0
Thoc1	124.406250	121	0	232	126	231	186	259	371	0	0	0	0	304	427	187	771	0	0	0	0	0	0	0	0	125	0	0	0	0	247	182	212	0
Fblim1	124.031250	0	0	179	106	233	102	153	264	0	0	0	0	144	319	0	103	0	0	0	0	0	0	0	0	608	0	0	411	0	829	0	518	0
Btbd7	123.750000	0	0	310	296	351	356	338	695	0	0	0	0	200	630	279	396	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Ifi204	123.718750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	524	0	271	0	1518	123	878	0
Mrpl12	123.562500	0	0	165	100	0	91	235	320	0	0	0	0	271	247	228	544	0	0	129	95	0	0	0	0	260	244	0	0	0	404	298	323	0
Pex3	123.500000	132	0	189	0	164	0	0	204	0	0	0	0	310	266	115	614	0	0	0	0	0	0	0	0	306	230	0	124	0	638	311	349	0
Adat2	123.500000	132	0	189	0	164	0	0	204	0	0	0	0	310	266	115	614	0	0	0	0	0	0	0	0	306	230	0	124	0	638	311	349	0
Spry2	123.406250	198	0	307	0	445	0	286	706	0	0	0	0	290	538	191	478	0	0	0	0	0	0	0	0	248	0	0	0	0	148	0	114	0
Smarcd1	123.406250	0	0	185	102	247	114	228	397	0	0	0	0	141	518	293	466	0	0	0	0	0	0	0	0	237	123	0	92	0	335	123	348	0
H4c3	123.375000	0	0	0	0	0	0	174	123	157	304	950	0	463	138	0	211	0	0	130	110	0	0	0	0	148	102	0	142	0	268	325	203	0
Picalm	123.187500	0	0	383	263	430	334	189	525	0	0	0	0	83	523	275	414	0	0	0	0	0	0	0	0	113	0	0	0	0	231	0	179	0
Tjp2	122.812500	206	0	184	81	263	0	126	342	0	0	0	0	406	271	203	297	0	0	0	0	0	0	0	0	213	297	0	151	0	417	133	340	0
Gpr21	122.656250	467	0	401	0	440	0	0	704	0	0	0	0	253	331	244	454	0	0	514	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Mndal	122.625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	171	0	315	0	1741	123	1048	0
Olr1	122.593750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	211	0	273	0	1727	0	1065	0
1700019D03Rik	122.562500	151	0	158	0	315	0	275	999	0	0	0	0	566	294	655	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1x	122.406250	139	0	307	147	531	109	257	889	0	0	0	0	164	421	237	459	0	0	0	0	0	0	0	0	80	0	0	0	0	177	0	0	0
