Target_genes	Stat3|Average	SRX361677|Astrocytes	SRX2182965|AtT-20	SRX2463208|AtT-20	SRX2463209|AtT-20	SRX015582|CD4-Positive_T-Lymphocytes	SRX015583|CD4-Positive_T-Lymphocytes	SRX015584|CD4-Positive_T-Lymphocytes	SRX015585|CD4-Positive_T-Lymphocytes	SRX015586|CD4-Positive_T-Lymphocytes	SRX015587|CD4-Positive_T-Lymphocytes	SRX015588|CD4-Positive_T-Lymphocytes	SRX015589|CD4-Positive_T-Lymphocytes	SRX015590|CD4-Positive_T-Lymphocytes	SRX015591|CD4-Positive_T-Lymphocytes	SRX015592|CD4-Positive_T-Lymphocytes	SRX015593|CD4-Positive_T-Lymphocytes	SRX015594|CD4-Positive_T-Lymphocytes	SRX015605|CD4-Positive_T-Lymphocytes	SRX015606|CD4-Positive_T-Lymphocytes	SRX015607|CD4-Positive_T-Lymphocytes	SRX015608|CD4-Positive_T-Lymphocytes	SRX015609|CD4-Positive_T-Lymphocytes	SRX028629|CD4-Positive_T-Lymphocytes	SRX3067399|CD4-Positive_T-Lymphocytes	SRX3067400|CD4-Positive_T-Lymphocytes	SRX708755|CD4-Positive_T-Lymphocytes	SRX708756|CD4-Positive_T-Lymphocytes	SRX758042|CD4-Positive_T-Lymphocytes	SRX758043|CD4-Positive_T-Lymphocytes	SRX758044|CD4-Positive_T-Lymphocytes	SRX758045|CD4-Positive_T-Lymphocytes	SRX865022|CD4-Positive_T-Lymphocytes	SRX865024|CD4-Positive_T-Lymphocytes	SRX2885380|Cortical_oligodendrocyte_progenitor	SRX2885381|Cortical_oligodendrocyte_progenitor	SRX041328|Dendritic_Cells	SRX041329|Dendritic_Cells	SRX041330|Dendritic_Cells	SRX122475|Dendritic_Cells	SRX122476|Dendritic_Cells	SRX122477|Dendritic_Cells	SRX122478|Dendritic_Cells	SRX1365212|Dendritic_Cells	SRX1365213|Dendritic_Cells	SRX708765|Dendritic_Cells	SRX708766|Dendritic_Cells	SRX2974917|EML_	SRX315094|Gastric_tumor	SRX315095|Gastric_tumor	SRX315096|Gastric_tumor	SRX315100|Gastric_tumor	SRX315101|Gastric_tumor	SRX315102|Gastric_tumor	ERX1167971|HPC-7	SRX4169598|Kidney	SRX4169599|Kidney	SRX4169612|Kidney	SRX4169613|Kidney	SRX7502314|Kidney	SRX7502315|Kidney	SRX7502326|Kidney	SRX7502327|Kidney	SRX092402|Macrophages	SRX092403|Macrophages	SRX2060970|Macrophages	SRX2060971|Macrophages	SRX2060972|Macrophages	SRX2060973|Macrophages	SRX2060974|Macrophages	SRX2088123|Mammary_glands	SRX2088124|Mammary_glands	SRX2088125|Mammary_glands	SRX2088126|Mammary_glands	SRX2088127|Mammary_glands	SRX187262|Th0	SRX020337|Th17_Cells	SRX187263|Th17_Cells	SRX187264|Th17_Cells	SRX187265|Th17_Cells	SRX187266|Th17_Cells	SRX187267|Th17_Cells	SRX187268|Th17_Cells	SRX187269|Th17_Cells	SRX187270|Th17_Cells	SRX187271|Th17_Cells	SRX037909|Th1_Cells	STRING
Ddx5	269.453488	0	1743	1805	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	218	0	217	0	230	1109	1456	1062	588	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	477	108	0	342	818	992	516	622	323	0	0	0	0	0	0	0	436	564	810	846	591	0	274	336	337	268	660	0	801	704	456	339	1527	0
Cmtm6	269.337209	0	1440	1632	1373	0	0	0	0	0	0	161	0	0	0	126	0	0	0	0	0	0	0	239	0	582	0	424	0	423	0	284	1475	1911	1249	632	0	157	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	733	0	0	0	0	84	0	176	0	0	0	0	0	0	0	0	193	277	287	441	179	0	631	451	622	696	1091	0	1075	761	807	562	1833	0
Man1a	268.558140	0	2971	3014	2671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	430	0	428	0	426	1183	1572	900	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	145	405	585	382	401	212	0	0	0	209	0	225	0	126	166	0	303	93	0	145	267	331	206	208	0	694	692	539	289	1194	0
Cep95	268.197674	0	1743	1805	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	218	0	217	0	230	1109	1456	1062	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	108	0	342	818	992	516	622	323	0	0	0	0	0	0	0	436	564	810	846	591	0	274	336	337	268	660	0	801	704	456	339	1527	0
Ly6a	268.093023	0	0	0	0	0	0	0	0	0	0	336	430	248	0	277	0	0	0	0	0	0	0	549	0	1738	0	714	0	695	0	447	1351	1717	0	0	0	508	0	0	0	0	0	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	157	319	0	0	0	0	0	0	0	0	0	0	253	171	0	252	196	0	691	1011	1395	896	1654	0	1659	1215	855	1384	1467	0
Nup153	265.523256	64	1868	1534	1030	0	0	0	0	0	0	0	0	93	0	164	0	0	0	0	0	0	0	0	0	514	0	480	0	477	0	415	1012	1557	2250	1293	0	206	172	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	907	0	0	0	113	0	0	271	90	0	0	0	175	0	0	0	186	247	150	557	237	0	584	322	411	446	642	0	904	580	633	474	1574	0
Sde2	265.151163	0	1362	1546	968	0	0	0	0	0	0	122	109	0	0	0	0	0	0	0	0	0	0	102	0	233	0	0	0	0	0	204	1382	1582	877	464	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	1020	0	0	451	925	449	188	154	83	0	0	0	0	0	0	0	473	243	458	609	295	0	248	436	1015	525	799	0	1162	1097	863	780	1447	0
Cox7a2	262.546512	0	1630	1505	1052	0	0	0	0	0	0	143	119	0	0	138	0	0	0	0	0	0	0	0	0	622	0	459	0	461	0	195	1097	1636	2491	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	0	158	173	0	333	0	0	0	0	0	0	0	0	131	408	155	365	297	0	352	388	314	345	607	0	900	681	574	397	1850	0
Eef2kmt	260.395349	0	1877	1873	1381	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	190	0	1027	0	687	0	682	0	504	1585	1814	838	377	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	114	0	0	457	778	676	520	623	0	1279	1241	650	683	1712	0
Zfp317	259.197674	0	234	149	0	0	0	0	0	0	0	291	350	0	0	213	0	75	0	0	0	0	0	212	0	1218	0	1252	0	1253	130	997	1487	1813	1185	474	0	431	310	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	317	131	364	251	0	676	613	756	416	885	0	994	953	631	572	2031	0
Trip11	257.186047	0	2193	2244	1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	383	0	382	150	322	671	901	1931	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	196	212	124	433	109	0	0	0	0	0	0	0	108	395	291	562	208	0	197	444	449	278	415	0	942	877	673	512	1422	0
Tmem176b	256.453488	237	2858	2811	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	163	2096	1670	0	177	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	771	0	0	0	344	305	212	1228	246	0	0	0	0	0	0	0	184	630	466	732	476	0	409	0	0	220	341	0	515	248	280	0	1344	0
Tmem176a	256.453488	237	2858	2811	2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	163	2096	1670	0	177	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	771	0	0	0	344	305	212	1228	246	0	0	0	0	0	0	0	184	630	466	732	476	0	409	0	0	220	341	0	515	248	280	0	1344	0
Nudcd1	256.220930	119	2015	2303	1719	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	142	0	844	0	310	0	310	0	359	792	910	2001	1212	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	130	0	0	235	0	0	0	0	0	0	141	0	141	256	115	638	281	0	338	380	335	393	762	0	843	628	617	551	1663	0
Eny2	256.220930	119	2015	2303	1719	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	142	0	844	0	310	0	310	0	359	792	910	2001	1212	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	130	0	0	235	0	0	0	0	0	0	141	0	141	256	115	638	281	0	338	380	335	393	762	0	843	628	617	551	1663	0
Asmt	250.302326	382	534	499	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	155	257	295	391	283	383	338	274	470	524	773	500	0	236	182	312	169	191	264	342	372	0	169	282	0	0	0	121	0	0	299	511	469	697	630	652	694	673	514	144	0	0	0	0	0	400	151	323	460	347	445	314	311	308	357	333	477	179	558	509	600	463	400	0
Scamp3	249.755814	0	1848	1777	1683	0	0	0	0	0	0	129	149	0	0	0	0	0	0	0	0	0	0	0	0	493	0	424	0	423	0	318	1023	1262	2026	1105	0	250	118	0	0	0	0	0	0	0	249	98	0	0	0	0	0	0	164	0	0	0	142	115	96	167	0	0	0	0	0	0	0	0	116	369	234	521	636	0	649	419	470	263	404	0	582	567	292	329	1569	0
Csf1	249.569767	340	1866	1701	1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	207	0	219	0	288	676	798	2457	1577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	235	227	114	844	227	0	0	0	0	0	0	0	196	779	903	1021	702	0	449	121	167	132	269	0	335	374	192	346	1341	0
Prodh	249.279070	0	805	857	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	145	0	146	0	149	803	820	1604	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	91	0	414	1065	1416	744	776	399	0	0	0	0	0	0	0	672	553	699	912	822	0	165	148	202	355	502	0	614	582	440	340	1341	0
Birc3	246.848837	0	0	0	0	0	0	0	0	0	0	329	260	162	0	205	99	0	0	0	0	0	0	177	0	1601	0	1285	0	1295	111	638	1482	1800	0	0	0	835	571	0	0	0	0	0	0	0	828	0	0	0	0	0	0	0	228	0	0	0	143	166	0	85	0	0	0	0	262	0	277	0	174	204	129	212	151	0	261	524	869	360	887	0	932	995	492	641	1559	0
Nfkbia	245.244186	0	989	1165	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	377	0	376	0	235	1499	1703	0	0	0	263	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	293	84	0	461	883	1174	650	672	333	0	0	0	0	0	0	0	676	541	661	925	382	0	0	194	206	291	415	0	947	633	566	351	1107	0
Rtn4	244.872093	0	1733	1527	1043	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	488	0	302	0	301	0	109	875	922	1584	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0	0	290	219	0	129	0	0	0	0	0	0	0	0	390	617	422	826	407	0	332	457	508	321	726	0	1007	847	798	613	1659	0
Htt	243.674419	0	2576	2028	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	389	0	381	0	252	1010	992	1713	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	878	0	0	0	146	150	0	291	0	0	0	0	203	0	0	0	165	303	146	692	513	0	274	421	401	121	169	0	617	343	470	401	1552	0
Tcf4	243.290698	0	1883	2150	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	247	0	248	0	182	1277	1809	1296	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	181	115	0	191	77	0	0	0	0	0	0	0	117	219	297	268	0	0	263	394	406	307	582	0	1035	972	703	563	1613	0
Gstp3	241.593023	0	1263	1686	1438	0	0	0	0	0	0	222	209	0	0	198	0	0	0	0	0	0	0	171	0	808	0	548	0	549	0	399	988	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	1180	1253	762	1529	0	1258	1039	840	873	1439	0
Twf1	240.802326	0	2773	1948	1672	0	0	0	0	0	0	0	0	0	0	199	0	104	0	0	0	0	0	151	0	255	0	187	0	189	71	207	1229	1090	301	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1581	0	0	0	229	150	0	588	243	0	0	0	0	0	0	0	0	367	127	326	356	0	574	474	273	462	423	0	584	526	885	385	1576	0
Hdac4	240.604651	0	1575	1654	1474	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	1116	0	410	0	409	0	484	1896	1906	1258	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	90	0	0	0	0	0	0	300	0	0	0	0	267	0	166	376	0	261	365	508	460	446	0	806	624	541	500	1518	0
Stag1	240.558140	0	1614	1532	1121	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	700	0	304	0	308	0	214	1335	1447	1769	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	85	194	0	0	0	0	0	0	0	0	0	0	0	114	0	0	114	0	374	454	284	622	731	0	1089	1176	761	762	1614	0
Nipsnap3b	239.372093	0	2183	1740	1284	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	100	0	906	0	471	0	472	0	334	1484	1971	738	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	129	132	181	0	581	275	503	387	513	0	934	666	627	342	1979	0
H4c3	238.465116	0	624	534	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	105	0	143	0	0	303	186	887	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	341	0	596	1534	1697	1070	790	336	0	0	0	0	0	0	0	1307	1402	1285	1846	1037	0	82	190	0	0	208	0	312	327	274	124	1090	0
Mul1	235.418605	86	1465	1610	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	317	0	318	0	255	880	1229	1602	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	363	150	543	379	0	257	497	590	343	835	0	959	830	768	647	1661	0
Tbc1d32	233.883721	100	2122	2168	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	515	0	660	0	659	0	449	710	1185	1627	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	108	0	141	0	0	0	0	0	0	0	0	0	141	0	146	0	0	275	461	481	365	675	0	787	571	521	404	1698	0
Wdr77	233.558140	0	1648	1483	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	157	0	156	0	0	1156	1623	1067	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	288	138	0	188	0	0	0	0	0	0	0	0	228	605	500	792	455	0	471	610	691	357	520	0	814	618	450	518	1833	0
Atp5pb	233.558140	0	1648	1483	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	157	0	156	0	0	1156	1623	1067	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	288	138	0	188	0	0	0	0	0	0	0	0	228	605	500	792	455	0	471	610	691	357	520	0	814	618	450	518	1833	0
Apobec3	233.546512	0	1025	923	1057	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	1195	0	1226	0	1169	0	1158	1032	1069	1441	791	0	361	174	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	414	322	494	402	0	335	191	284	378	581	0	589	402	452	378	1301	0
Chmp4b	233.046512	0	220	195	172	0	0	0	0	0	0	604	706	161	0	0	0	0	0	0	0	0	0	262	0	934	0	239	0	237	0	0	923	1199	147	0	0	585	217	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	245	726	280	0	672	861	1229	706	1412	0	1447	1252	782	1057	1293	0
Arid5a	232.406977	0	643	1008	448	0	0	0	0	0	0	221	156	99	0	91	0	0	0	0	0	0	0	0	0	1885	0	1265	0	1291	0	769	1129	1274	771	373	0	675	622	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	533	0	0	0	205	250	150	0	0	0	0	0	549	0	471	0	130	176	147	266	0	0	120	183	253	209	284	0	724	547	285	268	844	0
Bhlhe40	232.116279	0	1560	1530	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	175	0	174	0	0	1120	1226	1231	705	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	319	520	247	249	0	0	0	0	0	0	0	0	671	252	293	692	356	0	137	499	707	502	595	0	825	940	579	651	824	0
Rapgef6	231.186047	0	431	585	273	109	130	0	0	0	0	547	466	155	0	156	71	69	0	0	0	0	0	0	0	1135	0	1014	0	1014	0	794	1267	1845	960	581	0	273	275	0	0	0	0	0	0	0	283	100	0	0	0	0	0	0	364	0	0	171	349	214	174	129	0	0	0	0	126	0	0	0	120	250	241	455	183	0	223	240	822	169	338	0	525	456	274	226	1300	0
Fastk	230.418605	0	2051	2060	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	0	0	0	732	1090	2085	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	122	112	171	386	121	0	0	0	0	0	0	0	105	421	321	898	562	0	0	325	386	322	514	0	721	553	490	365	1103	0
Rab4b	229.930233	0	1995	1965	1513	0	0	0	0	0	0	0	0	120	0	150	0	0	0	0	0	0	0	0	0	1068	0	943	0	952	0	771	998	1458	1169	422	0	76	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	319	423	309	366	0	846	656	567	444	1571	0
Muc1	229.860465	0	2472	2074	1807	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	414	0	483	0	480	0	394	358	776	1060	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	502	133	0	0	0	159	0	0	0	846	678	689	591	676	0	157	320	682	148	238	0	447	454	430	451	915	0
Cep128	229.302326	91	2252	2000	1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	316	0	313	0	314	890	1012	2606	1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	335	0	476	280	0	168	318	226	239	694	0	464	556	351	322	1405	0
Hspa8	229.104651	0	1052	1035	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	107	0	129	424	619	891	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	253	0	695	1475	1450	1187	682	466	0	0	0	0	0	0	0	823	827	907	1266	761	0	292	151	98	204	247	0	324	177	233	181	1119	0
Stat2	229.046512	196	1517	1369	779	0	0	0	0	0	0	342	190	187	0	0	83	0	0	0	0	0	0	0	0	867	0	376	0	375	0	139	723	849	1142	710	0	424	202	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	233	0	0	0	244	390	157	212	0	0	0	0	116	0	149	0	250	479	502	1094	710	0	100	206	200	132	514	0	612	373	390	280	1447	0
Mrpl30	228.895349	109	2076	2012	1716	0	0	0	0	0	0	232	281	0	0	0	0	0	0	0	0	0	0	0	0	513	132	372	131	382	160	420	443	671	2340	1333	0	0	179	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	609	0	0	0	98	89	0	315	0	0	0	0	142	0	0	0	114	192	191	364	233	0	224	211	198	215	327	0	280	346	439	309	1001	0
Mitd1	228.895349	109	2076	2012	1716	0	0	0	0	0	0	232	281	0	0	0	0	0	0	0	0	0	0	0	0	513	132	372	131	382	160	420	443	671	2340	1333	0	0	179	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	609	0	0	0	98	89	0	315	0	0	0	0	142	0	0	0	114	192	191	364	233	0	224	211	198	215	327	0	280	346	439	309	1001	0
Camta1	228.627907	0	1650	1818	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	728	0	470	0	482	0	391	1492	1784	1074	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1167	0	0	0	79	91	0	128	0	0	0	0	0	0	0	0	0	161	0	152	174	0	381	250	213	472	495	0	766	717	502	318	1524	0
Gm3448	226.755814	0	1013	1397	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	168	246	167	201	104	267	1502	1804	1054	447	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	1122	0	0	0	165	129	84	268	94	0	0	0	93	0	192	0	193	459	162	767	454	0	265	289	278	276	335	0	823	756	515	538	1216	0
Gm3417	226.755814	0	1013	1397	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	168	246	167	201	104	267	1502	1804	1054	447	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	1122	0	0	0	165	129	84	268	94	0	0	0	93	0	192	0	193	459	162	767	454	0	265	289	278	276	335	0	823	756	515	538	1216	0
Arih1	223.813953	0	1269	1502	941	107	0	0	0	0	0	347	420	171	0	0	0	0	0	0	0	0	0	0	0	1051	0	761	0	758	127	363	659	786	1523	863	0	168	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	722	0	0	0	198	131	126	145	0	0	0	0	0	0	0	0	187	294	247	458	289	0	240	270	438	276	690	0	515	388	271	229	1140	0
Ppp1ccb	222.651163	0	2610	2492	2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	100	0	99	0	114	1526	1639	682	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	172	272	0	122	0	0	0	0	0	0	0	0	139	383	232	445	356	0	0	205	249	160	119	0	769	740	570	358	863	0
Ppp1cc	222.651163	0	2610	2492	2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	100	0	99	0	114	1526	1639	682	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	172	272	0	122	0	0	0	0	0	0	0	0	139	383	232	445	356	0	0	205	249	160	119	0	769	740	570	358	863	0
Tex14	222.546512	0	211	191	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	511	99	135	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	434	441	0	564	1320	1629	1089	1548	1006	0	0	0	0	0	0	0	870	1022	735	1147	624	0	316	242	272	125	496	0	866	865	439	450	563	0
Srebf1	221.151163	0	1851	2015	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	258	0	269	0	165	991	972	1070	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0	0	0	241	169	0	178	0	0	0	0	0	0	0	0	378	129	130	203	147	0	255	238	315	471	654	0	950	774	583	524	1555	0
Hnrnpa2b1	220.313953	0	1533	1616	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	136	0	135	0	168	570	630	1344	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	105	0	347	587	601	303	191	187	0	0	0	0	0	0	0	270	256	438	679	295	0	77	514	732	413	314	0	744	605	654	465	1228	0
Btg2	219.534884	0	1016	987	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	284	0	282	0	172	908	1062	1465	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	123	0	478	769	1130	566	371	183	0	0	0	0	0	0	0	698	477	657	773	570	0	125	0	143	153	385	0	642	294	537	235	1238	0
Flot1	217.802326	0	1812	1732	1128	0	0	0	0	0	0	152	0	0	0	137	118	0	0	0	0	0	0	0	0	608	0	681	0	681	0	688	1123	1604	752	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	124	180	226	268	0	215	170	210	292	271	0	464	543	828	261	1415	0
Tcte3	217.744186	0	1013	1397	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	168	246	167	201	104	267	1502	1768	1012	447	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	1122	0	0	0	165	129	84	268	94	0	0	0	0	0	0	0	193	421	162	767	402	0	211	289	268	276	327	0	823	715	515	538	1216	0
Ccno	216.302326	0	1598	1644	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	233	0	230	0	178	811	1082	1455	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	177	471	872	590	399	135	0	0	0	111	0	0	0	590	324	301	279	250	0	205	144	200	154	462	0	463	393	360	338	1472	0
Runx1	215.127907	0	286	416	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	480	0	194	0	204	0	135	1086	1208	1664	961	0	248	0	0	0	0	0	0	0	0	258	107	0	0	0	0	0	0	0	0	0	0	131	0	0	352	119	0	0	0	0	0	386	0	471	608	694	1142	711	0	238	522	333	416	851	0	1032	506	366	324	1569	0
Vars	213.720930	0	1903	2074	1731	0	0	0	0	0	0	141	131	0	0	133	0	0	0	0	0	0	0	0	0	1578	0	1569	0	1684	0	1327	1462	1639	337	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	116	149	238	204	0	0	0	112	0	0	0	150	95	142	0	621	0
D17H6S56E-5	213.720930	0	1903	2074	1731	0	0	0	0	0	0	141	131	0	0	133	0	0	0	0	0	0	0	0	0	1578	0	1569	0	1684	0	1327	1462	1639	337	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	116	149	238	204	0	0	0	112	0	0	0	150	95	142	0	621	0
1810013L24Rik	213.465116	0	2055	2009	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	140	0	136	0	137	1232	1529	709	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	191	247	261	145	0	0	0	0	0	110	0	0	0	422	420	339	499	113	0	120	248	323	215	319	0	726	784	562	269	1103	0
