Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Srek1	156.944444	214	199	0	0	409	398	251	0	0	251	0	0	206	160	525	212	0	0	0
Nvl	156.777778	604	467	0	0	206	126	160	0	0	157	0	0	514	200	185	203	0	0	0
Ap5s1	156.611111	234	178	0	0	80	0	181	0	0	182	0	0	296	150	649	298	314	257	0
Asxl2	156.333333	207	276	0	0	144	102	170	0	0	182	0	0	498	197	614	159	152	113	0
Lonp2	156.111111	403	457	0	0	110	108	100	0	0	100	0	0	462	224	479	181	186	0	0
Atl2	155.888889	411	448	0	0	112	175	295	0	0	294	0	0	182	217	376	142	0	154	0
Dedd	155.777778	151	259	0	0	115	297	448	0	0	458	0	0	374	517	185	0	0	0	0
Aspscr1	155.777778	545	646	0	0	178	233	87	0	0	96	0	0	311	260	341	107	0	0	0
Hmgn2	155.722222	338	396	0	0	245	276	144	0	0	146	0	0	419	241	262	0	195	141	0
Ccpg1os	155.722222	391	414	0	0	153	260	288	0	0	282	0	0	307	130	276	173	129	0	0
Ccpg1	155.722222	391	414	0	0	153	260	288	0	0	282	0	0	307	130	276	173	129	0	0
Calm1	155.444444	463	413	0	0	142	178	124	0	0	131	0	123	507	137	364	216	0	0	0
Utp14b	155.222222	189	197	0	0	321	292	336	0	0	335	0	108	162	275	398	181	0	0	0
Acsl3	155.222222	189	197	0	0	321	292	336	0	0	335	0	108	162	275	398	181	0	0	0
Dus1l	155.111111	383	367	0	0	0	68	0	0	0	0	0	0	1001	356	248	247	122	0	0
Mex3b	154.666667	310	328	0	0	0	0	141	0	0	148	0	0	402	329	847	279	0	0	0
Pnp	154.388889	232	224	0	0	314	289	221	0	0	238	0	123	267	157	392	156	166	0	0
Gm3448	153.888889	189	232	0	0	156	146	208	0	0	157	0	104	581	380	151	243	123	100	0
Gm3417	153.888889	189	232	0	0	156	146	208	0	0	157	0	104	581	380	151	243	123	100	0
Gclm	153.777778	442	507	0	0	0	81	0	0	0	0	0	0	299	115	564	363	228	169	0
Lsm14a	153.555556	389	369	0	0	129	224	83	0	0	83	0	0	259	215	667	250	96	0	0
Pxk	153.444444	451	514	0	0	455	497	119	0	0	119	0	0	375	0	232	0	0	0	0
Ift46	153.166667	542	371	0	0	84	104	144	0	0	141	0	0	316	145	431	287	96	96	0
Ppp1ccb	152.944444	427	496	0	0	0	0	181	0	0	182	0	137	270	424	312	256	68	0	0
Ppp1cc	152.944444	427	496	0	0	0	0	181	0	0	182	0	137	270	424	312	256	68	0	0
Ube3c	152.444444	313	353	0	0	145	223	300	0	0	300	0	0	430	208	323	149	0	0	0
Yif1b	152.166667	440	389	0	0	191	129	172	0	0	175	0	0	368	200	394	175	106	0	0
Cnot6	152.000000	461	411	0	0	134	118	243	0	0	241	0	0	402	146	493	87	0	0	0
Snrpc	151.611111	459	588	0	0	0	0	0	0	0	0	0	0	863	207	171	163	140	138	0
Zbtb2	151.277778	261	242	0	0	0	0	142	0	0	142	0	0	558	152	941	285	0	0	0
Ncbp2	151.166667	426	421	0	0	95	168	132	0	0	131	0	0	701	312	199	0	136	0	0
0610012G03Rik	151.166667	426	421	0	0	95	168	132	0	0	131	0	0	701	312	199	0	136	0	0
Stat3	151.055556	524	478	134	0	243	328	0	0	0	112	0	0	294	93	307	95	111	0	0
Gadd45g	150.888889	159	145	0	0	80	164	679	0	0	677	0	126	271	95	192	0	128	0	0
Mrps23	150.666667	498	216	0	0	0	0	309	0	0	307	0	113	467	159	241	176	226	0	0
Ubxn1	150.555556	300	280	0	0	216	200	130	0	0	131	0	0	634	254	184	115	163	103	0
Ubr5	150.000000	359	223	0	0	108	117	404	0	0	411	0	316	104	175	483	0	0	0	0
Mapk6	149.944444	249	273	0	0	161	169	136	0	0	136	0	0	343	258	674	191	109	0	0
Kctd6	149.555556	361	178	0	0	77	0	0	0	0	0	0	0	424	157	1062	433	0	0	0
Tpst2	149.500000	160	151	0	0	228	347	180	0	0	179	0	0	316	98	739	220	73	0	0
D5Ertd579e	149.333333	315	271	0	0	73	185	161	0	0	142	0	136	443	119	551	292	0	0	0
Trmt2a	149.166667	461	371	0	0	272	283	78	0	0	79	0	0	413	271	205	119	133	0	0
Ranbp1	149.166667	461	371	0	0	272	283	78	0	0	79	0	0	413	271	205	119	133	0	0
Mthfr	148.888889	188	352	0	0	278	287	226	0	0	233	0	0	256	95	552	0	131	82	0
Clcn6	148.888889	188	352	0	0	278	287	226	0	0	233	0	0	256	95	552	0	131	82	0
Sct	148.833333	247	190	0	0	571	679	321	227	0	321	0	123	0	0	0	0	0	0	0
Pcbp2	148.777778	353	416	0	0	0	0	366	0	0	368	0	0	364	297	292	222	0	0	0
Dhx8	148.777778	429	571	0	0	0	0	0	0	0	0	0	0	776	194	285	113	220	90	0
Ctnnb1	148.500000	533	535	0	0	0	0	173	0	0	172	0	0	503	133	366	258	0	0	0
Picalm	148.222222	237	117	0	0	0	0	360	0	0	358	0	0	238	269	576	281	125	107	0
Usp12	148.166667	316	310	0	0	215	188	193	0	0	202	0	0	378	207	552	106	0	0	0
Etv1	147.777778	0	0	0	0	0	0	1049	0	0	1049	0	0	0	289	273	0	0	0	0
Cbfa2t2	147.500000	314	321	0	0	357	470	0	0	0	0	0	0	207	201	410	125	157	93	0
Tmem86a	147.111111	251	257	0	0	335	475	178	0	0	179	0	0	97	168	579	129	0	0	0
Ube2f	147.055556	384	637	0	0	0	139	0	0	0	0	0	0	587	142	360	292	106	0	0
Mef2a	147.055556	191	322	0	0	201	194	110	0	0	117	0	0	419	105	746	242	0	0	0
Zbtb18	146.888889	319	300	0	0	164	148	128	0	0	127	0	0	125	139	769	171	119	135	0
Pcgf5	146.777778	581	272	0	0	227	150	133	0	0	130	0	0	240	221	529	159	0	0	0
Ube2d2a	146.611111	255	219	0	0	0	0	112	0	0	118	0	98	550	368	585	334	0	0	0
Leng8	146.500000	538	594	0	0	350	378	0	0	0	0	0	0	456	139	118	0	0	64	0
Frg2f1	146.500000	505	452	0	0	181	191	114	0	0	112	0	0	329	215	439	99	0	0	0
Foxj3	146.500000	505	452	0	0	181	191	114	0	0	112	0	0	329	215	439	99	0	0	0
Eif4a2	146.500000	422	543	0	0	142	173	180	0	0	178	0	0	236	143	255	365	0	0	0
Kansl1l	146.444444	247	265	0	0	407	427	85	0	0	84	0	113	0	456	404	148	0	0	0
Arid1a	146.333333	474	361	0	0	131	223	134	0	0	133	0	0	464	176	385	153	0	0	0
Shc1	146.277778	308	257	0	0	251	230	0	0	0	0	0	0	283	0	825	351	128	0	0
Ccnl1	146.277778	223	193	0	0	142	169	188	0	0	188	0	0	400	151	606	244	129	0	0
Zfat	146.000000	498	396	0	0	0	0	134	0	0	134	0	0	393	306	622	145	0	0	0
Plpp5	145.944444	231	238	0	0	311	271	237	0	0	235	0	0	280	200	321	0	170	133	0
Dhx32	145.888889	0	82	0	0	211	292	709	0	0	722	0	198	180	99	133	0	0	0	0
Pacs1	145.833333	216	373	0	0	181	208	193	0	0	190	0	0	491	237	276	136	124	0	0
Notch2	145.777778	580	343	0	0	0	0	270	0	0	269	0	0	325	297	372	168	0	0	0
Uchl5	145.722222	418	289	0	0	110	124	182	0	0	182	0	0	389	173	407	262	87	0	0
Ro60	145.722222	418	289	0	0	110	124	182	0	0	182	0	0	389	173	407	262	87	0	0
Ddx5	145.166667	338	367	0	0	321	254	179	0	0	179	0	0	241	256	271	0	96	111	0
Cep95	145.166667	338	367	0	0	321	254	179	0	0	179	0	0	241	256	271	0	96	111	0
Arih1	145.111111	359	198	0	0	175	171	115	0	0	114	0	0	303	270	480	232	70	125	0
Arid5a	145.000000	573	538	0	0	228	277	0	0	0	0	0	0	281	109	220	167	217	0	0
Sde2	144.888889	408	358	0	0	0	107	160	0	0	165	0	0	449	285	226	177	109	164	0
Gpcpd1	144.388889	209	198	0	0	0	0	127	0	0	127	0	0	607	207	806	318	0	0	0
Nudt9	144.000000	371	256	0	0	107	184	119	0	0	118	0	146	386	301	316	288	0	0	0
Esco1	144.000000	275	516	0	0	266	325	126	0	0	126	0	0	274	170	369	145	0	0	0
Lrp12	143.944444	233	274	0	0	169	290	163	0	0	163	0	134	243	267	428	227	0	0	0
Trip10	143.888889	687	521	0	0	237	277	0	0	0	0	0	0	447	122	114	0	185	0	0
Gpr108	143.888889	687	521	0	0	237	277	0	0	0	0	0	0	447	122	114	0	185	0	0
Cox5a	143.777778	311	233	0	0	242	322	160	0	0	160	0	0	413	152	333	262	0	0	0
Rpia	143.500000	159	204	0	0	114	0	175	0	0	175	0	131	424	211	857	133	0	0	0
Pafah1b1	143.500000	490	485	0	0	260	425	121	0	0	121	0	0	92	188	336	65	0	0	0
Cfap298	143.166667	258	293	0	0	298	292	110	0	0	119	0	0	580	252	93	144	138	0	0
Cdk9	143.166667	458	403	0	0	223	312	166	0	0	166	0	0	345	328	176	0	0	0	0
Fcho2	143.111111	164	180	0	0	247	366	276	0	0	275	0	0	381	134	301	116	136	0	0
Birc2	143.111111	164	218	0	0	112	145	140	0	0	139	0	0	320	154	718	336	130	0	0
Rnf187	143.000000	239	177	0	0	315	412	0	0	0	0	0	0	515	211	356	126	134	89	0
Raly	142.833333	163	157	0	0	0	98	0	0	0	0	0	0	320	160	1124	340	124	85	0
Arfgef2	142.333333	181	179	0	0	156	195	174	0	0	174	0	0	156	96	735	200	185	131	0
Gspt1	142.000000	218	314	0	0	255	291	125	0	0	124	0	0	449	201	285	158	136	0	0
Irf9	141.888889	364	223	0	0	179	167	144	0	0	144	0	0	570	0	299	165	165	134	0
Rubcn	141.722222	200	318	0	0	112	87	302	0	0	301	0	96	307	122	478	228	0	0	0
Gpd2	141.722222	540	457	0	0	0	132	181	0	0	180	0	0	218	0	650	193	0	0	0
Git2	141.722222	196	182	0	0	177	118	364	0	0	362	0	0	447	268	230	95	112	0	0
Mrpl44	141.666667	253	190	0	0	0	0	0	0	0	0	0	0	1159	516	203	229	0	0	0
Cnnm3	141.611111	135	149	0	0	163	187	114	0	0	112	0	0	199	243	1029	144	74	0	0
Zfp438	141.388889	282	383	0	0	162	175	126	0	0	125	0	0	229	145	677	241	0	0	0
Dyrk2	141.388889	0	0	0	0	231	197	0	0	0	0	0	0	508	67	1216	326	0	0	0
Abca2	141.388889	320	285	0	0	112	123	247	0	0	246	0	0	281	0	687	116	128	0	0
Rffl	141.222222	495	471	0	0	106	129	0	0	0	0	0	0	315	151	319	156	270	130	0
Ubqln1	140.888889	225	264	0	0	123	191	125	0	0	126	0	0	200	246	562	474	0	0	0
Pomt2	140.888889	313	257	0	0	588	642	0	0	0	0	0	0	265	187	154	130	0	0	0
Gstz1	140.888889	313	257	0	0	588	642	0	0	0	0	0	0	265	187	154	130	0	0	0
Klf13	140.833333	146	182	0	0	150	130	244	0	0	254	0	0	233	122	719	355	0	0	0
Apba1	140.555556	444	330	0	0	0	0	209	0	0	211	0	0	710	139	228	259	0	0	0
Cdk11b	140.333333	362	499	0	0	175	197	103	0	0	102	0	0	339	203	206	162	105	73	0
Tsfm	140.222222	412	360	0	0	0	125	184	0	0	182	0	0	491	137	310	155	0	168	0
Dop1a	140.166667	481	363	0	0	189	208	164	0	0	163	0	0	261	202	213	147	132	0	0
Pdpr	139.888889	267	385	0	0	167	171	288	0	0	357	0	113	163	174	318	115	0	0	0
Rnf14	139.500000	182	210	0	0	391	426	113	0	0	112	0	0	442	253	239	143	0	0	0
Ss18	139.388889	297	419	0	0	323	363	193	0	0	202	0	0	374	164	174	0	0	0	0
Irf2	139.388889	220	178	0	0	0	0	93	0	0	92	0	0	234	138	836	402	175	141	0
Kmt2c	139.277778	388	241	0	0	86	139	393	0	0	391	0	0	306	202	177	184	0	0	0
Cks1b	139.166667	308	257	0	0	251	230	0	0	0	0	0	0	283	0	825	351	0	0	0
Dffb	139.111111	120	172	0	0	106	73	0	0	0	0	0	0	897	614	277	245	0	0	0
Cep104	139.111111	120	172	0	0	106	73	0	0	0	0	0	0	897	614	277	245	0	0	0
Letmd1	139.055556	353	341	0	0	106	109	426	0	0	426	0	0	252	134	248	108	0	0	0
Zbtb44	138.555556	237	242	0	0	210	240	216	0	0	213	0	0	204	195	554	183	0	0	0
Serinc1	138.333333	527	385	0	0	287	300	0	0	0	0	0	0	571	132	0	163	125	0	0
Scaf4	138.222222	135	166	0	0	151	179	150	0	0	157	0	0	231	138	710	278	193	0	0
Fam149b	138.222222	322	280	0	0	0	109	104	0	0	106	0	0	834	365	230	0	138	0	0
Ecd	138.222222	322	280	0	0	0	109	104	0	0	106	0	0	834	365	230	0	138	0	0
Decr1	138.055556	112	0	0	0	396	341	360	0	0	359	0	0	250	0	435	232	0	0	0
Ctcf	138.055556	185	264	0	0	107	159	156	0	0	167	0	0	262	377	371	187	119	131	0
Irak2	138.000000	330	298	0	0	136	0	91	0	0	90	0	0	376	0	716	163	184	100	0
Pprc1	137.944444	420	428	0	0	225	146	157	0	0	163	0	0	520	0	289	0	135	0	0
Atad2	137.888889	356	308	0	0	85	138	188	0	0	188	0	84	277	249	433	176	0	0	0
Mkx	137.833333	0	0	0	0	0	0	813	182	70	823	0	0	0	593	0	0	0	0	0
Ifrd1	137.722222	498	355	0	0	458	546	0	0	0	0	0	0	248	98	172	104	0	0	0
Ndfip2	137.611111	238	215	0	0	0	0	136	0	0	135	0	0	285	159	819	490	0	0	0
Mtres1	137.277778	411	392	0	0	164	184	84	0	0	86	0	0	390	152	338	270	0	0	0
Coq10b	137.277778	122	98	0	0	467	685	0	0	0	0	0	0	374	242	362	121	0	0	0
Gtf3c5	137.000000	277	444	0	0	133	0	89	0	0	88	0	0	741	297	235	162	0	0	0
Pim1	136.888889	215	183	0	0	284	175	176	0	0	178	0	0	233	270	535	81	134	0	0
Hsp90ab1	136.888889	523	533	0	0	75	0	262	0	0	262	0	0	390	0	199	220	0	0	0
Fyttd1	136.888889	200	318	0	0	112	0	302	0	0	301	0	96	307	122	478	228	0	0	0
Nbeal2	136.777778	113	112	0	0	0	137	120	0	0	120	0	0	173	176	769	377	257	108	0
8030462N17Rik	136.666667	301	326	0	0	93	133	175	0	0	177	0	0	376	158	382	339	0	0	0
Exoc5	136.611111	320	369	0	0	191	205	173	0	0	172	0	0	242	176	401	210	0	0	0
Ap5m1	136.611111	320	369	0	0	191	205	173	0	0	172	0	0	242	176	401	210	0	0	0
E2f3	136.500000	228	197	0	0	0	0	210	0	0	209	0	0	116	210	763	386	138	0	0
Lin9	136.388889	181	188	0	0	364	309	189	0	0	187	0	0	0	152	459	310	0	116	0
Tcf4	136.000000	602	413	0	0	0	0	237	0	0	236	0	0	390	0	288	181	101	0	0
Rbck1	136.000000	492	306	0	0	86	0	307	0	0	305	0	0	550	228	174	0	0	0	0
Ube2j1	135.611111	186	128	0	0	139	171	93	0	0	92	0	0	249	239	800	344	0	0	0
Map3k2	135.611111	243	288	0	0	341	321	94	0	0	102	0	0	416	134	382	120	0	0	0
Rnaset2b	135.388889	120	144	0	0	116	124	154	0	0	84	0	0	232	195	662	254	184	168	0
Zfp9	135.277778	0	0	0	0	0	0	1219	0	0	1216	0	0	0	0	0	0	0	0	0
Ubr7	135.277778	169	224	0	0	128	0	759	0	0	755	0	0	275	0	125	0	0	0	0
Pex3	135.000000	464	269	0	0	107	93	0	0	0	0	0	0	462	380	406	249	0	0	0
AW549877	135.000000	306	254	0	0	106	111	113	0	0	112	0	0	359	223	586	161	99	0	0
Adat2	135.000000	464	269	0	0	107	93	0	0	0	0	0	0	462	380	406	249	0	0	0
Mpc1	134.888889	119	121	0	0	360	661	163	0	0	161	0	0	130	358	274	81	0	0	0
Stard3nl	134.777778	203	279	0	0	475	398	128	0	0	138	0	0	287	0	401	117	0	0	0
Pura	134.444444	315	270	0	0	314	360	158	0	0	158	0	0	322	157	203	163	0	0	0
Herpud2	134.388889	134	162	0	0	210	329	192	0	0	192	0	0	264	320	455	161	0	0	0
Cpd	134.333333	1256	840	0	0	0	0	0	0	0	0	0	0	168	0	154	0	0	0	0
Rab6a	134.277778	317	239	0	0	102	175	120	0	0	120	0	0	291	198	620	113	122	0	0
Uba2	134.222222	144	144	0	0	116	197	456	0	0	467	0	0	301	115	174	302	0	0	0
Synrg	134.222222	305	205	0	0	0	0	159	0	0	158	0	0	241	190	602	267	172	117	0
Il6ra	134.222222	554	409	0	0	93	140	169	0	0	168	0	0	153	0	443	137	150	0	0
Tcte3	134.111111	189	232	0	0	96	0	208	0	0	157	0	104	581	380	151	216	0	100	0
Clec2d	133.888889	126	0	0	0	0	113	137	0	0	144	0	0	899	0	556	232	203	0	0
Top3b	133.666667	302	288	0	0	68	0	156	0	0	165	0	0	843	239	212	133	0	0	0
Jrk	133.555556	646	519	0	0	205	0	82	0	0	81	0	0	406	328	0	137	0	0	0
Pnrc1	133.500000	413	318	0	0	180	240	152	0	0	161	0	0	259	203	203	180	94	0	0
Prrc2a	133.388889	312	483	0	0	255	339	159	0	0	157	0	0	239	100	152	121	84	0	0
9030025P20Rik	133.333333	141	180	0	0	156	146	141	0	0	154	0	86	459	342	141	243	123	88	0
Nutf2	133.277778	159	128	0	0	112	171	166	0	0	161	0	0	470	204	568	108	152	0	0
Diaph1	133.111111	382	292	0	0	144	181	115	0	0	113	0	0	575	102	165	115	80	132	0
Smim14	133.055556	273	170	0	0	173	388	144	0	0	143	0	0	178	221	430	192	0	83	0
Tmem42	133.000000	255	290	0	0	432	467	161	0	0	169	0	0	0	221	264	135	0	0	0
Ldlrad4	133.000000	630	335	0	0	114	180	198	0	0	198	0	74	286	157	222	0	0	0	0
Rc3h1	132.722222	128	202	0	0	131	233	119	0	0	119	0	0	305	95	581	91	149	236	0
Slc41a3	132.666667	0	141	0	0	360	636	111	0	0	110	0	0	332	237	461	0	0	0	0
Herc2	132.666667	179	190	0	0	167	289	0	0	0	0	0	0	415	109	725	314	0	0	0
Abcg2	132.666667	0	0	0	0	0	0	1092	0	164	1132	0	0	0	0	0	0	0	0	0
Pdia3	132.555556	190	165	0	0	255	213	112	0	0	110	0	0	215	330	567	120	109	0	0
Cln5	132.555556	183	134	0	0	273	357	142	0	0	141	0	0	232	275	462	187	0	0	0
Catsper2	132.555556	190	165	0	0	255	213	112	0	0	110	0	0	215	330	567	120	109	0	0
Slain2	132.500000	192	291	0	0	123	139	166	0	0	164	0	0	384	214	446	183	83	0	0
Gne	132.500000	434	290	0	0	137	196	234	0	0	232	0	0	251	135	337	139	0	0	0
Dck	132.500000	92	102	0	0	107	161	239	0	0	239	0	118	143	95	772	142	175	0	0
Zkscan6	132.444444	153	212	0	0	144	179	135	0	0	135	0	0	122	297	834	173	0	0	0
Agfg1	132.277778	297	277	0	0	92	144	362	0	0	360	0	0	219	133	360	137	0	0	0
Snapin	132.000000	206	261	0	0	236	176	91	0	0	99	0	0	691	146	197	156	0	117	0
Tent4b	131.944444	168	227	0	0	376	389	137	0	0	136	0	166	186	219	264	107	0	0	0
Vars	131.777778	471	357	0	0	62	118	93	0	0	93	0	0	269	436	368	105	0	0	0
D17H6S56E-5	131.777778	471	357	0	0	62	118	93	0	0	93	0	0	269	436	368	105	0	0	0
Id3	131.722222	109	0	0	0	240	444	0	0	0	0	0	0	720	0	251	161	259	187	0
Dcp1a	131.500000	364	270	0	0	128	159	0	0	0	0	0	0	856	320	133	137	0	0	0
Zc3h15	131.444444	187	266	0	0	162	148	158	0	0	158	0	0	352	178	369	388	0	0	0
Smim15	131.444444	320	219	0	0	0	193	0	0	0	0	0	0	339	146	787	247	0	115	0
Hes1	131.444444	129	116	0	0	0	0	196	0	0	195	0	0	385	445	691	209	0	0	0
Zfp959	131.333333	290	409	0	0	381	323	108	0	0	101	0	108	286	190	168	0	0	0	0
Dad1	131.277778	414	286	0	0	172	116	0	0	0	0	0	0	894	0	258	0	115	108	0
Abhd4	131.277778	414	286	0	0	172	116	0	0	0	0	0	0	894	0	258	0	115	108	0
Washc4	131.111111	529	450	0	0	202	273	78	0	0	77	0	0	173	301	197	80	0	0	0
Tgfbr1	131.055556	87	187	0	0	101	155	231	0	0	231	0	0	195	225	753	194	0	0	0
Tatdn2	131.055556	208	222	0	0	128	181	0	0	0	0	0	0	323	152	862	283	0	0	0
Gtf2a1	131.000000	219	195	0	0	294	305	136	0	0	134	0	127	182	302	339	125	0	0	0
Ppdpf	130.944444	0	0	0	0	0	68	0	0	0	0	0	0	388	0	1448	453	0	0	0
Sfi1	130.888889	142	111	0	0	180	179	541	0	85	539	0	442	0	137	0	0	0	0	0
Rgcc	130.888889	740	539	0	0	125	148	110	0	0	109	0	0	585	0	0	0	0	0	0
Hsp90aa1	130.777778	223	164	0	0	304	321	141	0	0	140	0	0	344	177	212	178	150	0	0
Ten1	130.722222	304	244	0	0	169	143	169	0	0	170	0	0	217	348	353	236	0	0	0
Acox1	130.722222	304	244	0	0	169	143	169	0	0	170	0	0	217	348	353	236	0	0	0
Cacybp	130.666667	202	316	0	0	190	223	0	0	0	0	0	0	896	175	115	0	104	131	0
Mier1	130.555556	369	307	0	0	228	185	89	0	0	88	0	0	203	210	446	140	85	0	0
Zmym6	130.500000	308	355	0	0	200	184	175	0	0	174	0	0	345	0	457	151	0	0	0
Lsm4	130.500000	301	422	0	0	168	0	86	0	0	85	0	0	475	121	327	143	144	77	0
Ankrd40	130.500000	306	191	0	0	153	96	0	0	0	0	0	0	553	498	292	148	112	0	0
Tbck	130.444444	461	391	0	0	262	296	0	0	0	0	0	0	426	379	133	0	0	0	0
Aimp1	130.444444	461	391	0	0	262	296	0	0	0	0	0	0	426	379	133	0	0	0	0
Dmpk	130.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	360	411	310	0
Rnaset2a	130.277778	115	115	0	0	116	124	154	0	0	84	0	0	232	195	644	254	172	140	0
Usp32	130.055556	217	156	0	0	0	0	216	0	0	212	0	0	406	445	505	184	0	0	0
Wtap	129.722222	240	256	0	0	178	192	136	0	0	135	0	0	358	199	427	214	0	0	0
Pigo	129.611111	366	334	0	0	154	230	130	0	0	131	0	0	326	136	263	263	0	0	0
Klf4	129.500000	149	134	0	0	279	186	165	0	0	164	0	0	248	315	514	177	0	0	0
Stag1	129.388889	318	306	0	0	99	89	151	0	0	159	0	0	388	129	454	156	80	0	0
Ninj1	129.222222	528	394	0	0	286	421	0	0	0	0	0	0	127	0	191	0	225	154	0
Sp3	129.166667	201	194	0	0	182	233	99	0	0	98	0	0	228	473	415	202	0	0	0
Bcl2l11	129.166667	129	155	0	0	108	126	132	0	0	132	0	0	250	252	752	169	120	0	0
H3f3b	129.000000	453	292	0	0	220	372	0	0	0	0	0	0	280	250	222	0	118	115	0
Esyt2	128.888889	204	241	0	0	116	195	168	0	0	168	0	0	549	230	274	175	0	0	0
Eif3f	128.888889	222	238	0	0	158	113	0	0	0	0	0	0	1114	238	148	89	0	0	0
Egr2	128.722222	1182	957	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mib2	128.666667	227	196	0	0	104	165	526	0	0	554	0	274	155	0	115	0	0	0	0
Cep350	128.500000	231	154	0	0	311	208	91	0	0	90	0	0	262	241	497	72	156	0	0
Pum1	128.444444	166	194	0	0	95	111	150	0	0	150	0	0	0	411	718	317	0	0	0
Acad12	128.444444	147	100	0	0	123	120	161	0	0	164	0	0	156	115	592	259	243	132	0
Hs1bp3	128.388889	183	163	0	0	124	104	271	0	0	272	0	0	308	0	610	276	0	0	0
Frmd6	128.277778	487	499	0	0	108	140	0	0	0	0	0	0	580	124	272	99	0	0	0
2610528J11Rik	128.277778	0	0	0	0	94	100	1059	0	0	1056	0	0	0	0	0	0	0	0	0
Hey1	128.222222	109	0	0	0	183	226	323	0	0	332	0	96	146	255	457	181	0	0	0
Slc35a1	128.111111	400	348	0	0	0	93	0	0	0	0	0	0	456	317	296	396	0	0	0
Tex2	127.944444	206	215	0	0	147	80	162	0	0	160	0	0	415	181	576	161	0	0	0
Rab33b	127.944444	235	341	0	0	87	139	121	0	0	120	0	0	613	346	171	130	0	0	0
Arpc2	127.944444	302	348	0	0	0	0	83	0	0	82	0	0	439	122	543	197	187	0	0
Dusp28	127.833333	153	93	0	0	203	194	0	0	0	0	0	0	975	189	494	0	0	0	0
Epn1	127.777778	266	271	0	0	147	165	0	0	0	0	0	0	390	158	497	188	130	88	0
Ptcd1	127.666667	444	433	0	0	0	0	139	0	0	144	0	106	383	136	106	265	142	0	0
Cpsf4	127.666667	444	433	0	0	0	0	139	0	0	144	0	106	383	136	106	265	142	0	0
Nuf2	127.611111	420	337	0	0	107	130	0	0	0	0	0	0	820	322	0	161	0	0	0
Zzz3	127.500000	370	312	0	0	145	137	0	0	0	0	0	0	332	126	630	243	0	0	0
Dpp9	127.444444	135	154	0	0	460	482	0	0	0	0	0	0	401	414	170	0	78	0	0
Tgfb1	127.333333	416	438	0	0	136	117	154	0	0	154	0	118	171	143	346	99	0	0	0
Gpn3	127.333333	316	266	0	0	153	143	134	0	0	135	0	0	514	173	174	135	149	0	0
Fam216a	127.333333	316	266	0	0	153	143	134	0	0	135	0	0	514	173	174	135	149	0	0
Arhgef1	127.277778	207	242	0	0	0	0	0	0	0	0	0	0	524	0	841	362	115	0	0
Tiparp	127.222222	179	171	0	0	197	204	484	0	0	489	0	0	192	151	223	0	0	0	0
Eif4b	127.222222	290	291	0	0	98	0	171	0	0	168	0	0	296	176	443	198	0	159	0
Mrpl1	127.055556	408	291	0	0	120	57	0	0	0	0	0	0	702	257	268	184	0	0	0
Tmem192	126.944444	114	182	0	0	274	295	0	0	0	0	0	0	185	207	631	397	0	0	0
Stk38	126.944444	156	129	0	0	109	217	388	0	0	387	0	196	105	146	212	0	131	109	0
Pkig	126.722222	125	122	0	0	469	506	225	0	0	217	0	0	111	183	323	0	0	0	0
Il17rd	126.444444	0	0	0	0	161	87	916	0	0	927	0	104	81	0	0	0	0	0	0
Gipc1	126.444444	372	233	0	0	0	0	163	0	0	162	0	0	392	264	468	222	0	0	0
Arl15	126.333333	153	122	0	0	0	133	674	0	0	691	0	149	216	0	136	0	0	0	0
Aatk	126.333333	0	0	0	0	0	0	0	0	0	0	0	0	623	0	914	344	225	168	0
Elmsan1	126.277778	181	241	0	0	0	106	176	0	0	175	0	0	337	117	449	150	193	148	0
Kras	126.000000	324	342	0	0	0	151	126	0	0	134	0	0	188	308	384	311	0	0	0
Rab7	125.944444	274	253	0	0	124	153	0	0	0	0	0	0	768	126	258	143	0	168	0
Ccdc74a	125.944444	0	0	0	0	355	390	187	0	0	185	0	0	88	237	546	0	167	112	0
Vps33a	125.833333	233	271	0	0	120	169	149	0	0	149	0	0	435	209	172	0	239	119	0
Mrpl30	125.777778	486	274	0	0	109	134	0	0	0	0	0	0	630	350	146	135	0	0	0
Mitd1	125.777778	486	274	0	0	109	134	0	0	0	0	0	0	630	350	146	135	0	0	0
Ankrd50	125.777778	114	0	0	0	464	500	85	0	0	85	0	0	202	214	403	197	0	0	0
Nop14	125.666667	461	307	0	0	107	116	0	0	0	0	0	0	550	130	245	0	184	162	0
Grk4	125.666667	461	307	0	0	107	116	0	0	0	0	0	0	550	130	245	0	184	162	0
Mterf1a	125.444444	340	314	0	0	0	0	226	0	0	171	0	0	321	249	341	296	0	0	0
