Target_genes	Tcf7|Average	SRX3154102|CD4-Positive_T-Lymphocytes	SRX4667998|CD4-Positive_T-Lymphocytes	SRX4668000|CD4-Positive_T-Lymphocytes	SRX1411153|CD4_CD8_double_positive_cells	SRX1267280|CD8-Positive_T-Lymphocytes	SRX1267281|CD8-Positive_T-Lymphocytes	SRX373141|CD8-Positive_T-Lymphocytes	SRX092472|EML_	SRX2438808|Natural_Killer_T-Cells	SRX2438811|Natural_Killer_T-Cells	SRX3154101|Tfh	SRX1411151|Thymocytes	SRX1411152|Thymocytes	SRX1411163|Thymocytes	SRX275397|Thymus	SRX389596|Thymus	SRX4667999|Treg	STRING
Urb2	89.647059	0	0	0	0	131	0	0	275	0	0	0	0	0	162	641	315	0	0
Taf5l	89.647059	0	0	0	0	131	0	0	275	0	0	0	0	0	162	641	315	0	0
Polr2b	89.647059	0	0	0	0	0	0	0	102	0	0	0	0	474	341	478	129	0	0
Pkp2	89.647059	0	0	0	301	0	0	0	0	0	0	0	0	584	639	0	0	0	0
Noa1	89.647059	0	0	0	0	0	0	0	102	0	0	0	0	474	341	478	129	0	0
Ormdl3	89.294118	0	158	0	0	149	0	0	353	0	0	0	0	0	223	361	274	0	0
Ska2	89.058824	0	231	0	0	228	0	0	160	0	0	0	0	0	139	428	229	99	0
Ndc1	88.588235	0	0	0	0	100	0	0	285	0	0	0	0	225	150	538	208	0	0
H3c7	88.588235	0	0	0	0	0	0	0	318	0	0	0	0	365	641	182	0	0	0
Acss1	88.294118	0	0	0	0	0	0	0	0	0	0	0	0	441	400	466	194	0	0
Mesp1	88.235294	0	0	0	299	0	0	0	0	0	0	0	0	852	349	0	0	0	0
Igfbp2	88.235294	0	0	0	255	0	0	0	0	0	0	0	0	874	371	0	0	0	0
Sec24b	88.117647	0	0	0	0	0	0	0	0	0	0	0	0	210	297	702	289	0	0
Dchs1	88.000000	0	0	0	115	0	0	0	0	0	0	0	135	776	470	0	0	0	0
Colgalt1	87.823529	0	0	0	0	123	0	0	119	0	0	0	105	566	238	223	119	0	0
Chmp7	87.823529	0	0	0	0	102	0	0	121	0	0	0	0	0	473	586	211	0	0
Trp53rkb	87.764706	0	0	0	115	0	0	0	97	0	0	0	146	637	297	101	99	0	0
Tomm70a	87.705882	0	0	0	153	0	0	0	0	0	0	0	0	560	517	261	0	0	0
Tfrc	87.705882	0	0	0	0	112	0	0	243	0	0	0	0	303	618	215	0	0	0
Osbpl8	87.705882	0	100	0	0	145	0	0	125	0	0	0	0	197	196	364	258	106	0
Lrrc3b	87.705882	0	0	0	167	0	0	0	0	0	0	0	0	848	476	0	0	0	0
Ccdc186	87.529412	0	0	0	0	0	0	0	0	0	0	0	0	417	314	475	282	0	0
Fbln1	87.470588	0	0	0	277	0	0	0	0	0	0	0	0	772	438	0	0	0	0
Gabrb1	87.294118	0	0	0	383	0	0	0	0	0	0	0	0	817	284	0	0	0	0
Gabra4	87.294118	0	0	0	383	0	0	0	0	0	0	0	0	817	284	0	0	0	0
Arl2	87.235294	0	157	0	0	175	0	0	324	0	0	202	0	0	114	387	124	0	0
Tmem54	87.117647	0	0	0	263	0	0	0	0	0	0	0	0	974	244	0	0	0	0
Dmrtb1	87.117647	0	0	0	381	0	0	0	0	0	0	0	0	908	192	0	0	0	0
Rbm17	86.941176	0	0	0	0	136	0	0	237	0	0	0	105	365	388	247	0	0	0
Gpd2	86.941176	0	130	0	0	270	0	0	138	0	0	253	0	0	210	384	93	0	0
Proser2	86.882353	0	0	0	0	0	0	0	0	0	0	0	0	973	504	0	0	0	0
Myef2	86.882353	0	0	0	324	0	0	0	97	0	0	0	0	772	284	0	0	0	0
Fgd4	86.882353	0	0	0	343	0	0	0	0	0	0	0	0	714	420	0	0	0	0
Sybu	86.823529	0	0	0	266	0	0	0	0	0	0	0	0	746	464	0	0	0	0
0610040J01Rik	86.764706	0	0	0	197	0	0	0	0	0	0	0	0	722	556	0	0	0	0
Gdf10	86.647059	0	0	0	391	0	0	0	0	0	0	0	0	821	261	0	0	0	0
Nebl	86.470588	0	0	0	303	0	0	0	0	0	0	0	0	848	319	0	0	0	0
Slc22a3	86.352941	0	0	0	271	0	0	0	0	0	0	0	0	797	400	0	0	0	0
Mtmr2	86.352941	0	0	0	0	146	0	0	168	0	0	0	0	179	340	360	275	0	0
Erich2	86.352941	0	0	0	0	0	0	0	0	0	0	0	135	874	459	0	0	0	0
Hint3	86.235294	0	121	0	0	147	0	0	170	0	0	0	0	0	0	713	315	0	0
Nkd1	86.117647	0	0	0	0	0	0	0	494	0	0	0	0	396	179	395	0	0	0
Rpl13	86.000000	0	0	0	95	0	0	0	98	0	0	0	0	680	477	112	0	0	0
Zcrb1	85.941176	0	0	0	0	106	0	0	312	0	0	0	0	324	361	358	0	0	0
Pphln1	85.941176	0	0	0	0	106	0	0	312	0	0	0	0	324	361	358	0	0	0
Naf1	85.882353	0	0	0	142	0	0	0	91	0	0	0	213	477	408	129	0	0	0
Maged2	85.823529	0	196	0	0	0	0	0	0	0	0	0	0	0	0	706	384	173	0
Rwdd1	85.764706	0	77	0	0	127	0	0	208	0	0	0	0	206	384	315	141	0	0
Snx17	85.647059	0	0	0	0	138	0	0	817	0	0	0	0	0	154	347	0	0	0
Eif2b4	85.647059	0	0	0	0	138	0	0	817	0	0	0	0	0	154	347	0	0	0
Akr1b3	85.647059	0	0	0	0	0	0	0	0	0	0	0	0	441	378	493	144	0	0
Slc6a1	85.470588	0	0	0	353	0	0	0	0	0	0	0	0	719	381	0	0	0	0
Hoxa5	85.352941	0	0	0	159	0	0	0	0	0	0	0	0	936	356	0	0	0	0
Nme1	85.235294	0	156	0	0	125	0	0	571	0	0	0	0	0	198	250	149	0	0
Shisa2	85.176471	0	0	0	227	0	0	0	0	0	0	0	0	867	354	0	0	0	0
Zfpl1	85.117647	0	0	0	0	0	0	0	214	0	0	0	0	0	0	888	345	0	0
Rsrp1	85.117647	0	0	0	0	0	0	0	335	0	0	0	0	463	521	128	0	0	0
Cdca5	85.117647	0	0	0	0	0	0	0	214	0	0	0	0	0	0	888	345	0	0
Adad1	85.117647	0	0	0	0	0	0	0	0	0	0	0	0	960	487	0	0	0	0
Ube2h	85.058824	0	0	0	153	0	0	0	79	0	0	0	190	508	516	0	0	0	0
Safb2	85.058824	0	0	0	0	0	0	0	0	0	0	0	0	244	275	621	306	0	0
Safb	85.058824	0	0	0	0	0	0	0	0	0	0	0	0	244	275	621	306	0	0
Ifnar1	85.058824	0	0	0	0	0	0	0	122	0	0	0	0	397	420	352	155	0	0
Ints13	85.000000	0	0	0	0	83	0	0	170	0	0	0	0	0	272	625	295	0	0
Fgfr1op2	85.000000	0	0	0	0	83	0	0	170	0	0	0	0	0	272	625	295	0	0
Antxr1	84.941176	0	0	0	147	0	0	0	0	0	0	0	0	827	470	0	0	0	0
Zdhhc12	84.882353	0	0	0	0	194	0	0	173	0	0	0	0	0	0	626	234	216	0
Crem	84.882353	0	154	0	0	196	0	0	132	0	0	150	0	0	135	383	110	183	0
Vps26c	84.705882	0	163	0	0	108	0	0	124	0	0	0	0	263	323	317	142	0	0
Ube2g2	84.588235	0	0	0	0	94	0	0	118	0	0	0	0	554	540	132	0	0	0
Rbmxl2	84.470588	0	0	0	403	0	0	0	0	0	0	0	0	704	329	0	0	0	0
Styxl1	84.411765	0	126	0	0	203	0	0	201	0	0	102	0	0	333	245	122	103	0
Pclo	84.411765	0	0	0	288	0	0	0	0	0	0	0	0	641	506	0	0	0	0
Mdh2	84.411765	0	126	0	0	203	0	0	201	0	0	102	0	0	333	245	122	103	0
Ankle2	84.294118	0	0	0	0	0	0	0	256	0	0	0	0	535	421	221	0	0	0
Wnt9b	84.235294	0	0	0	288	0	0	0	0	0	0	0	0	811	333	0	0	0	0
Sac3d1	84.176471	0	0	0	148	0	0	0	126	0	0	0	0	689	233	235	0	0	0
Vamp4	84.000000	0	164	0	0	0	0	0	373	0	0	0	0	216	336	339	0	0	0
Sumf1	84.000000	0	0	0	0	0	0	0	220	0	0	0	0	722	486	0	0	0	0
Ndufs4	84.000000	0	149	0	0	131	0	0	246	0	0	85	0	0	330	325	162	0	0
Prrg2	83.882353	0	252	0	0	181	0	0	216	0	0	237	0	0	0	240	116	184	0
Nosip	83.882353	0	252	0	0	181	0	0	216	0	0	237	0	0	0	240	116	184	0
Isca1	83.823529	0	0	0	0	0	0	0	214	0	0	0	190	355	398	143	125	0	0
Guf1	83.823529	0	110	0	0	0	0	0	237	0	0	0	190	397	415	76	0	0	0
Car2	83.823529	0	0	0	189	0	0	0	0	0	0	0	179	665	392	0	0	0	0
Colgalt2	83.764706	0	0	0	241	0	0	0	0	0	0	0	0	824	359	0	0	0	0
Htra3	83.705882	0	0	0	163	0	0	0	0	0	0	0	0	796	464	0	0	0	0
Gsx1	83.705882	0	0	0	291	0	0	0	0	0	0	0	115	817	200	0	0	0	0
Slc8a3	83.647059	0	0	0	181	0	0	0	0	0	0	0	0	919	322	0	0	0	0
Fem1c	83.647059	0	0	0	0	0	0	0	149	0	0	0	0	170	315	479	309	0	0
Alpk3	83.647059	0	0	0	263	0	0	0	0	0	0	0	0	914	245	0	0	0	0
Tsen54	83.470588	0	0	0	0	0	0	0	236	0	0	0	0	468	165	415	135	0	0
Adamts8	83.470588	0	0	0	447	0	0	0	0	0	0	0	0	635	337	0	0	0	0
Mob4	83.411765	0	147	0	0	0	0	0	260	0	0	0	0	485	359	167	0	0	0
Ryr3	83.294118	0	0	0	392	0	0	0	0	0	0	0	0	726	298	0	0	0	0
H3c6	83.235294	0	0	0	0	0	0	0	433	0	0	0	0	283	699	0	0	0	0
H2bc15	83.235294	0	0	0	0	0	0	0	280	0	0	0	115	283	549	188	0	0	0
H2ac15	83.235294	0	0	0	0	0	0	0	280	0	0	0	115	283	549	188	0	0	0
Adra1d	83.235294	0	0	0	197	0	0	0	0	0	0	0	105	834	279	0	0	0	0
Cox5a	83.176471	0	0	0	0	0	0	0	284	0	0	0	0	579	314	237	0	0	0
Eif3b	83.117647	0	0	0	0	0	0	0	142	0	0	0	0	497	247	362	165	0	0
Zfp827	83.000000	0	165	0	0	103	0	0	0	0	0	0	0	386	241	378	0	138	0
Cpe	82.941176	0	0	0	197	0	0	0	0	0	0	0	0	832	381	0	0	0	0
Sgcz	82.882353	0	0	0	426	0	0	0	0	0	0	0	0	601	382	0	0	0	0
Pkdrej	82.882353	0	0	0	130	0	0	0	0	0	0	0	226	509	544	0	0	0	0
Dpp8	82.823529	0	0	0	0	100	0	0	188	0	0	0	0	469	394	257	0	0	0
Pgm5	82.764706	0	0	0	225	0	0	0	0	0	0	0	0	813	369	0	0	0	0
Tnrc6b	82.705882	0	0	0	0	103	0	0	125	0	0	0	0	216	334	357	271	0	0
Sult2b1	82.705882	0	0	0	181	0	0	0	0	0	0	0	0	855	370	0	0	0	0
Kifc1	82.647059	0	0	0	0	121	0	0	163	0	0	0	0	419	398	163	141	0	0
Cass4	82.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796	609	0	0
Slc35f5	82.588235	0	0	0	167	0	0	0	207	0	0	0	0	621	409	0	0	0	0
Ap1ar	82.470588	0	0	0	0	95	0	0	167	0	0	0	0	426	333	282	99	0	0
Cnot11	82.411765	0	0	0	0	0	0	0	0	0	0	0	0	601	432	219	149	0	0
Igfbpl1	82.352941	0	0	0	325	0	0	0	0	0	0	0	0	785	290	0	0	0	0
Pkd1	82.294118	0	0	0	114	0	0	0	95	0	0	0	105	595	332	158	0	0	0
Nudt9	82.235294	0	0	0	0	0	0	0	176	0	0	0	0	365	328	415	114	0	0
Gdnf	82.235294	0	0	0	342	0	0	0	0	0	0	0	0	812	244	0	0	0	0
Rnf44	82.176471	0	120	0	0	0	0	0	132	0	0	0	0	0	0	821	324	0	0
Ssh2	82.117647	0	0	0	0	0	0	0	143	0	0	0	0	153	205	629	266	0	0
Krtap4-16	82.117647	0	0	0	0	0	0	0	0	0	0	0	0	735	661	0	0	0	0
Gcc2	82.117647	0	0	0	140	93	0	0	169	0	0	0	0	419	490	85	0	0	0
Ccdc15	82.058824	0	206	0	0	181	0	0	115	0	0	207	0	0	262	317	107	0	0
Tcf7l2	82.000000	0	0	0	194	0	0	0	0	0	0	0	0	661	539	0	0	0	0
Rspo4	82.000000	0	0	0	153	0	0	0	0	0	0	0	0	841	400	0	0	0	0
Capn10	82.000000	0	0	0	0	0	0	0	105	0	0	0	0	293	221	578	197	0	0
Lims1	81.882353	0	0	0	0	0	0	0	172	0	0	0	0	677	431	112	0	0	0
Kcnk2	81.882353	0	0	0	242	0	0	0	0	0	0	0	77	738	335	0	0	0	0
Papolb	81.764706	0	0	0	318	0	0	0	0	0	0	0	0	752	320	0	0	0	0
A830018L16Rik	81.764706	0	0	0	208	0	0	0	0	0	0	0	0	801	381	0	0	0	0
Prss23	81.529412	0	0	0	355	0	0	0	0	0	0	0	0	683	348	0	0	0	0
Usp31	81.470588	0	0	0	127	80	0	0	100	0	0	0	95	685	298	0	0	0	0
Samd10	81.470588	0	0	0	236	0	0	0	0	0	0	0	115	747	287	0	0	0	0
Mtmr7	81.470588	0	0	0	153	0	0	0	0	0	0	0	0	566	472	0	194	0	0
Map6d1	81.470588	0	0	0	202	0	0	0	0	0	0	0	146	693	344	0	0	0	0
Gnal	81.470588	0	0	0	359	0	0	0	0	0	0	0	0	672	354	0	0	0	0
Aebp2	81.470588	0	0	0	112	0	0	0	96	0	0	0	95	578	363	141	0	0	0
Ube2j1	81.411765	0	0	0	0	0	0	0	188	0	0	159	135	456	272	0	0	174	0
Sgpp2	81.411765	0	0	0	235	0	0	0	0	0	0	0	0	601	548	0	0	0	0
Fgfr4	81.411765	0	0	0	351	0	0	0	0	0	0	0	0	728	305	0	0	0	0
Vgll4	81.352941	0	0	0	140	0	0	0	0	0	0	0	0	630	323	143	147	0	0
Gpr137b	81.352941	0	0	0	325	0	0	0	0	0	0	0	0	728	330	0	0	0	0
Rc3h2	81.117647	0	0	0	0	155	0	0	104	0	0	0	105	334	372	171	138	0	0
Eif3j2	81.117647	0	0	0	0	0	0	0	135	0	0	0	157	566	521	0	0	0	0
Eif3j1	81.117647	0	0	0	0	0	0	0	135	0	0	0	157	566	521	0	0	0	0
Vsx1	81.000000	0	0	0	351	0	0	0	0	0	0	0	0	790	236	0	0	0	0
Med7	81.000000	0	167	0	0	286	0	0	131	0	0	0	0	0	174	457	162	0	0
H2bc3	81.000000	0	0	0	0	0	0	0	147	0	0	0	0	325	529	231	145	0	0
L3hypdh	80.941176	0	148	0	0	144	0	0	118	0	0	125	0	0	370	333	0	138	0
Jkamp	80.941176	0	148	0	0	144	0	0	118	0	0	125	0	0	370	333	0	138	0
Prr11	80.882353	0	231	0	0	228	0	0	160	0	0	0	0	0	0	428	229	99	0
Greb1l	80.882353	0	0	0	296	0	0	0	0	0	0	0	0	589	490	0	0	0	0
Ube3a	80.823529	0	0	0	0	79	0	0	137	0	0	0	0	589	396	173	0	0	0
Flvcr1	80.823529	0	0	0	0	110	0	0	137	0	0	0	0	294	462	267	104	0	0
Adamts18	80.764706	0	0	0	288	0	0	0	0	0	0	0	0	618	467	0	0	0	0
Rbm6	80.705882	0	0	0	0	136	0	0	114	0	0	0	0	430	213	350	129	0	0
Zar1	80.647059	0	0	0	159	0	0	0	0	0	0	0	0	691	521	0	0	0	0
Rusc2	80.588235	0	0	0	127	0	0	0	172	0	0	0	157	585	329	0	0	0	0
Htra4	80.529412	0	0	0	168	0	0	0	0	0	0	0	190	670	341	0	0	0	0
Zfp622	80.470588	0	91	0	0	133	0	0	99	0	0	0	0	476	314	143	112	0	0
Tha1	80.470588	0	205	0	0	0	0	0	0	0	0	0	0	0	238	814	0	111	0
Prkar1b	80.411765	0	0	0	0	0	0	0	143	0	0	0	0	641	234	200	149	0	0
Dnaaf5	80.411765	0	0	0	0	0	0	0	143	0	0	0	0	641	234	200	149	0	0
Cltc	80.352941	0	119	0	0	83	0	0	461	0	0	0	0	0	306	261	136	0	0
5730455P16Rik	80.294118	0	0	0	0	0	0	0	379	0	0	0	0	497	302	187	0	0	0
Dner	80.235294	0	0	0	310	0	0	0	0	0	0	0	0	736	318	0	0	0	0
Gpr75	80.117647	0	0	0	270	0	0	0	0	0	0	0	0	625	467	0	0	0	0
Cdx1	80.000000	0	0	0	250	0	0	0	0	0	0	0	0	841	269	0	0	0	0
Cd8b1	80.000000	0	0	0	0	153	0	63	0	0	0	0	0	0	0	753	391	0	0
Chchd5	79.823529	0	0	0	0	0	0	0	94	0	0	0	0	0	169	720	374	0	0
Abr	79.823529	0	0	0	222	0	0	0	0	0	0	0	135	649	351	0	0	0	0
Sft2d1	79.764706	0	215	0	0	94	0	0	0	0	0	161	0	0	334	351	201	0	0
Ptpre	79.764706	0	0	0	0	0	0	0	157	0	0	0	105	600	341	153	0	0	0
Ccna1	79.705882	0	0	0	319	0	0	0	0	0	0	0	0	725	311	0	0	0	0
Cbln2	79.705882	0	0	0	305	0	0	0	0	0	0	0	0	768	282	0	0	0	0
Steap1	79.647059	0	0	0	339	0	0	0	0	0	0	0	0	562	453	0	0	0	0
Nt5c2	79.647059	0	0	0	0	0	0	0	102	0	0	0	77	518	204	329	124	0	0
Tomm40	79.588235	0	0	0	0	102	0	0	0	0	0	0	0	625	331	221	74	0	0
Grap	79.529412	0	136	0	0	199	0	0	0	0	0	92	0	0	0	470	320	135	0
Gpatch3	79.529412	0	0	0	0	0	0	0	103	0	0	0	0	785	464	0	0	0	0
Adcy7	79.529412	0	0	0	153	0	0	0	0	0	0	0	0	497	702	0	0	0	0
Kbtbd3	79.470588	0	163	0	0	87	0	0	119	0	0	116	0	0	216	453	197	0	0
Clgn	79.470588	0	0	0	222	0	0	0	0	0	0	0	0	769	360	0	0	0	0
Aasdhppt	79.470588	0	163	0	0	87	0	0	119	0	0	116	0	0	216	453	197	0	0
Wipf1	79.411765	0	0	0	195	0	0	0	114	0	0	0	0	785	256	0	0	0	0
Tmed2	79.411765	0	0	0	133	0	0	0	157	0	0	0	0	492	431	137	0	0	0
Ksr2	79.411765	0	0	0	274	0	0	0	0	0	0	0	0	665	411	0	0	0	0
Kank4	79.411765	0	0	0	364	0	0	0	0	0	0	0	0	797	189	0	0	0	0
Psd4	79.352941	0	0	0	0	0	0	0	0	0	0	0	0	397	198	506	248	0	0
Ndrg3	79.352941	0	0	0	0	0	0	0	149	0	0	0	0	554	504	142	0	0	0
Habp4	79.352941	0	0	0	0	85	0	0	60	0	0	0	168	727	309	0	0	0	0
Ssbp1	79.294118	0	211	0	0	145	0	0	217	0	0	0	0	0	128	396	251	0	0
Zfyve28	79.235294	0	0	0	222	0	0	0	0	0	0	0	135	737	253	0	0	0	0
Rnf145	79.176471	0	215	0	0	0	0	0	0	0	0	0	0	225	268	321	317	0	0
Fam83b	79.176471	0	0	0	307	0	0	0	0	0	0	0	0	672	367	0	0	0	0
Adgrl3	79.176471	0	0	0	308	0	0	0	0	0	0	0	95	710	233	0	0	0	0
Dnajb3	79.058824	0	0	0	173	0	0	0	0	0	0	0	0	788	383	0	0	0	0
Areg	79.058824	0	0	0	267	0	0	0	0	0	0	0	0	637	440	0	0	0	0
Wrnip1	79.000000	0	0	0	0	118	0	0	131	0	0	0	157	494	255	188	0	0	0
Npffr1	79.000000	0	0	0	277	0	0	0	0	0	0	0	0	637	429	0	0	0	0
Slc10a4	78.941176	0	0	0	255	0	0	0	0	0	0	0	0	722	365	0	0	0	0
Slc35f3	78.882353	0	0	0	212	0	0	0	0	0	0	0	105	670	354	0	0	0	0
Pcyox1l	78.882353	0	0	0	216	0	0	0	0	0	0	0	0	637	488	0	0	0	0
Tcf15	78.823529	0	0	0	166	0	0	0	0	0	0	0	179	684	311	0	0	0	0
Ier5	78.823529	0	0	0	0	98	0	0	222	0	0	0	0	551	281	188	0	0	0
Hinfp	78.823529	0	137	0	0	147	0	0	0	0	0	0	0	0	223	649	184	0	0
Ampd3	78.823529	0	0	0	147	0	0	0	0	0	0	0	168	558	467	0	0	0	0
Snu13	78.764706	0	0	0	0	143	0	0	140	0	0	130	0	386	357	183	0	0	0
Nfasc	78.764706	0	0	0	249	0	0	0	0	0	0	0	0	836	254	0	0	0	0
Gars	78.588235	0	0	0	0	0	0	0	134	0	0	0	60	508	417	217	0	0	0
Ppat	78.529412	0	0	0	0	135	0	0	416	0	0	0	0	0	235	326	223	0	0
Paics	78.529412	0	0	0	0	135	0	0	416	0	0	0	0	0	235	326	223	0	0
Wipi2	78.470588	0	0	0	0	0	0	0	273	0	0	0	0	542	274	151	94	0	0
Lipo2	78.470588	0	0	0	0	0	0	0	0	0	0	0	165	569	600	0	0	0	0
Hdgf	78.470588	0	0	0	0	0	0	0	342	0	0	0	0	605	250	137	0	0	0
Tmem245	78.411765	0	0	0	236	0	0	0	0	0	0	0	0	655	442	0	0	0	0
Slc44a5	78.411765	0	0	0	235	0	0	0	0	0	0	0	0	750	348	0	0	0	0
Bex4	78.411765	0	0	0	215	0	0	0	0	0	0	0	0	601	517	0	0	0	0
1810030O07Rik	78.411765	0	83	0	0	160	0	0	196	0	0	215	0	0	236	302	141	0	0
Zkscan8	78.352941	0	0	0	0	83	0	0	146	0	0	0	0	419	493	191	0	0	0
Ndufs6	78.352941	0	145	0	0	203	0	0	65	0	0	139	0	0	137	423	220	0	0
Exoc2	78.352941	0	0	0	0	0	0	0	383	0	0	0	0	386	439	124	0	0	0
Ccnyl1	78.352941	0	0	0	127	0	0	0	124	0	0	0	0	600	392	89	0	0	0
Lck	78.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	533	488	310	0	0
Il6ra	78.294118	0	0	0	247	0	0	0	0	0	0	0	0	783	301	0	0	0	0
Fa2h	78.235294	0	0	0	263	0	0	0	105	0	0	0	135	543	284	0	0	0	0
Wdr75	78.176471	0	0	0	0	0	0	0	117	0	0	0	0	441	546	225	0	0	0
Tpp2	78.058824	0	0	0	0	119	0	0	100	0	0	0	0	0	337	416	355	0	0
Wipf3	78.000000	0	0	0	163	0	0	0	0	0	0	0	0	802	361	0	0	0	0
Pgam1	78.000000	0	0	0	0	0	0	0	134	0	0	0	0	554	483	155	0	0	0
Tmem65	77.882353	0	0	0	0	117	0	0	365	0	0	0	0	342	319	181	0	0	0
Zfp105	77.823529	0	0	0	320	0	0	0	0	0	0	0	0	554	449	0	0	0	0
Tnfaip1	77.823529	0	0	0	0	90	0	0	112	0	0	0	0	0	310	503	308	0	0
Slc6a17	77.823529	0	0	0	315	0	0	0	0	0	0	0	0	785	223	0	0	0	0
Ift20	77.823529	0	0	0	0	90	0	0	112	0	0	0	0	0	310	503	308	0	0
Gspt1	77.823529	0	0	0	192	0	0	0	153	0	0	0	0	478	285	215	0	0	0
Add3	77.764706	0	0	0	0	0	0	0	101	0	0	0	0	637	310	146	128	0	0
Nrxn1	77.705882	0	0	0	190	0	0	0	0	0	0	0	0	840	291	0	0	0	0
Tspyl5	77.647059	0	0	0	290	0	0	0	0	0	0	0	0	654	376	0	0	0	0
Smc2	77.647059	0	0	0	0	0	0	0	178	0	0	0	0	0	330	526	286	0	0
Elovl4	77.647059	0	0	0	140	0	0	0	0	0	0	0	0	713	467	0	0	0	0
Ptprb	77.588235	0	0	0	167	0	0	0	0	0	0	0	0	785	367	0	0	0	0
Fdx1	77.470588	0	0	0	0	0	0	0	0	0	0	0	0	447	380	299	191	0	0
Cherp	77.470588	0	0	0	0	0	0	0	145	0	0	0	0	216	194	456	306	0	0
Pvalb	77.411765	0	0	0	331	0	0	0	0	0	0	0	0	747	238	0	0	0	0
Slfn5	77.352941	0	188	0	0	218	0	0	307	0	0	0	0	0	0	317	166	119	0
Olfr94	77.352941	0	0	0	205	0	0	0	0	0	0	0	0	726	384	0	0	0	0
Tox	77.294118	0	0	0	0	0	0	0	0	0	0	0	0	334	245	478	257	0	0
Pgs1	77.294118	0	0	0	0	0	0	0	237	0	0	0	86	542	293	156	0	0	0
Ece2	77.294118	0	0	0	250	0	0	0	0	0	0	0	0	661	403	0	0	0	0
Btbd3	77.294118	0	0	0	204	0	0	0	0	0	0	0	86	666	358	0	0	0	0
Pik3cd	77.235294	0	0	0	0	90	0	0	0	0	0	0	0	712	351	160	0	0	0
Fam181b	77.235294	0	0	0	360	0	0	0	0	0	0	0	0	674	279	0	0	0	0
Dhx16	77.176471	0	0	0	0	0	0	0	204	0	0	64	0	613	163	190	78	0	0
AI413582	77.176471	0	103	0	0	128	0	0	232	0	0	155	0	170	153	241	0	130	0
Mapkapk5	77.117647	0	0	0	0	0	0	0	189	0	0	0	0	288	242	376	216	0	0
Mmd	76.941176	0	0	0	0	100	0	0	90	0	0	0	0	334	236	344	204	0	0
Grin3a	76.882353	0	0	0	235	0	0	0	0	0	0	0	0	737	335	0	0	0	0
Gpr26	76.882353	0	0	0	383	0	0	0	0	0	0	0	0	646	278	0	0	0	0
Snrpg	76.823529	0	120	0	0	0	0	0	112	0	0	142	0	0	186	491	135	120	0
H4c3	76.823529	0	0	0	0	126	0	0	376	0	0	0	0	0	636	168	0	0	0
Slc24a2	76.705882	0	0	0	188	0	0	0	0	0	0	0	0	735	381	0	0	0	0
Perp	76.705882	0	0	0	163	0	0	0	0	0	0	0	168	620	353	0	0	0	0
Tmem171	76.647059	0	0	0	187	0	0	0	0	0	0	0	0	810	306	0	0	0	0
Cars	76.588235	0	126	0	0	0	0	0	0	0	0	0	0	0	306	496	374	0	0
Tmc7	76.529412	0	0	0	247	0	0	0	0	0	0	0	0	637	417	0	0	0	0
Shld2	76.529412	0	0	0	0	0	0	0	142	0	0	0	105	603	302	149	0	0	0
Glud1	76.529412	0	0	0	0	0	0	0	142	0	0	0	105	603	302	149	0	0	0
Zmat3	76.470588	0	0	0	0	0	0	0	0	0	0	0	0	885	415	0	0	0	0
Gdf1	76.470588	0	0	0	293	0	0	0	0	0	0	0	0	665	342	0	0	0	0
Dact2	76.470588	0	0	0	231	0	0	0	0	0	0	0	115	578	376	0	0	0	0
Cers1	76.470588	0	0	0	293	0	0	0	0	0	0	0	0	665	342	0	0	0	0
Pm20d2	76.411765	0	0	0	161	0	0	0	0	0	0	0	197	642	299	0	0	0	0
Pdpk1	76.411765	0	0	0	0	0	0	0	0	0	0	0	125	881	293	0	0	0	0
Nfat5	76.411765	0	0	0	0	153	0	0	366	0	0	0	0	355	309	116	0	0	0
Galr3	76.411765	0	0	0	215	0	0	0	0	0	0	0	115	669	300	0	0	0	0
Atp2c2	76.411765	0	0	0	153	0	0	0	0	0	0	0	0	785	361	0	0	0	0
Nup62	76.352941	0	0	0	0	0	0	0	138	0	0	0	0	206	186	486	282	0	0
Itgb1bp1	76.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	323	658	317	0	0
Il4i1b	76.352941	0	0	0	0	0	0	0	138	0	0	0	0	206	186	486	282	0	0
Ddx43	76.352941	0	0	0	291	0	0	0	0	0	0	0	135	585	287	0	0	0	0
Cpsf3	76.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	323	658	317	0	0
Atf5	76.352941	0	0	0	0	0	0	0	138	0	0	0	0	206	186	486	282	0	0
Fem1a	76.294118	0	0	0	0	0	0	0	0	0	0	0	0	843	298	156	0	0	0
Nptxr	76.235294	0	0	0	214	0	0	0	0	0	0	0	135	698	249	0	0	0	0
Kifc5b	76.235294	0	0	0	0	0	0	0	201	0	0	0	0	274	477	219	125	0	0
Wdr43	76.176471	0	0	0	0	0	0	0	197	0	0	0	0	179	303	491	125	0	0
Tnfsfm13	76.176471	0	0	0	251	0	0	0	0	0	0	0	0	747	297	0	0	0	0
Tnfsf12	76.176471	0	0	0	251	0	0	0	0	0	0	0	0	747	297	0	0	0	0
Tmem106b	76.176471	0	0	0	0	0	0	0	0	0	0	0	0	497	415	225	158	0	0
