Target_genes	Smad1|Average	SRX1082039|Embryonic_Stem_Cells	SRX1082040|Embryonic_Stem_Cells	SRX2401993|Embryonic_Stem_Cells	SRX2401994|Embryonic_Stem_Cells	SRX2401996|Embryonic_Stem_Cells	SRX2401997|Embryonic_Stem_Cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Elavl1	14.916667	0	0	0	0	0	0	0	179	0	0	0	0	0
A430057M04Rik	14.916667	0	0	0	0	0	0	179	0	0	0	0	0	0
Racgap1	14.833333	0	0	0	0	0	0	0	178	0	0	0	0	0
Ehf	14.833333	0	0	0	0	0	0	178	0	0	0	0	0	0
Cnpy3	14.833333	0	178	0	0	0	0	0	0	0	0	0	0	0
Zmat5	14.750000	0	0	0	0	0	0	0	177	0	0	0	0	0
Zfp958	14.750000	102	75	0	0	0	0	0	0	0	0	0	0	0
Wdr11	14.750000	0	0	0	0	0	0	177	0	0	0	0	0	0
Uqcr10	14.750000	0	0	0	0	0	0	0	177	0	0	0	0	0
Phb2	14.750000	0	0	0	0	0	0	0	177	0	0	0	0	0
Emg1	14.750000	0	0	0	0	0	0	0	177	0	0	0	0	0
Washc2	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Scamp3	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Mt2	14.666667	0	0	0	0	0	0	0	176	0	0	0	0	0
Kctd3	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
F2rl1	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Dyrk3	14.666667	0	0	0	0	0	0	0	176	0	0	0	0	0
Diaph1	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Adprhl2	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Acsl4	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Ube2j2	14.583333	0	0	0	0	0	0	175	0	0	0	0	0	0
Rpl34-ps1	14.583333	0	0	0	0	0	0	0	175	0	0	0	0	0
Rpl34	14.583333	0	0	0	0	0	0	0	175	0	0	0	0	0
Polg2	14.583333	0	0	0	0	0	0	175	0	0	0	0	0	0
Lrrc58	14.583333	0	0	0	0	0	0	0	175	0	0	0	0	0
Clasp1	14.583333	0	0	0	0	0	0	175	0	0	0	0	0	0
Tsfm	14.500000	0	0	0	0	0	0	174	0	0	0	0	0	0
Rplp0	14.500000	0	0	0	0	0	0	0	174	0	0	0	0	0
Psma6	14.500000	0	0	0	0	0	0	174	0	0	0	0	0	0
Bfar	14.500000	0	0	0	0	0	0	174	0	0	0	0	0	0
1700109H08Rik	14.500000	0	0	0	0	0	0	174	0	0	0	0	0	0
Trappc9	14.416667	0	0	0	0	0	0	173	0	0	0	0	0	0
Psmd6	14.416667	0	0	0	0	0	0	173	0	0	0	0	0	0
Kdm3a	14.416667	0	0	0	0	0	0	173	0	0	0	0	0	0
Chmp2a	14.416667	0	0	0	0	0	0	173	0	0	0	0	0	0
Zfp84	14.333333	0	0	0	0	0	0	0	172	0	0	0	0	0
Ticam1	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Slc26a11	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Sgsh	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Pfdn5	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
P2rx7	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Osbpl7	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Ogt	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Nr3c1	14.333333	0	0	0	0	0	0	0	172	0	0	0	0	0
Mtch2	14.333333	0	0	0	0	0	0	0	172	0	0	0	0	0
Mettl25	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Gspt1	14.333333	0	0	0	0	0	0	0	172	0	0	0	0	0
Dnajc18	14.333333	0	0	0	0	0	0	0	172	0	0	0	0	0
Ccdc59	14.333333	0	0	0	0	0	0	172	0	0	0	0	0	0
Adipor2	14.333333	172	0	0	0	0	0	0	0	0	0	0	0	0
Spns1	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Mrpl44	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Lig4	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Gpatch4	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Abhd13	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Nufip2	14.166667	0	0	0	0	0	0	0	170	0	0	0	0	0
Kdm3b	14.166667	0	0	0	0	0	0	170	0	0	0	0	0	0
Fgf15	14.166667	0	0	0	0	0	0	0	170	0	0	0	0	0
Coq8a	14.166667	0	0	0	0	0	0	170	0	0	0	0	0	0
Cds2	14.166667	0	0	0	0	0	0	170	0	0	0	0	0	0
Atg101	14.166667	0	0	0	0	0	0	170	0	0	0	0	0	0
Uap1l1	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Shmt2	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Mrps35	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Lztr1	14.083333	0	0	0	0	0	0	0	169	0	0	0	0	0
Gsk3a	14.083333	0	0	0	0	0	0	0	169	0	0	0	0	0
Tssk6	14.000000	0	0	0	0	0	0	0	0	0	168	0	0	0
Tnrc6b	14.000000	0	0	0	0	0	0	0	168	0	0	0	0	0
Rgs20	14.000000	168	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa10	14.000000	0	0	0	0	0	0	168	0	0	0	0	0	0
Med23	14.000000	0	0	0	0	0	0	168	0	0	0	0	0	0
Lrrc57	14.000000	0	0	0	0	0	0	0	168	0	0	0	0	0
Haus2	14.000000	0	0	0	0	0	0	0	168	0	0	0	0	0
Cdkal1	14.000000	0	0	0	0	0	0	168	0	0	0	0	0	0
Vegfa	13.916667	0	0	0	0	0	0	0	167	0	0	0	0	0
Srsf7	13.916667	0	0	0	0	0	0	0	167	0	0	0	0	0
Sass6	13.916667	0	0	0	0	0	0	167	0	0	0	0	0	0
Nup153	13.916667	0	0	0	0	0	0	0	167	0	0	0	0	0
Gtf2f2	13.916667	0	0	0	0	0	0	167	0	0	0	0	0	0
Dync1h1	13.916667	0	0	0	0	0	0	0	167	0	0	0	0	0
Arhgap35	13.916667	0	0	0	0	0	0	0	167	0	0	0	0	0
Tm9sf2	13.833333	0	0	0	0	0	0	0	166	0	0	0	0	0
Suco	13.833333	0	0	0	0	0	0	0	166	0	0	0	0	0
Pstpip1	13.833333	0	166	0	0	0	0	0	0	0	0	0	0	0
Fam126a	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Dnajc15	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
AI467606	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Zswim7	13.750000	0	0	0	0	0	0	0	165	0	0	0	0	0
Ttc19	13.750000	0	0	0	0	0	0	0	165	0	0	0	0	0
Cox5a	13.750000	0	0	0	0	0	0	165	0	0	0	0	0	0
Ccp110	13.750000	0	0	0	0	0	0	0	165	0	0	0	0	0
Agfg1	13.750000	0	165	0	0	0	0	0	0	0	0	0	0	0
Zfp949	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Ttll9	13.666667	0	164	0	0	0	0	0	0	0	0	0	0	0
Trappc8	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Stau1	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Mbip	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Kifc5b	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Dtd1	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Tmem234	13.583333	0	0	0	0	0	0	163	0	0	0	0	0	0
Eif3i	13.583333	0	0	0	0	0	0	163	0	0	0	0	0	0
Acot3	13.583333	0	0	0	0	0	0	163	0	0	0	0	0	0
Nudcd1	13.500000	0	0	0	0	0	0	0	162	0	0	0	0	0
Nme4	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Mul1	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Golga7	13.500000	0	0	0	0	0	0	0	162	0	0	0	0	0
Eny2	13.500000	0	0	0	0	0	0	0	162	0	0	0	0	0
Cmss1	13.500000	0	0	0	0	0	0	0	162	0	0	0	0	0
Cltrn	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Ubxn1	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Tob1	13.416667	0	0	0	0	0	0	0	161	0	0	0	0	0
Tbl1xr1	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Tbc1d24	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Smim13	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Rrp1	13.416667	0	0	0	0	0	0	70	91	0	0	0	0	0
Optc	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
H2aw	13.416667	0	0	0	0	0	0	0	161	0	0	0	0	0
Gon4l	13.416667	0	0	0	0	0	0	0	161	0	0	0	0	0
Mmp27	13.333333	0	0	0	0	0	0	160	0	0	0	0	0	0
Ubac2	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Ttc4	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Snrpe	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Ranbp2	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Ppp4r1	13.250000	0	0	0	0	0	0	0	159	0	0	0	0	0
Fra10ac1	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Fbxo48	13.250000	0	0	0	0	0	0	82	77	0	0	0	0	0
Ddx46	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Ubr2	13.166667	0	0	0	0	0	0	0	158	0	0	0	0	0
Smurf2	13.166667	0	158	0	0	0	0	0	0	0	0	0	0	0
Rnf123	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
Mrpl2	13.166667	0	0	0	0	0	0	0	158	0	0	0	0	0
Klc4	13.166667	0	0	0	0	0	0	0	158	0	0	0	0	0
Dpy30	13.166667	0	0	0	0	0	0	84	74	0	0	0	0	0
Dis3l2	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
Ccnc	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
Atad2b	13.166667	0	0	0	0	0	0	0	0	0	158	0	0	0
Anxa5	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	13.166667	0	158	0	0	0	0	0	0	0	0	0	0	0
1810062G17Rik	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	13.083333	0	0	0	0	0	0	157	0	0	0	0	0	0
Zfp369	13.000000	0	156	0	0	0	0	0	0	0	0	0	0	0
Tex14	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Polr3g	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Mrpl52	13.000000	0	0	0	0	0	0	0	156	0	0	0	0	0
Mblac2	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
H2ax	13.000000	0	0	0	0	0	0	0	77	0	79	0	0	0
Ddx42	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Cox20	13.000000	0	156	0	0	0	0	0	0	0	0	0	0	0
Clptm1l	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Ccdc47	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Zc3h13	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Tspoap1	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Tomm7	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Ift140	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Haus6	12.916667	0	0	0	0	0	0	0	155	0	0	0	0	0
Ehbp1l1	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Cramp1l	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Coq5	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Cenpu	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Cenpf	12.916667	0	155	0	0	0	0	0	0	0	0	0	0	0
Zwint	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Zswim9	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
Vps29	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
Sord	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Rbm6	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
Rad9b	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
Lig1	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
H2bc11	12.833333	0	0	0	0	0	0	0	93	0	61	0	0	0
H2ac11	12.833333	0	0	0	0	0	0	0	93	0	61	0	0	0
Gtf3c2	12.833333	0	0	0	0	0	0	0	154	0	0	0	0	0
Atr	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
1700065D16Rik	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Trip12	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Smad5	12.750000	0	0	0	0	0	0	153	0	0	0	0	0	0
Sephs1	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Scn1a	12.750000	0	153	0	0	0	0	0	0	0	0	0	0	0
Fech	12.750000	0	0	0	0	0	0	0	0	0	153	0	0	0
Fbxo36	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Dph6	12.750000	0	0	0	0	0	0	0	153	0	0	0	0	0
Zdhhc5	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Tmem167b	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Tchp	12.666667	0	0	0	0	0	0	152	0	0	0	0	0	0
Lman1	12.666667	152	0	0	0	0	0	0	0	0	0	0	0	0
Ephx2	12.666667	0	0	0	0	0	0	152	0	0	0	0	0	0
Cep85	12.666667	0	0	0	0	0	0	0	152	0	0	0	0	0
Twsg1	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
I830077J02Rik	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
Gba	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
Cpsf1	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
C1qbp	12.583333	0	0	0	0	0	0	0	151	0	0	0	0	0
Aaas	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
Zfp513	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Txnrd1	12.500000	0	150	0	0	0	0	0	0	0	0	0	0	0
Percc1	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Parp2	12.500000	0	150	0	0	0	0	0	0	0	0	0	0	0
Nedd4	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Gm13290	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Gm13289	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Gm13288	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Gm13285	12.500000	0	0	0	0	0	0	0	0	0	150	0	0	0
Eif4e2	12.500000	0	0	0	0	0	0	0	150	0	0	0	0	0
Tsen2	12.416667	0	0	0	0	0	0	0	149	0	0	0	0	0
Prdx3	12.416667	0	0	0	0	0	0	149	0	0	0	0	0	0
Plbd2	12.416667	0	0	0	0	0	0	0	149	0	0	0	0	0
Clpx	12.416667	0	0	0	0	0	0	149	0	0	0	0	0	0
Atg4d	12.416667	0	0	0	0	0	0	149	0	0	0	0	0	0
Zfp260	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Tpgs1	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Tex22	12.333333	0	148	0	0	0	0	0	0	0	0	0	0	0
Rnf145	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Ptcd1	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Nup188	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Ndufa12	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Mdh1b	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Hrh4	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Fastkd2	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Dolk	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Dhx35	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Dennd6a	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Cs	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Cpsf4	12.333333	0	0	0	0	0	0	0	148	0	0	0	0	0
Zfp593	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Phyhd1	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Nsfl1c	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Itprid2	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Ercc1	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Dusp12	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Atg7	12.250000	0	0	0	0	0	0	0	147	0	0	0	0	0
Zfp41	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Sfr1	12.166667	0	146	0	0	0	0	0	0	0	0	0	0	0
Sem1	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Selplg	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Preb	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Pde6h	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Mrps18c	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Lsm11	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Lnpep	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Helq	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Edc4	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Dennd6b	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Auh	12.166667	0	146	0	0	0	0	0	0	0	0	0	0	0
Arid1a	12.166667	0	0	0	0	0	0	0	146	0	0	0	0	0
Adam5	12.166667	0	146	0	0	0	0	0	0	0	0	0	0	0
Zcchc4	12.083333	0	0	0	0	0	0	145	0	0	0	0	0	0
Slc39a10	12.083333	0	145	0	0	0	0	0	0	0	0	0	0	0
Pcbp2	12.083333	0	0	0	0	0	0	145	0	0	0	0	0	0
Nudt13	12.083333	0	0	0	0	0	0	0	145	0	0	0	0	0
Cox7a2	12.083333	0	0	0	0	0	0	145	0	0	0	0	0	0
Acot7	12.083333	0	145	0	0	0	0	0	0	0	0	0	0	0
Ythdf3	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Tbc1d22a	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Rbl2	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Nagpa	12.000000	0	0	0	0	0	0	0	144	0	0	0	0	0
Kcnj10	12.000000	0	144	0	0	0	0	0	0	0	0	0	0	0
Ctc1	12.000000	0	0	0	0	0	0	0	144	0	0	0	0	0
Sucla2	11.916667	0	0	0	0	0	0	0	143	0	0	0	0	0
Rnaset2b	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Pomt1	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Napg	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Maco1	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Aptx	11.916667	0	0	0	0	0	0	0	143	0	0	0	0	0
Adora3	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Zfp148	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Ube2f	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Osm	11.833333	0	0	0	0	0	0	142	0	0	0	0	0	0
Lactb2	11.833333	0	0	0	0	0	0	142	0	0	0	0	0	0
Dnajc6	11.833333	0	142	0	0	0	0	0	0	0	0	0	0	0
Defb1	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1b	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
D8Ertd738e	11.833333	0	0	0	0	0	0	142	0	0	0	0	0	0
Ap4b1	11.833333	0	0	0	0	0	0	0	142	0	0	0	0	0
Tmem230	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Snx22	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Slc6a9	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Ppp1r10	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Nsmce1	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Nampt	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Kdm1a	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Gpatch1	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Golga4	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Ddx50	11.750000	0	0	0	0	0	0	0	141	0	0	0	0	0
Cenps	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Ank2	11.750000	0	0	0	0	0	0	141	0	0	0	0	0	0
Tom1l1	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Nup93	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Msh4	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Ift52	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Gosr2	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Ddx5	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Cep95	11.666667	0	0	0	0	0	0	0	140	0	0	0	0	0
Amfr	11.666667	0	0	0	0	0	0	140	0	0	0	0	0	0
Zfp786	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Rpl23	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Rbm45	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Ptpa	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Psen1	11.583333	0	0	0	0	0	0	139	0	0	0	0	0	0
Gm13283	11.583333	0	0	0	0	0	0	0	0	0	139	0	0	0
Crat	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Ccdc142	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Akap10	11.583333	0	0	0	0	0	0	0	139	0	0	0	0	0
Zfp652	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
Tmem229b	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
Gps2	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Bud13	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
Borcs5	11.500000	0	0	0	0	0	0	0	138	0	0	0	0	0
Bnip1	11.500000	0	0	0	0	0	0	138	0	0	0	0	0	0
Wdr76	11.416667	0	0	0	0	0	0	0	137	0	0	0	0	0
Mfap1a	11.416667	0	0	0	0	0	0	0	137	0	0	0	0	0
Klhdc4	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0
Cdk7	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0
Asah1	11.416667	0	0	0	0	0	0	137	0	0	0	0	0	0
Tomm20	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Scpep1	11.333333	0	0	0	0	0	0	0	136	0	0	0	0	0
Rusc1	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Ppih	11.333333	0	0	0	0	0	0	0	136	0	0	0	0	0
Plekhg3	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Gpd2	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Actr3	11.333333	0	0	0	0	0	0	136	0	0	0	0	0	0
Tex261	11.250000	0	0	0	0	0	0	0	135	0	0	0	0	0
Sac3d1	11.250000	0	0	0	0	0	0	0	135	0	0	0	0	0
Rragc	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Mthfd1	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Impact	11.250000	0	135	0	0	0	0	0	0	0	0	0	0	0
Gm12500	11.250000	0	0	0	0	0	0	0	135	0	0	0	0	0
Dhx8	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Cstf3	11.250000	0	0	0	0	0	0	0	135	0	0	0	0	0
Arhgef18	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Ampd2	11.250000	0	0	0	0	0	0	0	135	0	0	0	0	0
Als2	11.250000	0	0	0	0	0	0	135	0	0	0	0	0	0
Zrsr1	11.166667	0	134	0	0	0	0	0	0	0	0	0	0	0
Tsg101	11.166667	0	0	0	0	0	0	0	134	0	0	0	0	0
Stx8	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Smu1	11.166667	0	0	0	0	0	0	0	134	0	0	0	0	0
Slx4ip	11.166667	0	0	0	0	0	0	0	134	0	0	0	0	0
Mkks	11.166667	0	0	0	0	0	0	0	134	0	0	0	0	0
Ino80c	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Dgat1	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Cfap52	11.166667	0	0	0	0	0	0	134	0	0	0	0	0	0
Snapc1	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Ranbp9	11.083333	0	0	0	0	0	0	0	133	0	0	0	0	0
Polq	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Otud4	11.083333	0	0	0	0	0	0	0	133	0	0	0	0	0
Ndufv1	11.083333	0	0	0	0	0	0	0	133	0	0	0	0	0
Mrnip	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Lrriq3	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Klhl24	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Frg1	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Fpgt	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Fam193b	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Cast	11.083333	0	0	0	0	0	0	133	0	0	0	0	0	0
Zfp560	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Zfp472	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Timm50	11.000000	0	0	0	0	0	0	0	132	0	0	0	0	0
Psmg3	11.000000	0	0	0	0	0	0	0	132	0	0	0	0	0
Mrps21	11.000000	0	0	0	0	0	0	0	132	0	0	0	0	0
Mei4	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Hvcn1	11.000000	0	132	0	0	0	0	0	0	0	0	0	0	0
Cep104	11.000000	0	0	0	0	0	0	132	0	0	0	0	0	0
Mettl3	10.916667	0	0	0	0	0	0	0	131	0	0	0	0	0
Golga3	10.916667	0	0	0	0	0	0	0	131	0	0	0	0	0
Fbxw7	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
Def6	10.916667	0	0	0	0	0	0	131	0	0	0	0	0	0
Tsnax	10.833333	0	130	0	0	0	0	0	0	0	0	0	0	0
Synj1	10.833333	0	0	0	0	0	0	0	0	0	130	0	0	0
Stx16	10.833333	0	0	0	0	0	0	130	0	0	0	0	0	0
Smarca4	10.833333	0	0	0	0	0	0	130	0	0	0	0	0	0
Rhd	10.833333	0	0	0	0	0	0	130	0	0	0	0	0	0
Rab14	10.833333	130	0	0	0	0	0	0	0	0	0	0	0	0
Necab1	10.833333	0	130	0	0	0	0	0	0	0	0	0	0	0
Got2	10.833333	0	130	0	0	0	0	0	0	0	0	0	0	0
Trp53rkb	10.750000	0	0	0	0	0	0	0	129	0	0	0	0	0
