Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Pcx	124.708333	0	0	0	0	828	529	203	0	0	0	0	0	1123	0	0	0	0	0	0	202	0	108	0	0	0
Fnip1	124.458333	0	0	0	0	821	797	122	0	0	0	0	0	998	0	125	0	0	0	0	124	0	0	0	0	0
Hdac4	124.416667	0	0	0	0	700	720	0	0	0	0	0	0	1256	0	0	0	0	0	0	0	75	138	0	97	0
Calm2	124.375000	0	0	0	0	465	884	0	0	0	0	101	0	150	0	335	0	0	119	0	0	210	286	146	289	0
Dapk3	124.333333	0	0	0	0	191	159	160	0	0	0	0	0	116	0	341	273	0	134	0	162	301	433	179	535	0
Tob1	124.291667	0	0	0	0	345	484	122	0	0	0	140	0	414	0	210	167	0	178	0	122	278	320	0	203	0
Nanog	123.916667	0	0	0	0	252	1527	0	140	244	0	587	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Ctif	123.750000	0	0	0	0	788	887	117	0	0	0	0	0	1061	0	0	0	0	0	0	117	0	0	0	0	0
Mknk2	123.416667	0	0	0	0	331	341	334	0	0	0	0	0	144	0	283	194	0	267	0	335	244	211	169	109	0
Gm3435	123.375000	0	0	0	0	577	628	447	0	93	0	291	0	291	0	223	0	0	0	0	411	0	0	0	0	0
Tob2	122.541667	0	0	0	0	520	512	118	0	130	0	317	0	258	0	210	187	0	157	0	117	72	131	84	128	0
Pitx1	122.375000	0	0	0	0	696	837	0	0	0	0	118	0	1286	0	0	0	0	0	0	0	0	0	0	0	0
Rbm15b	122.083333	0	0	0	0	611	691	158	0	0	0	0	0	899	0	202	0	0	211	0	158	0	0	0	0	0
Txnip	122.041667	0	0	0	0	321	526	512	0	93	0	201	0	0	0	269	0	0	192	0	510	135	170	0	0	0
Setd2	121.875000	0	0	0	0	699	836	246	0	0	0	0	0	822	0	0	0	0	0	0	246	0	76	0	0	0
Vamp4	121.791667	0	0	0	0	574	780	197	0	0	0	317	0	748	0	110	0	0	0	0	197	0	0	0	0	0
Id1	121.708333	0	0	0	0	158	726	328	0	187	0	168	0	218	0	343	114	0	0	0	329	80	127	0	143	0
Ak1	121.708333	0	0	0	0	785	548	262	0	91	0	105	0	868	0	0	0	0	0	0	262	0	0	0	0	0
Ffar4	121.333333	0	0	0	0	976	865	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a4	121.208333	0	0	0	0	309	384	163	0	0	0	102	0	216	0	341	195	0	218	0	163	194	286	164	174	0
Acaa2	121.166667	0	0	0	0	891	897	0	0	0	0	97	0	781	0	141	0	0	0	0	0	0	101	0	0	0
Rorc	120.958333	0	0	0	0	1066	1116	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1b	120.916667	0	0	0	0	547	561	504	0	153	0	170	0	180	0	122	0	0	178	0	487	0	0	0	0	0
Stk38	120.875000	0	0	0	0	791	776	137	0	170	0	347	0	547	0	0	0	0	0	0	133	0	0	0	0	0
Amdhd2	120.875000	0	0	0	0	324	339	312	0	0	0	0	0	159	0	233	95	0	172	0	327	256	274	162	248	0
Errfi1	120.791667	0	0	0	0	309	301	294	0	0	0	0	0	155	0	556	255	0	217	0	295	171	195	0	151	0
Ermard	120.791667	0	0	0	0	551	559	557	0	97	0	198	0	241	0	231	0	0	0	0	465	0	0	0	0	0
Magi2	120.666667	0	0	0	0	681	801	104	0	0	0	0	0	1203	0	0	0	0	0	0	107	0	0	0	0	0
1700019D03Rik	120.583333	0	0	0	0	441	1059	0	184	317	0	186	179	528	0	0	0	0	0	0	0	0	0	0	0	0
Luzp1	120.541667	0	0	0	0	630	869	94	0	90	0	0	0	565	0	339	80	0	131	0	95	0	0	0	0	0
Amd2	120.208333	0	0	0	0	300	323	165	0	0	0	0	0	297	0	325	116	0	123	0	151	274	240	237	334	0
Amd1	120.208333	0	0	0	0	300	323	165	0	0	0	0	0	297	0	325	116	0	123	0	151	274	240	237	334	0
Elk1	120.083333	0	0	0	0	592	726	0	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	138	0
Pafah1b1	119.833333	0	0	0	0	450	556	122	0	0	0	0	0	847	0	191	163	0	154	0	121	0	171	0	101	0
Wwc2	119.791667	0	0	0	0	699	889	133	0	127	0	163	0	469	0	151	0	0	0	0	135	0	109	0	0	0
Actr3b	119.583333	0	0	0	0	724	802	127	0	0	0	0	0	1091	0	0	0	0	0	0	126	0	0	0	0	0
Arf1	119.458333	0	0	0	0	696	493	209	0	90	0	0	0	902	0	133	0	0	0	0	210	0	134	0	0	0
Tut7	119.416667	0	0	0	0	662	911	184	0	0	0	0	0	704	0	0	0	0	115	0	184	0	106	0	0	0
Ncdn	119.333333	0	0	0	0	838	787	111	0	0	0	0	0	918	0	99	0	0	0	0	111	0	0	0	0	0
AU040320	119.333333	0	0	0	0	838	787	111	0	0	0	0	0	918	0	99	0	0	0	0	111	0	0	0	0	0
Pofut2	119.291667	0	0	0	0	340	340	418	0	121	0	108	0	202	0	256	231	0	171	0	417	129	130	0	0	0
H3c15	119.291667	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	188	139	203	0	211	0
H3c14	119.291667	0	0	0	0	291	459	203	0	0	0	144	0	260	0	321	302	0	142	0	188	139	203	0	211	0
Tet1	119.250000	0	0	0	0	1024	845	113	0	0	0	0	0	771	0	0	0	0	0	0	109	0	0	0	0	0
H4c3	119.166667	0	0	0	0	247	267	257	0	89	0	121	0	115	0	205	178	0	141	0	253	269	350	121	247	0
Add1	119.083333	0	0	0	0	390	527	497	0	0	0	128	0	196	0	156	72	0	0	0	501	83	164	0	144	0
Mphosph9	119.041667	0	0	0	0	231	261	238	0	0	0	0	0	185	0	604	146	0	278	0	241	154	291	0	228	0
2810006K23Rik	119.041667	0	0	0	0	231	261	238	0	0	0	0	0	185	0	604	146	0	278	0	241	154	291	0	228	0
Pygo2	118.875000	0	0	0	0	321	569	278	0	128	0	123	0	200	0	124	89	0	104	0	275	169	318	0	155	0
Phf20l1	118.833333	0	0	0	0	558	900	288	0	0	0	0	0	736	0	83	0	0	0	0	287	0	0	0	0	0
Polr3d	118.750000	0	0	0	0	365	599	170	0	0	0	0	0	772	0	312	0	0	115	0	167	0	167	0	183	0
Rcl1	118.708333	0	0	0	0	427	584	160	0	110	0	0	0	418	0	358	0	0	169	0	158	96	220	0	149	0
Hsp90aa1	118.583333	0	0	0	0	249	326	283	0	0	0	112	0	155	0	178	218	0	265	0	285	212	245	113	205	0
H2ac18	118.083333	0	0	0	0	291	459	203	0	0	0	115	0	260	0	321	302	0	142	0	188	139	203	0	211	0
Akip1	118.083333	0	0	0	0	814	769	166	0	85	0	139	0	695	0	0	0	0	0	0	166	0	0	0	0	0
H2ax	117.750000	0	0	0	0	188	170	159	0	0	0	131	0	0	0	439	233	0	184	0	155	355	334	154	324	0
Polr3gl	117.458333	0	0	0	0	865	782	132	0	0	0	0	0	907	0	0	0	0	0	0	133	0	0	0	0	0
Hpse	117.291667	0	0	0	0	908	858	0	0	0	0	0	0	1049	0	0	0	0	0	0	0	0	0	0	0	0
Copg1	117.125000	0	0	0	0	516	599	464	0	0	0	0	0	456	0	153	0	0	0	0	462	0	95	0	66	0
Por	116.833333	0	0	0	0	198	215	528	0	0	0	94	0	121	0	274	0	0	162	0	528	161	231	100	192	0
Dusp5	116.750000	0	0	0	0	603	603	159	0	0	0	0	0	579	0	136	0	0	0	0	159	132	175	87	169	0
Cdh10	116.750000	0	0	0	0	994	976	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0
Fam181b	116.458333	0	0	0	0	900	815	212	0	0	0	0	0	656	0	0	0	0	0	0	212	0	0	0	0	0
Mapkapk2	116.291667	0	0	0	0	542	683	170	0	0	0	0	0	755	0	91	0	0	120	0	171	133	126	0	0	0
Pls3	116.083333	0	0	0	0	657	643	183	0	0	0	0	0	866	0	117	0	0	0	0	183	0	137	0	0	0
G2e3	116.041667	0	0	0	0	229	1287	358	0	0	0	246	0	224	0	88	0	0	0	0	353	0	0	0	0	0
Seh1l	115.625000	0	0	0	0	412	827	310	0	111	0	167	0	237	0	202	0	0	0	0	309	74	126	0	0	0
Csrnp2	115.541667	0	0	0	0	222	299	179	0	0	0	0	0	128	0	499	443	0	283	0	178	140	178	92	132	0
Plec	115.125000	0	0	0	0	443	470	340	0	0	0	0	0	296	0	155	0	0	111	0	339	155	254	0	200	0
Smurf2	114.916667	0	0	0	0	362	932	135	0	0	0	0	0	231	0	216	0	0	148	0	135	97	159	99	244	0
Iqsec3	114.916667	0	0	0	0	568	829	134	0	69	0	145	0	878	0	0	0	0	0	0	135	0	0	0	0	0
Zbtb37	114.875000	0	0	0	0	375	426	274	0	0	0	0	0	369	0	229	0	0	128	0	272	172	180	120	212	0
Dhx32	114.333333	0	0	0	0	520	1202	104	0	150	0	263	0	404	0	0	0	0	0	0	101	0	0	0	0	0
Nfix	114.083333	0	0	0	0	874	900	0	0	0	0	94	0	870	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4c	114.000000	0	0	0	0	400	575	241	0	0	0	118	0	543	0	132	0	0	0	0	241	150	153	0	183	0
C2cd2	113.958333	0	0	0	0	651	738	185	0	0	0	0	0	978	0	0	0	0	0	0	183	0	0	0	0	0
Kdm6b	113.833333	0	0	0	0	891	970	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	0	0	0
Phactr4	113.750000	0	0	0	0	527	641	184	0	0	0	0	0	1065	0	127	0	0	0	0	186	0	0	0	0	0
Il17rd	113.750000	0	0	0	0	477	1245	136	0	225	0	215	0	293	0	0	0	0	0	0	139	0	0	0	0	0
Grid1	113.416667	0	0	0	0	745	680	126	0	0	0	0	0	1044	0	0	0	0	0	0	127	0	0	0	0	0
Gadd45a	113.333333	0	0	0	0	519	417	289	0	0	0	0	0	422	0	149	167	0	208	0	290	0	142	0	117	0
Hnrnpa3	113.291667	0	0	0	0	556	611	176	0	0	0	0	0	1198	0	0	0	0	0	0	178	0	0	0	0	0
Ap5z1	113.125000	0	0	0	0	645	721	174	0	0	0	0	0	916	0	82	0	0	0	0	177	0	0	0	0	0
Oaf	112.916667	0	0	0	0	955	969	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0
Sec22a	112.583333	0	0	0	0	603	625	240	0	0	0	0	0	866	0	126	0	0	0	0	242	0	0	0	0	0
Gdi2	112.541667	0	0	0	0	1007	741	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0
Myadm	112.333333	0	0	0	0	739	779	176	0	0	0	0	0	828	0	0	0	0	0	0	174	0	0	0	0	0
Chd9	112.333333	0	0	0	0	266	1146	131	129	281	0	224	152	237	0	0	0	0	0	0	130	0	0	0	0	0
Eef1akmt2	112.166667	0	0	0	0	514	364	252	0	0	0	0	0	958	0	152	0	0	103	0	252	0	97	0	0	0
Dgkh	111.916667	0	0	0	0	470	849	177	0	0	0	128	0	454	0	128	0	0	110	0	175	0	83	0	112	0
Dynll2	111.833333	0	0	0	0	544	966	0	0	0	0	0	0	559	0	230	0	0	119	0	0	92	174	0	0	0
Gpx1	111.791667	0	0	0	0	231	431	309	0	169	0	378	0	252	0	127	0	0	0	0	312	148	158	0	168	0
Glul	111.750000	0	0	0	0	157	334	107	0	0	0	94	0	156	0	310	302	0	148	0	107	243	295	178	251	0
Macroh2a2	111.708333	0	0	0	0	839	730	0	0	0	0	0	0	1112	0	0	0	0	0	0	0	0	0	0	0	0
Eps15	111.666667	0	0	0	0	702	747	196	0	0	0	279	0	561	0	0	0	0	0	0	195	0	0	0	0	0
Txn1	111.583333	0	0	0	0	472	607	191	0	0	0	0	0	616	0	201	0	0	0	0	191	129	164	0	107	0
Fbxl3	111.541667	0	0	0	0	307	1051	218	0	204	0	281	0	271	0	0	0	0	0	0	218	0	127	0	0	0
Ggct	111.458333	0	0	0	0	677	700	128	0	0	0	0	0	1045	0	0	0	0	0	0	125	0	0	0	0	0
Pnp	111.291667	0	0	0	0	257	579	126	0	0	0	0	0	210	0	337	242	0	212	0	112	136	211	0	249	0
Gdf6	111.250000	0	0	0	0	912	923	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0
Jag2	111.166667	0	0	0	0	805	856	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2c	111.041667	0	0	0	0	553	859	237	0	150	0	378	0	251	0	0	0	0	0	0	237	0	0	0	0	0
Dgat1	111.041667	0	0	0	0	321	532	479	0	0	0	166	0	144	0	249	0	0	294	0	480	0	0	0	0	0
Foxp4	110.875000	0	0	0	0	953	862	0	0	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd17	110.791667	0	0	0	0	644	607	118	0	0	0	0	0	987	0	113	73	0	0	0	117	0	0	0	0	0
Cdh22	110.750000	0	0	0	0	631	764	81	0	0	0	0	0	1101	0	0	0	0	0	0	81	0	0	0	0	0
Tafa4	110.708333	0	0	0	0	903	894	0	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0	0	0
Prkg1	110.666667	0	0	0	0	861	889	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0
Senp7	110.625000	0	0	0	0	1132	712	0	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0
Dap3	110.625000	0	0	0	0	732	593	80	0	0	0	0	0	907	0	0	0	0	0	0	80	103	88	0	72	0
Zfp341	110.583333	0	0	0	0	441	918	148	0	0	0	0	0	405	0	0	101	0	83	0	147	98	151	0	162	0
Fam20b	110.500000	0	0	0	0	727	665	183	0	77	0	201	0	616	0	0	0	0	0	0	183	0	0	0	0	0
Tmem154	110.333333	0	0	0	0	411	1905	0	0	0	0	182	0	150	0	0	0	0	0	0	0	0	0	0	0	0
Rif1	110.291667	0	0	0	0	411	1062	0	128	173	95	204	259	315	0	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	110.166667	0	0	0	0	455	1482	214	0	0	0	113	0	166	0	0	0	0	0	0	214	0	0	0	0	0
Gm2237	109.916667	0	0	0	0	632	1043	0	0	0	0	139	0	744	0	80	0	0	0	0	0	0	0	0	0	0
Ralb	109.791667	0	0	0	0	503	603	268	0	0	0	0	0	806	0	92	0	0	0	0	267	96	0	0	0	0
Snx33	109.708333	0	0	0	0	871	731	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	0
Faap100	109.625000	0	0	0	0	397	314	352	0	180	0	216	0	227	0	143	0	0	79	0	352	113	86	0	172	0
Sec61a1	109.458333	0	0	0	0	462	554	337	0	0	0	75	0	434	0	99	0	0	0	0	339	0	174	0	153	0
Cdkn2aip	109.458333	0	0	0	0	541	1079	222	0	0	0	74	0	239	0	163	0	0	0	0	222	0	87	0	0	0
Cdk5r2	109.333333	0	0	0	0	926	855	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0
Rab33b	109.291667	0	0	0	0	583	637	141	0	0	0	115	0	506	0	110	0	0	119	0	142	0	146	0	124	0
Eif5a2	109.291667	0	0	0	0	512	810	275	0	0	0	0	0	751	0	0	0	0	0	0	275	0	0	0	0	0
Ccdc107	109.166667	0	0	0	0	607	594	290	0	0	0	127	0	333	0	219	0	0	0	0	289	0	161	0	0	0
Mfn1	109.125000	0	0	0	0	545	512	196	0	0	0	0	0	1172	0	0	0	0	0	0	194	0	0	0	0	0
Mrpl12	109.083333	0	0	0	0	250	380	243	0	0	0	198	0	173	0	160	96	0	0	0	241	187	272	148	270	0
Homer3	109.041667	0	0	0	0	542	948	248	0	104	0	136	0	320	0	0	0	0	70	0	249	0	0	0	0	0
Rnf10	108.958333	0	0	0	0	205	462	171	0	106	0	0	0	90	0	324	179	0	213	0	171	143	199	108	244	0
Zfp712	108.458333	0	0	0	0	672	614	165	0	0	0	0	0	830	0	0	0	0	0	0	162	0	77	0	83	0
Pdpr	108.416667	0	0	0	0	450	1077	274	0	172	0	114	0	197	0	0	0	0	0	0	318	0	0	0	0	0
Psmd3	108.375000	0	0	0	0	391	406	294	0	123	0	178	0	383	0	165	144	0	0	0	295	0	129	0	93	0
Man2c1	108.375000	0	0	0	0	613	602	107	0	0	0	0	0	788	0	143	0	0	0	0	107	97	144	0	0	0
Notch2	108.250000	0	0	0	0	386	785	118	0	0	0	142	0	277	0	198	125	0	167	0	118	116	103	0	63	0
Arg2	108.250000	0	0	0	0	968	968	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0
Lats2	108.125000	0	0	0	0	653	740	0	0	0	0	111	0	891	0	98	0	0	0	0	0	0	102	0	0	0
Sdc4	108.000000	0	0	0	0	290	298	170	0	0	0	150	0	198	0	238	0	0	367	0	171	199	265	0	246	0
Upp1	107.958333	0	0	0	0	115	717	185	282	274	0	299	276	261	0	0	0	0	0	0	182	0	0	0	0	0
Mob4	107.833333	0	0	0	0	370	842	203	0	194	0	199	0	272	0	113	0	0	0	0	202	0	94	0	99	0
Tex14	107.750000	0	0	0	0	271	227	119	297	328	0	146	0	115	0	416	341	0	208	0	118	0	0	0	0	0
Tnrc6b	107.625000	0	0	0	0	380	449	222	0	0	0	0	0	512	0	282	117	0	195	0	222	0	95	0	109	0
Prdx1	107.625000	0	0	0	0	218	237	374	0	81	0	0	0	163	0	357	209	0	0	0	366	189	238	0	151	0
Fev	107.625000	0	0	0	0	884	856	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0
Greb1	107.583333	0	0	0	0	1010	906	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf1a	107.500000	0	0	0	0	1042	999	0	0	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl17	107.458333	0	0	0	0	663	592	290	0	0	0	0	0	586	0	159	0	0	0	0	289	0	0	0	0	0
Irgm1	107.375000	0	0	0	0	207	1956	0	0	83	121	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bsg	107.375000	0	0	0	0	244	220	346	0	93	0	86	0	90	0	314	164	0	180	0	343	165	191	0	141	0
Znrf1	107.250000	0	0	0	0	552	1132	0	0	0	0	249	0	451	0	103	0	0	0	0	0	87	0	0	0	0
H2ac19	107.250000	0	0	0	0	291	459	203	0	0	0	115	0	0	0	321	302	0	142	0	188	139	203	0	211	0
Galnt10	107.208333	0	0	0	0	515	319	199	0	0	0	0	0	438	0	308	164	0	167	0	196	0	136	0	131	0
Ebf1	107.166667	0	0	0	0	823	766	165	0	0	0	0	0	654	0	0	0	0	0	0	164	0	0	0	0	0
Gfra2	106.958333	0	0	0	0	825	894	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0
Oasl1	106.791667	0	0	0	0	0	0	0	316	222	195	0	0	0	232	196	382	418	282	320	0	0	0	0	0	0
Epb41	106.458333	0	0	0	0	594	763	267	0	0	0	0	0	667	0	0	0	0	0	0	264	0	0	0	0	0
H4c18	106.333333	0	0	0	0	138	198	223	0	186	0	137	0	138	0	380	193	0	239	0	184	103	249	0	184	0
Sp6	106.208333	0	0	0	0	919	736	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	0
Sfi1	106.166667	0	0	0	0	582	699	0	119	271	0	400	0	477	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2a	106.166667	0	0	0	0	560	1111	102	0	0	0	110	0	290	0	0	81	0	0	0	102	0	104	0	88	0
Nfat5	106.000000	0	0	0	0	411	619	227	0	116	0	207	0	222	0	93	76	0	0	0	228	114	104	0	127	0
Calr	106.000000	0	0	0	0	238	314	282	0	0	0	0	0	113	0	320	133	0	0	0	283	226	298	92	245	0
Ccn2	105.625000	0	0	0	0	263	1178	162	0	239	0	117	0	308	0	0	0	0	0	0	162	0	106	0	0	0
Stag1	105.541667	0	0	0	0	658	659	282	0	0	0	0	0	557	0	0	0	0	0	0	282	0	95	0	0	0
4931428F04Rik	105.500000	0	0	0	0	369	249	302	0	0	0	0	0	1313	0	0	0	0	0	0	299	0	0	0	0	0
Gtf2b	105.458333	0	0	0	0	301	505	233	0	0	0	105	0	214	0	222	164	0	110	0	232	166	145	0	134	0
Ldb1	105.416667	0	0	0	0	794	779	0	0	162	0	82	0	713	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp5	105.416667	0	0	0	0	569	610	231	0	0	0	0	0	757	0	127	0	0	0	0	236	0	0	0	0	0
Prickle2	105.250000	0	0	0	0	629	735	176	0	0	0	0	0	810	0	0	0	0	0	0	176	0	0	0	0	0
Ncbp3	105.166667	0	0	0	0	520	924	209	0	0	0	0	0	191	0	167	139	0	0	0	206	79	89	0	0	0
Pax9	105.125000	0	0	0	0	664	753	0	0	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0
Eomes	105.083333	0	0	0	0	858	756	0	0	0	0	0	0	908	0	0	0	0	0	0	0	0	0	0	0	0
Plk2	105.000000	0	0	0	0	81	159	148	0	0	0	0	0	0	0	455	142	0	314	0	149	269	310	129	364	0
Zfp819	104.875000	0	0	0	0	211	1163	101	213	355	0	0	0	375	0	0	0	0	0	0	99	0	0	0	0	0
Slc30a5	104.833333	0	0	0	0	551	524	353	0	0	0	0	0	658	0	0	0	0	0	0	353	0	77	0	0	0
Sec24c	104.791667	0	0	0	0	696	612	200	0	0	0	0	0	799	0	0	0	0	0	0	208	0	0	0	0	0
Klhl36	104.208333	0	0	0	0	504	511	321	0	106	0	107	0	631	0	0	0	0	0	0	321	0	0	0	0	0
Rgl2	104.166667	0	0	0	0	532	497	322	0	0	0	111	0	461	0	90	0	0	0	0	323	0	74	0	90	0
Plppr2	104.166667	0	0	0	0	793	819	264	0	0	0	0	0	358	0	0	0	0	0	0	266	0	0	0	0	0
Asah1	103.958333	0	0	0	0	387	357	404	0	0	0	0	0	158	0	242	103	0	113	0	409	90	126	0	106	0
Kat6a	103.750000	0	0	0	0	555	1050	0	0	0	0	134	0	442	0	191	0	0	118	0	0	0	0	0	0	0
Smc6	103.708333	0	0	0	0	234	660	325	0	0	0	125	0	175	0	150	156	0	160	0	328	0	176	0	0	0
Gen1	103.708333	0	0	0	0	234	660	325	0	0	0	125	0	175	0	150	156	0	160	0	328	0	176	0	0	0
Mkx	103.666667	0	0	0	0	572	1408	0	0	109	0	155	0	244	0	0	0	0	0	0	0	0	0	0	0	0
Kcnt2	103.500000	0	0	0	0	705	669	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnph1	103.375000	0	0	0	0	154	359	236	0	0	0	94	0	177	0	230	113	0	148	0	236	294	244	0	196	0
Tmem254c	103.250000	0	0	0	0	753	473	192	0	0	0	0	0	660	0	0	0	0	0	0	170	0	147	0	83	0
Tmem254b	103.250000	0	0	0	0	753	473	192	0	0	0	0	0	660	0	0	0	0	0	0	170	0	147	0	83	0
Tmem254a	103.250000	0	0	0	0	753	473	192	0	0	0	0	0	660	0	0	0	0	0	0	170	0	147	0	83	0
Eif4g1	103.250000	0	0	0	0	450	634	357	0	80	0	0	0	596	0	0	0	0	0	0	361	0	0	0	0	0
Eif3a	103.166667	0	0	0	0	408	502	224	0	0	0	0	0	558	0	123	96	0	0	0	227	68	167	0	103	0
Pipox	103.083333	0	0	0	0	247	739	326	0	205	0	361	0	270	0	0	0	0	0	0	326	0	0	0	0	0
Pkp1	103.041667	0	0	0	0	835	748	0	0	0	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0
Sptan1	103.000000	0	0	0	0	348	434	277	0	0	0	0	0	180	0	147	206	0	169	0	279	185	247	0	0	0
Klhdc1	102.875000	0	0	0	0	502	737	0	0	0	0	0	0	634	0	122	0	0	78	0	0	90	138	0	168	0
Slc25a23	102.833333	0	0	0	0	830	709	0	0	0	0	0	0	929	0	0	0	0	0	0	0	0	0	0	0	0
Mphosph6	102.833333	0	0	0	0	421	398	226	0	0	0	70	0	749	0	147	0	0	0	0	227	0	104	0	126	0
Cacnb4	102.833333	0	0	0	0	681	963	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0
Mettl1	102.708333	0	0	0	0	666	582	179	0	0	0	0	0	857	0	0	0	0	0	0	181	0	0	0	0	0
Eef1akmt3	102.708333	0	0	0	0	666	582	179	0	0	0	0	0	857	0	0	0	0	0	0	181	0	0	0	0	0
Jpt1	102.500000	0	0	0	0	84	172	144	0	0	0	0	0	96	0	518	136	0	171	0	146	263	286	165	279	0
Ctsd	102.500000	0	0	0	0	566	362	251	0	0	0	0	0	856	0	0	0	0	0	0	252	80	0	0	93	0
Lrp1	102.333333	0	0	0	0	753	680	0	0	0	0	0	0	829	0	96	0	0	0	0	0	0	98	0	0	0
Smarca5	102.291667	0	0	0	0	550	644	122	0	170	0	198	0	358	0	113	0	0	0	0	140	75	85	0	0	0
Prdm6	102.291667	0	0	0	0	736	801	0	0	0	0	0	0	918	0	0	0	0	0	0	0	0	0	0	0	0
Gfpt1	102.041667	0	0	0	0	466	564	120	0	0	0	0	0	643	0	138	103	0	0	0	120	77	138	0	80	0
Ier5	102.000000	0	0	0	0	108	162	266	0	100	0	114	0	0	0	367	152	0	195	0	264	99	214	167	240	0
Dmrt3	102.000000	0	0	0	0	764	873	0	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0
Ywhae	101.750000	0	0	0	0	434	1127	192	0	112	0	88	0	297	0	0	0	0	0	0	192	0	0	0	0	0
Zfp708	101.666667	0	0	0	0	484	782	0	0	0	0	0	0	945	0	0	0	0	0	0	0	0	107	0	122	0
Rsrp1	101.666667	0	0	0	0	120	334	172	0	0	0	72	0	135	0	370	401	0	234	0	172	99	188	0	143	0
Cdk4	101.625000	0	0	0	0	379	507	430	0	0	0	147	0	546	0	0	0	0	0	0	430	0	0	0	0	0
Slc39a14	101.541667	0	0	0	0	544	685	0	0	0	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0
Lpar2	101.416667	0	0	0	0	836	930	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	90	0	0	0
Sirpa	101.375000	0	0	0	0	552	782	97	0	0	0	0	0	905	0	0	0	0	0	0	97	0	0	0	0	0
Dcaf10	101.291667	0	0	0	0	345	848	276	0	0	0	113	0	201	0	141	109	0	128	0	270	0	0	0	0	0
Patl1	101.250000	0	0	0	0	669	618	0	0	0	0	86	0	1057	0	0	0	0	0	0	0	0	0	0	0	0
Fut8	101.166667	0	0	0	0	525	638	204	0	0	0	0	0	753	0	0	0	0	0	0	205	0	103	0	0	0
Cuta	101.125000	0	0	0	0	522	501	338	0	0	0	0	0	727	0	0	0	0	0	0	339	0	0	0	0	0
Trp53bp2	100.666667	0	0	0	0	389	559	225	0	82	0	0	0	485	0	132	0	0	146	0	224	90	0	0	84	0
Atg5	100.583333	0	0	0	0	522	664	189	0	0	0	0	0	552	0	120	75	0	0	0	193	0	99	0	0	0
Ttc7	100.541667	0	0	0	0	373	348	222	0	129	0	177	0	301	0	147	0	0	88	0	220	143	143	0	122	0
