Target_genes	Ctnnb1|Average	SRX172938|Embryonic_kidney	SRX172939|Embryonic_kidney	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Zfp959	13.100000	0	82	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Zfp869	13.100000	0	0	0	0	0	0	82	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Skap2	13.050000	0	0	0	0	0	0	168	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Fnbp4	13.050000	0	0	0	0	0	0	132	0	129	0	0	0	0	0	0	0	0	0	0	0	0
Zfp97	13.000000	0	0	0	0	0	0	75	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Cdk14	13.000000	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Tmco1	12.950000	0	0	0	0	0	0	125	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Timm8a1	12.950000	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Sirt6	12.950000	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Cped1	12.950000	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd24	12.950000	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Tcf4	12.900000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0
Rab3gap2	12.900000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0
Osmr	12.900000	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0
Ybey	12.850000	0	99	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Slc35a5	12.850000	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Mtf2	12.850000	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3ap	12.850000	0	99	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Hsf2	12.850000	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Atg3	12.850000	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Usp22	12.800000	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4c	12.800000	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0
Ets2	12.800000	0	0	0	0	0	0	125	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Copz1	12.800000	0	0	0	0	0	0	124	0	132	0	0	0	0	0	0	0	0	0	0	0	0
Ccny	12.800000	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0
Wwtr1	12.700000	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0
Pakap	12.700000	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0
Nfat5	12.700000	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0
Tmem17	12.650000	0	0	0	0	0	0	143	0	110	0	0	0	0	0	0	0	0	0	0	0	0
Nsfl1c	12.650000	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
Elmsan1	12.650000	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
Trim16	12.600000	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0
Galntl5	12.600000	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0
Prrg2	12.550000	0	120	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Nosip	12.550000	0	120	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Cox7a2	12.550000	0	123	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0
Atf3	12.550000	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Tmem37	12.500000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Postn	12.500000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Pelo	12.500000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Olfr175	12.500000	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Oard1	12.450000	0	0	0	0	0	0	107	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Nfya	12.450000	0	0	0	0	0	0	107	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Gabpb2	12.450000	0	0	0	0	0	0	160	0	89	0	0	0	0	0	0	0	0	0	0	0	0
Cpped1	12.450000	0	0	0	0	0	0	151	0	98	0	0	0	0	0	0	0	0	0	0	0	0
Abhd1	12.450000	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Abcd2	12.450000	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Zfp207	12.400000	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0
Tra2b	12.400000	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ldhd	12.400000	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps52	12.350000	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Rps18	12.350000	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Ftl1	12.350000	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Grk5	12.300000	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp3	12.300000	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Atg101	12.300000	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Akap13	12.300000	0	0	0	0	0	84	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0
1700037H04Rik	12.300000	0	0	0	0	0	0	90	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Nop56	12.250000	0	0	0	0	0	0	155	0	90	0	0	0	0	0	0	0	0	0	0	0	0
Cnksr3	12.250000	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc4	12.200000	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proser1	12.100000	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc3	12.100000	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa1l	12.100000	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Hspa1a	12.100000	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Cops7a	12.100000	0	0	0	0	0	0	63	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Use1	12.050000	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Ktn1	12.050000	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Fus	12.050000	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Apob	12.050000	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Metap1d	11.950000	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Krt85	11.950000	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Krt83	11.950000	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Emilin1	11.950000	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb12	11.950000	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Med25	11.900000	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp2	11.900000	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0
Gatad2a	11.900000	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0
Rassf8	11.850000	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Mrln	11.850000	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Gins4	11.850000	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003K11Rik	11.850000	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Pon2	11.800000	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0
P2ry10b	11.800000	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0
Itfg2	11.800000	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp8	11.750000	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Phf8	11.750000	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx4	11.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0
Adra1d	11.750000	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
Tepsin	11.700000	0	0	0	0	0	0	117	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Rbm15	11.700000	0	0	0	0	0	0	80	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Ndufaf8	11.700000	0	0	0	0	0	0	117	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Mettl8	11.700000	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0
Med28	11.700000	0	0	0	0	0	0	80	0	154	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf17	11.700000	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0
Wnt9a	11.650000	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Tmem18	11.650000	0	0	0	0	0	0	102	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a2	11.650000	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Mettl16	11.650000	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Fam8a1	11.650000	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Abcb6	11.650000	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Scd4	11.600000	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27	11.600000	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1l	11.600000	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs1	11.600000	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Hps1	11.600000	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0
Zfp563	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Spryd4	11.550000	0	0	0	0	0	0	116	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Reep3	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ip1	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Cavin2	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Bcl9l	11.550000	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Alpk3	11.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Zfp219	11.500000	0	0	0	0	0	112	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a39	11.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0
Pop7	11.500000	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ebf1	11.500000	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Clip1	11.500000	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Bloc1s2	11.450000	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfat	11.400000	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Rab40c	11.400000	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl39	11.400000	0	102	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Diaph1	11.400000	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Nudcd3	11.350000	0	125	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncam1	11.350000	0	101	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	11.300000	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	122	0
Snrpd3	11.300000	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0
Rangap1	11.300000	0	0	0	0	0	0	124	0	102	0	0	0	0	0	0	0	0	0	0	0	0
Gucd1	11.300000	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn2	11.250000	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Fem1a	11.250000	0	0	0	0	0	0	105	0	120	0	0	0	0	0	0	0	0	0	0	0	0
Coq2	11.250000	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Cep120	11.250000	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc107	11.250000	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Aip	11.250000	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0
Tmem258	11.200000	0	87	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Stt3b	11.200000	0	78	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Mrgprf	11.200000	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd7a	11.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0
Fen1	11.200000	0	87	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl19	11.200000	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	11.150000	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Brpf1	11.150000	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Bcas2	11.150000	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otub1	11.100000	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0
Cspp1	11.100000	0	0	0	0	0	0	103	0	119	0	0	0	0	0	0	0	0	0	0	0	0
Fam180a	11.050000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
F2r	11.050000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Ahcyl2	11.050000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Adam21	11.050000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0
Trmt112	11.000000	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Prdx5	11.000000	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Parp2	11.000000	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Polg	10.950000	0	0	0	0	0	0	73	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Fn1	10.950000	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
Etv6	10.950000	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
4430402I18Rik	10.950000	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0
Tlcd1	10.900000	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nsun3	10.900000	0	0	0	0	0	0	103	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Lamb2	10.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0
Hinfp	10.900000	0	108	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg4	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Dus1l	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Crebl2	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Clcf1	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Ciart	10.850000	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd2	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Amd1	10.850000	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Top3b	10.800000	0	99	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r3a	10.800000	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Nop14	10.800000	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Grk4	10.800000	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0
Birc2	10.800000	0	0	0	0	0	0	123	0	93	0	0	0	0	0	0	0	0	0	0	0	0
Spock1	10.750000	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs2	10.750000	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Mrps31	10.750000	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Adnp	10.750000	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Sgk1	10.700000	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Rgl2	10.700000	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Mis18bp1	10.700000	0	0	0	0	0	0	83	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Krtap4-2	10.700000	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Ddit4	10.700000	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	10.650000	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Rpl29	10.650000	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Rcbtb1	10.650000	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0
Gpm6b	10.600000	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
Fam227a	10.600000	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
Cby1	10.600000	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
Atad2	10.600000	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0
Tmem209	10.550000	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Ssmem1	10.550000	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Nuf2	10.550000	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Syvn1	10.500000	0	0	0	0	0	0	115	0	95	0	0	0	0	0	0	0	0	0	0	0	0
Syne1	10.500000	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Mnat1	10.500000	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Itih2	10.500000	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs7	10.500000	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0
Rdm1	10.450000	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Krt13	10.450000	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Dcp1b	10.450000	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adk	10.450000	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm10	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Snph	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Rraga	10.400000	0	0	0	0	0	0	117	0	91	0	0	0	0	0	0	0	0	0	0	0	0
Prkd1	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Phrf1	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2l1	10.400000	0	0	0	0	0	0	114	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Maob	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Fbln5	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Cpq	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Cnot10	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Cdhr1	10.400000	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Sugp1	10.350000	0	0	0	0	0	0	90	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Oxnad1	10.350000	0	0	0	0	0	89	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
Mau2	10.350000	0	0	0	0	0	0	90	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Mars1	10.350000	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Dph3	10.350000	0	0	0	0	0	89	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
Baz1b	10.350000	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Bax	10.350000	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Zfp90	10.300000	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
Tacc1	10.300000	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0
Ube2i	10.250000	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Lztfl1	10.250000	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc6	10.200000	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Vti1a	10.200000	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Ak1	10.200000	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
4930550C14Rik	10.200000	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0
Dennd6b	10.150000	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q1	10.100000	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl35a	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Resf1	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Pyroxd1	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Ptp4a1	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc2	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Iqcg	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Gm38396	10.100000	0	0	0	0	0	0	95	0	107	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1a	10.100000	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Vta1	10.050000	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Uspl1	10.050000	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Pkm	10.050000	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Fscn1	10.050000	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Cnot1	10.050000	0	0	0	0	0	0	84	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc50	10.050000	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0
Traf2	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a1	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1c	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Prrc1	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Poglut3	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Palld	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Mybpc1	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl1	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Lgalsl	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Kcna5	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpl	10.000000	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0
