Target_genes	Stat5b|Average	SRX3067395|CD4-Positive_T-Lymphocytes	SRX3067396|CD4-Positive_T-Lymphocytes	SRX3067405|CD4-Positive_T-Lymphocytes	SRX3067406|CD4-Positive_T-Lymphocytes	SRX3067407|CD4-Positive_T-Lymphocytes	SRX3067408|CD4-Positive_T-Lymphocytes	SRX3067401|CD8-Positive_T-Lymphocytes	SRX3067402|CD8-Positive_T-Lymphocytes	SRX041331|Dendritic_Cells	SRX041332|Dendritic_Cells	SRX041333|Dendritic_Cells	SRX187509|Mammary_cells	SRX187514|Mammary_cells	SRX3006598|Spleen	SRX3006599|Spleen	SRX3006600|Spleen	SRX3006601|Spleen	SRX041284|T-Lymphocytes	SRX041285|T-Lymphocytes	SRX132013|T-Lymphocytes	SRX132016|T-Lymphocytes	SRX132019|T-Lymphocytes	SRX132022|T-Lymphocytes	SRX041281|Th1_Cells	SRX191131|Th9	SRX353400|Th9	SRX353401|Th9	SRX353404|Th9	SRX353405|Th9	STRING
Nfxl1	183.517241	0	277	370	339	651	343	0	0	0	547	351	0	0	0	282	0	989	0	0	0	168	0	200	225	252	0	0	328	0	0
Zfp65	180.206897	0	536	507	171	744	0	0	0	0	1266	784	202	0	0	0	0	160	0	0	0	238	0	117	136	156	0	0	209	0	0
Lsr	178.931034	0	349	292	189	483	0	0	0	0	1639	1063	0	0	0	0	0	287	0	0	0	209	0	283	232	163	0	0	0	0	0
Fam187b	178.931034	0	349	292	189	483	0	0	0	0	1639	1063	0	0	0	0	0	287	0	0	0	209	0	283	232	163	0	0	0	0	0
Ikzf2	178.448276	0	320	384	0	766	0	0	351	0	1562	1180	164	0	0	0	0	0	0	0	0	160	0	0	288	0	0	0	0	0	0
Cast	177.551724	0	414	390	724	880	577	0	0	0	414	246	0	0	0	223	0	275	0	0	0	182	0	0	0	546	0	0	278	0	0
Nsmce1	177.379310	0	0	468	607	678	618	0	0	0	188	0	0	0	0	498	0	1000	0	0	0	393	0	254	159	0	0	0	281	0	0
Klf9	176.448276	0	407	408	419	437	291	0	0	0	690	625	0	0	0	236	0	473	0	0	0	251	0	275	229	222	0	0	154	0	0
Rexo2	175.517241	0	482	658	313	1137	206	0	324	0	610	355	0	0	0	0	0	0	0	0	0	119	0	0	169	496	0	0	221	0	0
Arih1	175.034483	0	294	368	380	584	221	0	0	0	630	351	0	0	0	225	0	618	0	0	0	603	0	269	218	136	0	0	179	0	0
Ndufv1	174.896552	0	463	591	107	719	83	0	0	0	993	357	0	0	0	0	0	0	0	0	0	378	0	112	331	465	0	0	473	0	0
Akap10	173.413793	0	354	336	409	406	329	0	0	0	868	577	261	131	0	0	0	0	0	0	0	357	0	313	336	116	0	0	143	93	0
Czib	173.310345	0	323	372	652	496	523	0	0	0	826	365	0	0	0	0	0	417	0	0	0	347	0	375	194	136	0	0	0	0	0
Cdkn1a	173.000000	0	0	289	0	617	0	0	0	0	2084	1655	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	271	0	0
Hsh2d	172.793103	0	272	433	282	703	134	0	0	0	1244	900	0	0	0	0	0	0	0	0	0	372	0	0	294	195	0	0	182	0	0
Mrpl11	171.172414	0	404	287	0	590	0	0	0	0	1073	954	0	0	0	0	0	209	0	0	0	191	0	291	242	328	0	0	395	0	0
Cmtm6	170.827586	0	448	917	253	1129	170	0	246	0	300	299	132	0	0	0	0	0	0	0	0	148	0	0	0	261	0	0	651	0	0
Zfp91	170.655172	0	412	514	80	1116	0	0	0	0	803	751	0	0	0	0	0	0	0	0	0	362	0	314	102	137	0	0	358	0	0
Lpxn	170.655172	0	412	514	80	1116	0	0	0	0	803	751	0	0	0	0	0	0	0	0	0	362	0	314	102	137	0	0	358	0	0
Prkch	170.344828	0	280	287	746	254	773	0	0	0	238	151	0	141	0	383	0	816	0	0	0	450	0	231	190	0	0	0	0	0	0
Surf6	168.724138	0	368	393	372	439	126	0	0	0	881	456	0	0	0	194	0	209	0	0	0	367	0	197	100	177	0	113	501	0	0
Fhit	166.931034	0	198	712	843	1015	329	0	0	0	499	273	0	0	0	138	0	112	0	0	0	246	0	116	0	0	0	0	173	187	0
Tmem71	165.344828	0	652	801	193	1405	136	0	0	0	222	0	0	0	0	0	0	0	0	0	0	249	0	0	401	288	0	0	448	0	0
Efcab3	165.068966	0	1585	589	0	985	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	131	0	0	903	0	0
Wipf1	164.931034	0	677	254	87	440	102	0	95	0	1320	1003	147	0	0	201	0	376	0	0	0	81	0	0	0	0	0	0	0	0	0
Gm2a	163.413793	0	320	535	906	443	554	0	0	0	805	383	0	0	0	0	0	184	0	0	0	275	0	155	179	0	0	0	0	0	0
Jmjd7	161.965517	0	426	489	247	645	128	0	124	0	293	0	0	0	0	373	0	790	0	0	0	164	0	188	329	193	0	0	308	0	0
Rsl1	161.931034	0	368	431	167	375	0	0	90	0	712	395	0	0	0	280	0	930	0	0	0	215	0	202	0	174	0	0	273	84	0
Arf6	161.655172	0	361	477	387	589	362	0	0	0	577	288	0	0	0	0	0	243	0	0	0	384	0	159	149	214	0	0	498	0	0
Tpt1	160.655172	0	196	343	464	542	364	0	0	0	836	566	0	0	0	104	0	439	0	0	0	329	0	206	93	177	0	0	0	0	0
Cdkl4	160.482759	0	225	814	215	983	0	0	0	0	172	180	0	0	0	483	0	569	0	0	0	122	0	124	249	212	0	0	306	0	0
Nr4a2	159.344828	0	369	634	412	800	197	0	162	0	668	240	0	0	0	0	0	139	0	0	0	185	0	0	111	477	0	0	227	0	0
Stat2	158.896552	0	300	566	425	887	141	0	0	0	812	574	0	0	0	0	0	0	0	0	0	191	0	0	300	142	0	0	270	0	0
Cstf3	158.724138	0	282	358	242	412	261	0	0	0	480	543	0	0	0	252	0	515	0	0	0	323	0	200	281	242	0	0	212	0	0
Tgtp1	156.758621	0	794	634	0	894	0	0	0	0	472	344	0	0	0	317	0	772	0	0	0	144	0	0	0	0	0	0	175	0	0
Atg10	156.413793	0	1064	0	167	121	87	0	101	0	1028	854	255	123	0	0	0	0	0	0	0	0	0	0	248	317	0	0	171	0	0
Apobec3	156.413793	0	415	432	0	185	0	0	186	0	1456	1028	0	0	0	227	0	232	0	0	0	228	0	0	0	0	0	0	147	0	0
Gpr55	156.344828	0	204	219	0	305	0	0	0	0	1704	1630	0	0	0	0	0	0	0	0	0	257	0	215	0	0	0	0	0	0	0
Abhd11	156.000000	0	610	333	351	466	0	0	0	0	860	491	0	0	0	135	0	159	0	0	0	342	0	149	236	182	0	0	210	0	0
Kmt2a	155.793103	0	0	0	219	0	0	0	0	0	0	0	0	0	0	1823	567	1909	0	0	0	0	0	0	0	0	0	0	0	0	0
2310011J03Rik	154.896552	0	293	293	324	309	218	0	0	0	438	235	0	0	0	286	0	1044	0	0	0	452	0	395	205	0	0	0	0	0	0
Ubxn4	154.103448	0	259	412	332	498	176	0	0	0	817	643	0	0	0	0	0	0	0	0	0	437	0	0	291	307	0	0	297	0	0
Fam160a2	153.896552	0	233	262	545	280	422	0	0	0	206	0	0	0	0	305	0	752	0	0	0	314	0	179	282	282	0	0	296	105	0
H4f16	153.758621	0	142	204	0	160	80	0	0	0	952	522	1406	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
Slc52a3	153.000000	0	466	366	405	622	288	0	0	0	486	366	0	0	0	146	0	387	0	0	0	260	0	188	305	152	0	0	0	0	0
Nop53	151.862069	0	433	214	546	247	733	0	0	0	197	105	0	0	0	228	0	689	0	0	0	237	0	135	138	190	0	0	312	0	0
Oacyl	151.275862	0	409	721	0	819	0	0	0	0	169	0	0	0	0	460	0	859	0	0	0	292	0	205	183	109	0	0	161	0	0
Icam1	150.793103	0	265	263	410	198	339	0	0	0	401	331	0	0	0	356	0	958	0	0	0	339	0	191	116	112	0	0	94	0	0
Gpr18	150.379310	0	423	657	324	677	125	0	0	0	271	202	0	0	0	247	0	464	0	0	0	334	0	122	206	0	0	0	309	0	0
Gimap5	150.241379	0	145	515	493	542	0	0	0	0	1076	900	0	0	0	197	0	107	0	0	0	382	0	0	0	0	0	0	0	0	0
Elmo2	148.793103	0	393	1033	160	1182	0	0	0	0	191	240	0	0	0	0	0	0	0	0	0	414	0	300	111	0	0	0	291	0	0
Itpka	148.758621	0	342	558	686	717	828	0	0	0	152	0	0	0	0	0	0	319	0	0	0	310	0	211	0	191	0	0	0	0	0
Camsap2	148.034483	0	0	0	136	180	124	0	0	0	1705	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	265	0	0
Susd3	147.896552	0	377	299	238	417	0	0	0	0	538	203	0	0	0	577	0	948	0	0	0	142	0	172	174	204	0	0	0	0	0
Stk19	147.758621	0	192	243	384	407	187	0	0	0	520	296	0	0	0	368	0	839	0	0	0	268	0	176	137	139	0	0	129	0	0
Dxo	147.758621	0	192	243	384	407	187	0	0	0	520	296	0	0	0	368	0	839	0	0	0	268	0	176	137	139	0	0	129	0	0
Foxp1	147.379310	0	256	295	638	391	435	0	0	0	185	98	0	0	0	291	0	455	0	0	0	468	0	303	305	0	0	0	154	0	0
Phb	147.275862	0	380	747	450	815	0	0	0	0	607	392	0	0	0	175	0	0	0	0	0	279	0	0	0	0	0	0	240	186	0
Csk	146.344828	0	310	0	0	0	73	0	0	0	1523	1375	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0
9130023H24Rik	146.137931	0	301	216	0	383	178	0	0	0	659	453	0	0	0	152	0	364	0	0	0	376	0	294	286	227	0	0	349	0	0
Serpina3f	145.310345	0	805	250	0	378	0	0	0	0	1224	767	0	0	0	376	0	243	0	0	0	0	0	0	0	171	0	0	0	0	0
Ankrd50	144.862069	0	0	426	390	361	223	0	0	0	901	662	0	0	0	199	0	147	0	0	0	352	0	114	0	220	0	0	206	0	0
Psmd11	144.137931	0	0	305	232	442	99	0	0	0	1750	1275	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Id1	143.137931	0	782	238	0	534	0	0	0	0	1466	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0
Zkscan6	143.034483	0	114	323	239	510	174	0	0	0	1478	917	0	0	0	0	0	0	0	0	0	90	0	0	0	136	0	0	167	0	0
Gm12185	143.034483	0	825	476	0	693	0	0	0	0	849	412	0	0	0	232	0	363	0	0	0	0	0	0	0	0	0	0	298	0	0
Ddx3x	142.551724	0	151	302	465	457	240	0	0	0	677	551	0	0	0	254	0	445	0	0	0	185	0	228	179	0	0	0	0	0	0
Tpp2	142.310345	0	215	339	128	549	0	0	0	0	300	158	0	0	0	722	0	1450	0	0	0	0	0	0	0	131	0	0	135	0	0
Iws1	141.827586	0	373	238	634	430	554	0	0	0	217	307	0	0	0	175	0	0	0	0	0	455	0	0	329	99	0	0	302	0	0
Pros1	141.655172	0	0	639	1099	811	1064	0	0	0	0	0	0	0	0	0	0	273	0	0	0	222	0	0	0	0	0	0	0	0	0
Utp23	140.827586	0	241	441	417	337	94	0	0	0	497	270	0	0	0	269	0	559	0	0	0	144	0	194	181	235	0	0	205	0	0
Espn	140.241379	0	403	740	186	1088	265	0	0	0	232	0	0	0	0	0	0	0	0	0	0	298	0	167	252	211	0	0	225	0	0
Ubxn7	139.655172	0	395	496	180	1016	181	0	197	0	251	197	0	0	0	0	0	0	0	0	0	171	0	0	209	297	0	0	460	0	0
Flot1	138.793103	0	256	499	127	607	0	0	0	0	568	548	0	0	0	210	0	379	0	0	0	322	0	325	184	0	0	0	0	0	0
Larp4	138.758621	0	0	495	614	647	278	0	0	0	609	473	0	0	0	127	0	0	0	0	0	193	0	0	217	217	0	0	154	0	0
Rps3	138.586207	0	252	255	339	420	306	0	0	0	340	256	0	0	0	222	0	874	0	0	0	131	0	159	0	158	0	0	119	188	0
D630039A03Rik	138.448276	0	264	465	456	710	195	0	133	0	0	0	512	453	0	0	0	175	0	0	0	159	0	0	0	208	0	0	285	0	0
Ikzf5	138.000000	0	0	218	423	348	282	0	0	0	452	289	294	238	0	0	0	230	0	0	0	404	0	324	275	225	0	0	0	0	0
Acadsb	138.000000	0	0	218	423	348	282	0	0	0	452	289	294	238	0	0	0	230	0	0	0	404	0	324	275	225	0	0	0	0	0
Mysm1	137.620690	0	254	0	0	107	101	0	0	0	1902	1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp11	137.206897	0	203	0	219	192	103	0	0	0	1767	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0
Epsti1	136.965517	0	484	726	290	741	147	0	0	0	394	261	0	0	0	0	0	0	0	0	0	448	0	0	225	0	0	0	256	0	0
Spsb3	136.793103	0	612	285	316	549	331	0	0	0	474	473	0	0	0	0	0	0	0	0	0	244	0	0	246	176	0	0	261	0	0
Nubp2	136.793103	0	612	285	316	549	331	0	0	0	474	473	0	0	0	0	0	0	0	0	0	244	0	0	246	176	0	0	261	0	0
Lrch3	136.103448	0	193	394	399	300	367	0	0	0	842	782	0	0	0	0	0	0	0	0	0	331	0	0	110	0	0	0	229	0	0
Vwa5a	135.724138	0	360	550	0	812	0	0	0	0	729	416	0	0	0	0	0	496	0	0	0	166	0	0	0	143	0	0	264	0	0
Rlim	135.689655	0	228	407	542	538	119	0	0	0	826	540	0	0	0	0	0	94	0	0	0	117	0	0	188	176	0	0	160	0	0
Tnfrsf9	135.586207	0	218	350	192	204	0	0	0	0	1375	928	0	0	0	0	0	0	0	0	0	203	0	119	186	0	0	0	157	0	0
Slc25a42	135.310345	0	400	257	235	199	97	0	0	0	427	289	0	0	0	241	0	512	0	0	0	123	0	155	426	312	0	0	251	0	0
Fbxl20	135.275862	0	0	0	0	0	0	0	0	0	1970	1688	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl22	134.689655	0	385	386	178	770	138	0	0	0	241	355	0	0	0	132	0	161	0	0	0	342	0	0	436	194	0	0	188	0	0
Csf2rb	134.689655	0	0	0	0	0	0	0	0	0	1700	1697	261	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a5	134.413793	0	0	0	67	0	0	0	0	0	2125	1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpf	134.344828	0	229	282	608	426	259	0	0	0	308	259	216	274	0	151	0	176	0	0	0	340	0	175	193	0	0	0	0	0	0
Msto1	133.931034	0	288	199	398	340	0	0	0	0	339	261	0	0	0	254	0	478	0	0	0	425	0	395	196	148	0	0	163	0	0
Clnk	133.000000	0	0	0	0	0	0	0	0	0	366	264	0	0	0	1371	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0
Camta1	133.000000	0	385	198	426	281	158	0	0	0	515	430	0	0	0	0	0	281	0	0	0	394	0	289	268	0	0	0	162	70	0
Pccb	132.758621	0	260	215	164	673	228	0	0	0	450	330	0	0	0	132	0	387	0	0	0	457	0	198	256	100	0	0	0	0	0
Zc3hc1	131.689655	0	0	0	0	0	0	0	0	0	2072	1601	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc13a1	131.413793	0	0	0	0	0	0	0	0	0	1877	1412	344	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0
Rsbn1	131.000000	0	1294	0	89	105	0	0	112	0	835	702	0	0	0	0	0	0	0	0	0	117	0	0	136	107	0	0	302	0	0
Gbp11	130.586207	0	703	967	0	938	317	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	385	0	0
Ifi213	130.482759	0	604	621	0	1041	185	0	0	0	463	230	0	0	0	0	0	0	0	0	0	203	0	0	133	0	0	0	304	0	0
Gpcpd1	130.103448	0	193	318	333	340	422	0	0	0	253	264	0	0	0	159	0	460	0	0	0	241	0	246	261	159	0	0	124	0	0
Mob3b	130.034483	0	0	0	0	0	0	0	0	0	2000	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmc2	129.620690	0	363	391	338	484	245	0	0	0	520	308	0	0	0	0	0	0	0	0	0	621	0	292	0	83	0	0	114	0	0
Dnajc2	129.620690	0	363	391	338	484	245	0	0	0	520	308	0	0	0	0	0	0	0	0	0	621	0	292	0	83	0	0	114	0	0
Ino80c	128.517241	0	192	360	512	389	338	0	0	0	935	393	0	0	0	158	0	0	0	0	0	371	0	0	0	0	0	0	79	0	0
Parp9	128.310345	0	342	373	607	505	214	0	0	0	521	374	0	0	0	0	0	0	0	0	0	572	0	0	213	0	0	0	0	0	0
Dtx3l	128.310345	0	342	373	607	505	214	0	0	0	521	374	0	0	0	0	0	0	0	0	0	572	0	0	213	0	0	0	0	0	0
Maff	127.965517	0	277	191	375	328	333	0	0	0	631	454	0	0	0	291	0	241	0	0	0	320	0	0	171	99	0	0	0	0	0
Nlrp3	127.931034	0	0	0	0	0	0	0	0	0	1789	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0
Hdac7	127.931034	0	288	396	409	459	273	0	0	0	198	0	0	0	0	199	0	457	0	0	0	233	0	222	147	202	0	0	227	0	0
Car13	127.551724	0	0	169	124	312	0	0	0	0	1643	1310	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0
Aifm3	127.413793	0	0	0	0	0	0	0	0	0	2092	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satb1	126.586207	0	419	514	98	792	142	0	0	0	508	278	0	0	0	0	0	0	0	0	0	224	0	0	318	0	0	0	378	0	0
Tab2	126.034483	0	501	402	86	696	0	0	138	0	388	304	0	0	0	0	0	0	0	0	0	0	0	0	0	764	0	0	376	0	0
Fcgr1	125.862069	0	0	0	0	0	0	0	0	0	2101	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn2b	125.689655	0	289	290	0	750	0	0	0	0	1185	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0
Setd7	124.793103	0	213	174	172	255	210	0	0	0	1127	717	69	0	0	0	0	0	0	0	0	263	0	0	84	113	0	0	222	0	0
Zfp719	124.689655	0	158	477	364	702	0	0	0	0	572	615	0	0	0	0	0	351	0	0	0	98	0	0	0	0	0	0	279	0	0
Ets1	123.896552	0	294	808	204	1327	218	0	162	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	330	0	0
Txk	123.241379	0	0	429	174	298	0	0	0	0	0	0	0	0	0	945	0	1588	0	0	0	0	0	0	0	140	0	0	0	0	0
Smc4	123.137931	0	449	387	0	724	0	0	0	0	672	180	0	0	0	0	0	103	0	0	0	179	0	0	276	247	0	0	354	0	0
Ift80	123.137931	0	449	387	0	724	0	0	0	0	672	180	0	0	0	0	0	103	0	0	0	179	0	0	276	247	0	0	354	0	0
Zbtb32	123.103448	0	436	210	0	549	0	0	188	0	1107	776	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	173	0	0
Bsdc1	122.448276	0	239	263	186	331	0	0	0	0	445	433	0	0	0	0	0	317	0	0	0	337	0	123	291	243	0	0	177	166	0
Ltb	121.827586	0	0	679	987	666	929	0	133	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	120.862069	0	249	152	229	292	157	0	0	0	516	297	649	207	0	0	0	0	0	0	0	230	0	162	228	137	0	0	0	0	0
Muc1	120.551724	0	125	320	424	495	612	0	194	0	399	226	0	0	0	144	0	402	0	0	0	0	0	0	0	0	0	0	155	0	0
Resf1	120.413793	0	0	0	214	131	228	0	0	0	703	346	153	95	0	580	0	784	0	0	0	94	0	0	0	0	0	0	164	0	0
Arih2	120.241379	0	0	203	129	299	117	0	0	0	1313	1102	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	212	0	0
Atp5o	120.103448	0	0	165	316	347	277	0	0	0	410	176	0	0	0	141	0	390	0	0	0	287	0	403	163	239	0	0	169	0	0
Asap1	120.103448	0	213	135	0	236	92	0	0	0	1599	990	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Asb7	120.000000	0	442	183	309	224	213	0	0	0	136	0	0	0	0	308	0	561	0	0	0	337	0	281	202	167	0	0	117	0	0
Nudcd1	119.655172	0	154	345	194	412	0	0	0	0	518	279	0	0	0	0	0	527	0	0	0	142	0	161	137	117	0	0	379	105	0
Id2	119.655172	0	180	479	393	609	0	0	0	0	606	443	0	0	0	192	0	0	0	0	0	228	0	0	0	159	0	0	181	0	0
Eny2	119.655172	0	154	345	194	412	0	0	0	0	518	279	0	0	0	0	0	527	0	0	0	142	0	161	137	117	0	0	379	105	0
Cd69	119.620690	0	611	255	0	410	0	0	0	0	1089	558	0	0	0	0	0	0	0	0	0	117	0	0	0	134	0	0	295	0	0
Plcxd2	119.517241	0	228	198	228	171	0	0	0	0	0	0	0	0	0	930	0	1607	0	0	0	0	0	0	0	0	0	0	0	104	0
Lrp8	119.517241	0	495	0	409	507	0	0	0	0	1318	0	0	0	0	0	0	0	0	0	0	512	0	0	0	225	0	0	0	0	0
2610507B11Rik	119.137931	0	180	194	166	393	127	0	0	0	466	403	0	0	0	565	0	513	0	0	0	331	0	0	117	0	0	0	0	0	0
Thrap3	119.103448	0	258	404	481	472	129	0	0	0	235	136	0	0	0	196	0	816	0	0	0	0	0	0	0	327	0	0	0	0	0
Ankrd24	118.965517	0	238	133	284	291	285	0	0	0	542	397	0	0	0	0	0	210	0	0	0	247	0	220	434	0	0	0	169	0	0
Samhd1	118.724138	0	153	240	262	332	0	0	0	0	706	376	0	0	0	0	0	280	0	0	0	242	0	125	217	302	0	0	208	0	0
Pih1d1	118.724138	0	175	296	296	265	454	0	0	0	361	180	0	0	0	0	0	293	0	0	0	510	0	352	160	101	0	0	0	0	0
Aldh16a1	118.724138	0	175	296	296	265	454	0	0	0	361	180	0	0	0	0	0	293	0	0	0	510	0	352	160	101	0	0	0	0	0
Shtn1	118.655172	0	0	0	0	0	0	0	0	0	1857	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sesn2	118.310345	0	514	208	128	485	0	0	0	0	967	802	0	0	0	0	0	0	0	0	0	85	0	0	242	0	0	0	0	0	0
Zfp317	118.172414	0	192	291	380	371	0	0	0	0	717	546	182	0	0	0	0	0	0	0	0	249	0	150	179	0	0	0	170	0	0
Ubp1	117.965517	0	358	316	151	310	120	0	0	0	237	0	0	0	0	452	0	918	0	0	0	159	0	200	102	0	0	0	98	0	0
Clasp2	117.310345	0	459	209	131	316	0	0	0	0	477	218	0	0	0	0	0	0	0	0	0	0	0	0	123	920	0	0	549	0	0
Slc26a10	116.965517	0	378	185	306	244	207	0	0	0	585	259	0	0	0	221	0	0	0	0	0	446	0	0	0	299	0	0	262	0	0
Vars	116.827586	0	708	593	0	232	121	0	250	0	265	257	244	0	0	194	0	252	0	0	0	0	0	0	0	133	0	0	139	0	0
D17H6S56E-5	116.827586	0	708	593	0	232	121	0	250	0	265	257	244	0	0	194	0	252	0	0	0	0	0	0	0	133	0	0	139	0	0
Sugct	116.655172	0	297	800	123	1207	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	308	109	0
H4c3	116.517241	0	0	0	207	301	0	0	0	0	252	0	1329	841	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	134	0
Polg2	116.103448	0	779	348	175	608	176	0	0	0	315	331	0	0	0	0	0	0	0	0	0	128	0	0	131	73	0	0	173	130	0
Ncf1	116.000000	0	244	365	380	435	126	0	0	0	815	555	0	0	0	0	0	0	0	0	0	131	0	115	198	0	0	0	0	0	0
Rasgrp3	115.896552	0	0	0	0	0	0	0	0	0	1827	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130010J15Rik	115.827586	0	260	120	452	258	144	0	0	0	491	256	0	0	0	148	0	139	0	0	0	480	0	172	137	141	0	0	161	0	0
Dok2	115.275862	0	366	538	440	960	0	0	192	0	409	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0
Sting1	115.068966	0	246	115	174	120	0	0	0	0	1100	879	192	132	0	0	0	256	0	0	0	0	0	0	123	0	0	0	0	0	0
Il12rb2	115.000000	0	214	354	520	490	175	0	0	0	249	221	0	0	0	148	0	153	0	0	0	259	0	218	334	0	0	0	0	0	0
Ifi47	114.586207	0	313	155	0	417	0	0	140	0	539	409	265	191	0	107	0	351	0	0	0	141	0	121	0	0	0	0	174	0	0
Gpr31b	113.000000	0	0	0	0	0	0	0	0	0	1777	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd4	112.931034	0	288	387	311	402	0	0	0	0	89	0	442	253	0	89	0	513	0	0	0	302	0	199	0	0	0	0	0	0	0
H4c18	112.103448	0	0	102	188	169	0	0	0	0	0	0	1709	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uhrf1bp1l	111.310345	0	0	205	194	273	94	0	0	0	459	277	0	0	0	429	0	805	0	0	0	169	0	172	0	151	0	0	0	0	0
Zfp609	111.034483	0	471	374	0	404	76	0	0	0	646	324	0	0	0	0	0	0	0	0	0	0	0	0	178	300	0	0	447	0	0
Il24	110.896552	0	660	719	98	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	98	235	0	0	0	122	0	0
Nars2	110.862069	0	129	190	0	349	0	0	0	0	847	433	0	0	0	182	0	229	0	0	0	142	0	0	122	425	0	0	167	0	0
Diablo	110.724138	0	493	196	152	541	129	0	134	0	634	622	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	151	0	0
Manbal	110.551724	0	0	108	345	162	223	0	0	0	1195	865	0	0	0	0	0	0	0	0	0	196	0	0	112	0	0	0	0	0	0
Tec	109.827586	0	393	115	0	280	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	131	978	0	0	913	0	0
Sulf2	109.448276	0	0	0	0	0	0	0	0	0	1850	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usf1	109.379310	0	0	0	124	0	0	0	0	0	1565	1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
Sirpa	108.310345	0	0	0	0	0	0	0	0	0	1933	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmc1	108.310345	0	251	425	119	533	0	0	0	0	254	169	209	114	0	0	0	442	0	0	0	167	0	0	0	182	0	0	276	0	0
Pkn1	108.275862	0	194	255	0	642	0	0	199	0	0	0	0	0	0	309	0	885	0	0	0	0	0	0	153	225	0	0	278	0	0
H1f10	108.000000	0	0	0	0	0	0	0	0	0	1775	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf24	107.965517	0	0	0	0	0	117	0	0	0	1748	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp8	107.620690	0	320	260	432	465	300	0	0	0	624	401	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0
Ggta1	107.448276	0	223	318	232	404	0	0	0	0	505	502	0	0	0	0	0	0	0	0	0	343	0	0	212	139	0	0	238	0	0
Orai1	107.310345	0	147	0	353	213	199	0	0	0	784	416	144	0	0	0	0	0	0	0	0	311	0	253	0	134	0	0	158	0	0
Mtfr2	107.068966	0	197	0	279	226	283	0	0	0	0	0	0	0	0	291	0	912	0	0	0	256	0	249	188	69	0	0	155	0	0
Zfp26	107.000000	0	226	285	315	426	235	0	0	0	333	231	0	0	0	134	0	411	0	0	0	215	0	183	0	0	0	0	109	0	0
Pik3cd	106.965517	0	0	445	0	602	0	0	0	0	1141	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
