Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Med31	151.857143	1063	0	0	0	0	0	0	0
4930563E22Rik	151.857143	1063	0	0	0	0	0	0	0
Slc39a13	151.571429	1061	0	0	0	0	0	0	0
Rgp1	151.571429	1061	0	0	0	0	0	0	0
Gba2	151.571429	1061	0	0	0	0	0	0	0
Eif4a3	151.571429	1061	0	0	0	0	0	0	0
Lsm5	151.428571	1060	0	0	0	0	0	0	0
Slc9a8	151.000000	1057	0	0	0	0	0	0	0
Slain2	151.000000	1057	0	0	0	0	0	0	0
Mrpl39	151.000000	1057	0	0	0	0	0	0	0
Atr	150.857143	1056	0	0	0	0	0	0	0
1700065D16Rik	150.857143	1056	0	0	0	0	0	0	0
Isy1	150.714286	1055	0	0	0	0	0	0	0
Zbtb9	150.428571	1053	0	0	0	0	0	0	0
N4bp3	150.285714	1052	0	0	0	0	0	0	0
Vps13b	150.142857	1051	0	0	0	0	0	0	0
Rps6ka3	150.142857	1051	0	0	0	0	0	0	0
Agl	150.142857	1051	0	0	0	0	0	0	0
Ssh2	149.714286	1048	0	0	0	0	0	0	0
Fdx2	149.714286	1048	0	0	0	0	0	0	0
Por	149.285714	1045	0	0	0	0	0	0	0
Pdia3	149.285714	1045	0	0	0	0	0	0	0
Ncdn	149.285714	1045	0	0	0	0	0	0	0
Frs2	149.285714	1045	0	0	0	0	0	0	0
Catsper2	149.285714	1045	0	0	0	0	0	0	0
AU040320	149.285714	1045	0	0	0	0	0	0	0
Ccndbp1	149.142857	1044	0	0	0	0	0	0	0
Hyal2	149.000000	1043	0	0	0	0	0	0	0
Sft2d1	148.857143	1042	0	0	0	0	0	0	0
Jagn1	148.857143	1042	0	0	0	0	0	0	0
Atad1	148.857143	1042	0	0	0	0	0	0	0
Trim7	148.571429	1040	0	0	0	0	0	0	0
Naa60	148.428571	1039	0	0	0	0	0	0	0
U2af2	148.285714	1038	0	0	0	0	0	0	0
Zfp787	148.000000	1036	0	0	0	0	0	0	0
Rab5if	148.000000	1036	0	0	0	0	0	0	0
Asmt	148.000000	367	0	0	0	160	241	268	0
Marchf7	147.714286	1034	0	0	0	0	0	0	0
Mon2	147.571429	1033	0	0	0	0	0	0	0
Mrpl23	147.428571	1032	0	0	0	0	0	0	0
Gdi2	147.285714	1031	0	0	0	0	0	0	0
Snx11	147.142857	1030	0	0	0	0	0	0	0
4930453N24Rik	147.142857	1030	0	0	0	0	0	0	0
Umad1	146.857143	1028	0	0	0	0	0	0	0
Rpa3	146.857143	1028	0	0	0	0	0	0	0
Cnpy3	146.857143	1028	0	0	0	0	0	0	0
Tiparp	146.714286	1027	0	0	0	0	0	0	0
Slc5a6	146.714286	1027	0	0	0	0	0	0	0
Mief1	146.714286	1027	0	0	0	0	0	0	0
Atraid	146.714286	1027	0	0	0	0	0	0	0
Zbtb2	146.571429	1026	0	0	0	0	0	0	0
Btf3	146.571429	1026	0	0	0	0	0	0	0
Srd5a3	146.428571	1025	0	0	0	0	0	0	0
Zbtb37	146.285714	1024	0	0	0	0	0	0	0
Pex2	146.285714	1024	0	0	0	0	0	0	0
Eif1	146.142857	1023	0	0	0	0	0	0	0
Ptcd3	146.000000	1022	0	0	0	0	0	0	0
Polr1a	146.000000	1022	0	0	0	0	0	0	0
Fkbp1a	145.714286	1020	0	0	0	0	0	0	0
Ccni	145.714286	1020	0	0	0	0	0	0	0
2010109A12Rik	145.714286	1020	0	0	0	0	0	0	0
Stag1	145.571429	1019	0	0	0	0	0	0	0
Snd1	145.571429	1019	0	0	0	0	0	0	0
Letmd1	145.571429	1019	0	0	0	0	0	0	0
Zranb2	145.428571	1018	0	0	0	0	0	0	0
Aco1	145.142857	1016	0	0	0	0	0	0	0
Zbtb45	145.000000	1015	0	0	0	0	0	0	0
Gtf2a1	145.000000	1015	0	0	0	0	0	0	0
Inpp5k	144.714286	1013	0	0	0	0	0	0	0
Scrib	144.428571	1011	0	0	0	0	0	0	0
Naa35	144.428571	1011	0	0	0	0	0	0	0
Mon1b	144.428571	1011	0	0	0	0	0	0	0
Rbck1	144.142857	1009	0	0	0	0	0	0	0
Aldh4a1	144.000000	1008	0	0	0	0	0	0	0
Ift88	143.714286	1006	0	0	0	0	0	0	0
Tsga10	143.428571	1004	0	0	0	0	0	0	0
Trmt10a	143.428571	1004	0	0	0	0	0	0	0
Rnaseh2b	143.428571	1004	0	0	0	0	0	0	0
Mttp	143.428571	1004	0	0	0	0	0	0	0
Ptpn23	143.142857	1002	0	0	0	0	0	0	0
Ddx39b	143.142857	1002	0	0	0	0	0	0	0
Amz2	143.142857	1002	0	0	0	0	0	0	0
Rbsn	142.714286	999	0	0	0	0	0	0	0
Epn1	142.714286	999	0	0	0	0	0	0	0
Ablim1	142.714286	999	0	0	0	0	0	0	0
Patl1	142.571429	998	0	0	0	0	0	0	0
U2surp	142.142857	995	0	0	0	0	0	0	0
N6amt1	142.000000	994	0	0	0	0	0	0	0
Msantd2	142.000000	994	0	0	0	0	0	0	0
Yipf5	141.857143	993	0	0	0	0	0	0	0
Sf3b2	141.714286	992	0	0	0	0	0	0	0
Mapk9	141.714286	992	0	0	0	0	0	0	0
Casp9	141.714286	992	0	0	0	0	0	0	0
Riok3	141.571429	991	0	0	0	0	0	0	0
Ing5	141.571429	991	0	0	0	0	0	0	0
Git2	141.571429	991	0	0	0	0	0	0	0
Dna2	141.571429	991	0	0	0	0	0	0	0
Stam2	141.428571	990	0	0	0	0	0	0	0
Retreg1	141.285714	989	0	0	0	0	0	0	0
Zfp131	141.000000	987	0	0	0	0	0	0	0
Rps3a1	141.000000	987	0	0	0	0	0	0	0
Zbtb34	140.714286	985	0	0	0	0	0	0	0
Foxp2	140.571429	984	0	0	0	0	0	0	0
Setd6	140.285714	982	0	0	0	0	0	0	0
F8a	140.285714	982	0	0	0	0	0	0	0
Kdm4d	140.142857	981	0	0	0	0	0	0	0
Cwc15	140.142857	981	0	0	0	0	0	0	0
Aldh3a2	140.142857	981	0	0	0	0	0	0	0
Ttc14	140.000000	980	0	0	0	0	0	0	0
Cenpe	140.000000	980	0	0	0	0	0	0	0
Ccnl2	139.857143	979	0	0	0	0	0	0	0
Psen1	139.714286	978	0	0	0	0	0	0	0
Mettl6	139.714286	978	0	0	0	0	0	0	0
Eaf1	139.714286	978	0	0	0	0	0	0	0
Usf1	139.571429	977	0	0	0	0	0	0	0
Timm10b	139.571429	977	0	0	0	0	0	0	0
Asb6	139.571429	977	0	0	0	0	0	0	0
Arfip2	139.571429	977	0	0	0	0	0	0	0
Tuba1c	139.428571	976	0	0	0	0	0	0	0
Ppp3cb	139.285714	975	0	0	0	0	0	0	0
Ciao2b	139.285714	975	0	0	0	0	0	0	0
Terf2	139.000000	973	0	0	0	0	0	0	0
Trmt2a	138.857143	972	0	0	0	0	0	0	0
Ranbp1	138.857143	972	0	0	0	0	0	0	0
Mrps36	138.714286	971	0	0	0	0	0	0	0
Zfp944	138.571429	970	0	0	0	0	0	0	0
Zfp758	138.571429	970	0	0	0	0	0	0	0
Madd	138.571429	970	0	0	0	0	0	0	0
Pdik1l	138.428571	969	0	0	0	0	0	0	0
Tasor	138.285714	968	0	0	0	0	0	0	0
Dpp8	138.285714	968	0	0	0	0	0	0	0
Zfp426	138.142857	967	0	0	0	0	0	0	0
Rnf216	138.142857	967	0	0	0	0	0	0	0
D230025D16Rik	138.142857	967	0	0	0	0	0	0	0
Azi2	138.142857	967	0	0	0	0	0	0	0
Acvr2a	138.142857	967	0	0	0	0	0	0	0
Slc30a7	138.000000	966	0	0	0	0	0	0	0
Extl2	138.000000	966	0	0	0	0	0	0	0
Cdk13	138.000000	966	0	0	0	0	0	0	0
Zc3h15	137.857143	965	0	0	0	0	0	0	0
Zfp668	137.285714	961	0	0	0	0	0	0	0
Zfp646	137.285714	961	0	0	0	0	0	0	0
Zbtb5	137.142857	960	0	0	0	0	0	0	0
Usp33	136.857143	958	0	0	0	0	0	0	0
Zfp959	136.714286	957	0	0	0	0	0	0	0
Zdhhc13	136.571429	956	0	0	0	0	0	0	0
Med10	136.571429	956	0	0	0	0	0	0	0
Mark3	136.428571	955	0	0	0	0	0	0	0
Prkag1	136.285714	954	0	0	0	0	0	0	0
Ccnl1	136.285714	954	0	0	0	0	0	0	0
Clcn4	136.142857	953	0	0	0	0	0	0	0
Rnpc3	135.857143	951	0	0	0	0	0	0	0
Rexo5	135.857143	951	0	0	0	0	0	0	0
Eri2	135.857143	951	0	0	0	0	0	0	0
Ppm1a	135.714286	950	0	0	0	0	0	0	0
Chaf1b	135.714286	950	0	0	0	0	0	0	0
Amn1	135.714286	950	0	0	0	0	0	0	0
Actb	135.714286	950	0	0	0	0	0	0	0
Tbc1d13	135.428571	948	0	0	0	0	0	0	0
Septin7	135.285714	947	0	0	0	0	0	0	0
Cnot8	135.142857	946	0	0	0	0	0	0	0
Rab11a	135.000000	945	0	0	0	0	0	0	0
Ubr5	134.857143	944	0	0	0	0	0	0	0
Sult2b1	134.857143	944	0	0	0	0	0	0	0
Prkab1	134.857143	944	0	0	0	0	0	0	0
Adprhl2	134.714286	943	0	0	0	0	0	0	0
Rps12	134.571429	942	0	0	0	0	0	0	0
Edrf1	134.285714	940	0	0	0	0	0	0	0
Cd3eap	134.285714	940	0	0	0	0	0	0	0
Xab2	134.142857	939	0	0	0	0	0	0	0
Unc50	134.142857	939	0	0	0	0	0	0	0
Sp2	134.142857	939	0	0	0	0	0	0	0
Ptpn12	134.142857	939	0	0	0	0	0	0	0
Pet100	134.142857	939	0	0	0	0	0	0	0
Coa5	134.142857	939	0	0	0	0	0	0	0
Hibch	134.000000	938	0	0	0	0	0	0	0
Rusc2	133.714286	936	0	0	0	0	0	0	0
Eogt	133.714286	936	0	0	0	0	0	0	0
Dnttip1	133.714286	936	0	0	0	0	0	0	0
Nolc1	133.571429	935	0	0	0	0	0	0	0
Insig2	133.428571	934	0	0	0	0	0	0	0
Tln1	133.285714	933	0	0	0	0	0	0	0
Creb3	133.285714	933	0	0	0	0	0	0	0
Txnl4b	133.142857	932	0	0	0	0	0	0	0
Rer1	133.142857	932	0	0	0	0	0	0	0
Nup62	133.142857	932	0	0	0	0	0	0	0
Morn1	133.142857	932	0	0	0	0	0	0	0
Il4i1b	133.142857	932	0	0	0	0	0	0	0
Dhx38	133.142857	932	0	0	0	0	0	0	0
Atf5	133.142857	932	0	0	0	0	0	0	0
Zfp619	132.714286	929	0	0	0	0	0	0	0
Srpr	132.714286	929	0	0	0	0	0	0	0
Foxred1	132.714286	929	0	0	0	0	0	0	0
Zfyve27	132.571429	928	0	0	0	0	0	0	0
Syf2	132.571429	928	0	0	0	0	0	0	0
Eif4g1	132.571429	928	0	0	0	0	0	0	0
Snrpb	132.285714	926	0	0	0	0	0	0	0
Nup35	132.142857	925	0	0	0	0	0	0	0
Il17ra	132.142857	925	0	0	0	0	0	0	0
Gosr2	132.000000	924	0	0	0	0	0	0	0
Zbtb17	131.857143	923	0	0	0	0	0	0	0
Echdc3	131.857143	923	0	0	0	0	0	0	0
Tcp1	131.714286	922	0	0	0	0	0	0	0
Mrpl18	131.714286	922	0	0	0	0	0	0	0
Bcdin3d	131.714286	922	0	0	0	0	0	0	0
Afg1l	131.571429	921	0	0	0	0	0	0	0
Zfp119a	131.428571	920	0	0	0	0	0	0	0
Ttc21a	131.285714	919	0	0	0	0	0	0	0
Phkb	131.285714	919	0	0	0	0	0	0	0
Itfg1	131.285714	919	0	0	0	0	0	0	0
Gorasp1	131.285714	919	0	0	0	0	0	0	0
Cldn7	131.285714	919	0	0	0	0	0	0	0
Aaas	131.142857	918	0	0	0	0	0	0	0
Ddx24	130.857143	916	0	0	0	0	0	0	0
Tprkb	130.714286	915	0	0	0	0	0	0	0
Nat8f1	130.714286	915	0	0	0	0	0	0	0
Ube2f	130.428571	913	0	0	0	0	0	0	0
Selenoo	130.285714	912	0	0	0	0	0	0	0
Crk	130.142857	911	0	0	0	0	0	0	0
Zfp943	130.000000	910	0	0	0	0	0	0	0
Zfp942	130.000000	910	0	0	0	0	0	0	0
Necap2	130.000000	910	0	0	0	0	0	0	0
Ndufs2	130.000000	910	0	0	0	0	0	0	0
Mef2a	130.000000	910	0	0	0	0	0	0	0
Urb1	129.714286	908	0	0	0	0	0	0	0
Nudc	129.571429	907	0	0	0	0	0	0	0
Ercc1	129.571429	907	0	0	0	0	0	0	0
Armc9	129.571429	907	0	0	0	0	0	0	0
Smndc1	129.428571	906	0	0	0	0	0	0	0
Ppat	129.428571	906	0	0	0	0	0	0	0
Paics	129.428571	906	0	0	0	0	0	0	0
Tbrg4	129.285714	905	0	0	0	0	0	0	0
Myl6b	129.285714	905	0	0	0	0	0	0	0
Ercc6l2	129.000000	903	0	0	0	0	0	0	0
Zswim8	128.857143	902	0	0	0	0	0	0	0
Tmed7	128.857143	902	0	0	0	0	0	0	0
Gspt1	128.857143	902	0	0	0	0	0	0	0
Eif1a	128.857143	902	0	0	0	0	0	0	0
Tcf3	128.714286	901	0	0	0	0	0	0	0
Setd5	128.714286	901	0	0	0	0	0	0	0
Nectin3	128.571429	900	0	0	0	0	0	0	0
Ddost	128.571429	900	0	0	0	0	0	0	0
Tpgs1	128.428571	899	0	0	0	0	0	0	0
Sart1	128.428571	899	0	0	0	0	0	0	0
Ovca2	128.428571	899	0	0	0	0	0	0	0
Orc4	128.428571	899	0	0	0	0	0	0	0
Mbd5	128.428571	899	0	0	0	0	0	0	0
Ubac2	128.142857	897	0	0	0	0	0	0	0
Sbno2	128.142857	897	0	0	0	0	0	0	0
Rnasek	128.000000	896	0	0	0	0	0	0	0
Mfsd6l	128.000000	896	0	0	0	0	0	0	0
Cyb5r3	128.000000	896	0	0	0	0	0	0	0
Crb3	128.000000	896	0	0	0	0	0	0	0
Reps1	127.857143	895	0	0	0	0	0	0	0
Ep400	127.857143	895	0	0	0	0	0	0	0
Ccnt1	127.857143	895	0	0	0	0	0	0	0
Rrnad1	127.428571	892	0	0	0	0	0	0	0
Mmut	127.428571	892	0	0	0	0	0	0	0
Isg20l2	127.428571	892	0	0	0	0	0	0	0
Cenpq	127.428571	892	0	0	0	0	0	0	0
Adipor1	127.428571	892	0	0	0	0	0	0	0
Rsph3b	127.142857	890	0	0	0	0	0	0	0
Ppip5k2	127.000000	889	0	0	0	0	0	0	0
Ppih	127.000000	889	0	0	0	0	0	0	0
Htra2	127.000000	889	0	0	0	0	0	0	0
Gin1	127.000000	889	0	0	0	0	0	0	0
Aup1	127.000000	889	0	0	0	0	0	0	0
Anapc11	127.000000	889	0	0	0	0	0	0	0
Alyref	127.000000	889	0	0	0	0	0	0	0
Wipi2	126.714286	887	0	0	0	0	0	0	0
Meiob	126.714286	887	0	0	0	0	0	0	0
Mob4	126.428571	733	0	0	87	65	0	0	0
Fbxl21	126.285714	884	0	0	0	0	0	0	0
Tjp2	126.142857	883	0	0	0	0	0	0	0
Pkia	126.142857	883	0	0	0	0	0	0	0
Gtf3c2	126.142857	883	0	0	0	0	0	0	0
Washc4	126.000000	882	0	0	0	0	0	0	0
Tpt1	125.857143	881	0	0	0	0	0	0	0
Fem1b	125.714286	880	0	0	0	0	0	0	0
Gtf2ird2	125.571429	879	0	0	0	0	0	0	0
Cdc34	125.571429	879	0	0	0	0	0	0	0
Rpl30	125.285714	877	0	0	0	0	0	0	0
Zfp398	125.142857	876	0	0	0	0	0	0	0
Wdr34	125.142857	876	0	0	0	0	0	0	0
Pyroxd1	125.000000	875	0	0	0	0	0	0	0
Lsm1	124.714286	873	0	0	0	0	0	0	0
Bag4	124.714286	873	0	0	0	0	0	0	0
Pkmyt1	124.571429	872	0	0	0	0	0	0	0
Suds3	124.285714	870	0	0	0	0	0	0	0
Zdhhc7	124.000000	868	0	0	0	0	0	0	0
Iba57	124.000000	868	0	0	0	0	0	0	0
Slc35a5	123.857143	867	0	0	0	0	0	0	0
Atg3	123.857143	867	0	0	0	0	0	0	0
Trpm7	123.714286	866	0	0	0	0	0	0	0
Arhgef1	123.571429	865	0	0	0	0	0	0	0
Zfp62	123.428571	864	0	0	0	0	0	0	0
Rplp2	123.428571	864	0	0	0	0	0	0	0
Ski	123.285714	863	0	0	0	0	0	0	0
Ggcx	123.142857	862	0	0	0	0	0	0	0
Rfesd	123.000000	861	0	0	0	0	0	0	0
Acbd3	122.857143	860	0	0	0	0	0	0	0
Hat1	122.571429	858	0	0	0	0	0	0	0
Asb1	122.571429	858	0	0	0	0	0	0	0
Srsf7	122.285714	856	0	0	0	0	0	0	0
Pde12	122.285714	856	0	0	0	0	0	0	0
Ccdc97	122.285714	856	0	0	0	0	0	0	0
Kdm3a	122.142857	855	0	0	0	0	0	0	0
Bcl7b	122.142857	855	0	0	0	0	0	0	0
Proser1	122.000000	854	0	0	0	0	0	0	0
Nhlrc3	122.000000	854	0	0	0	0	0	0	0
Hyou1	122.000000	854	0	0	0	0	0	0	0
Cstf3	122.000000	854	0	0	0	0	0	0	0
Cep135	122.000000	854	0	0	0	0	0	0	0
Phb2	121.857143	853	0	0	0	0	0	0	0
Lrwd1	121.857143	853	0	0	0	0	0	0	0
Emg1	121.857143	853	0	0	0	0	0	0	0
Alkbh4	121.857143	853	0	0	0	0	0	0	0
Zfp3	121.714286	852	0	0	0	0	0	0	0
Uba6	121.714286	852	0	0	0	0	0	0	0
Surf6	121.714286	852	0	0	0	0	0	0	0
Fbxw11	121.571429	851	0	0	0	0	0	0	0
8030462N17Rik	121.571429	851	0	0	0	0	0	0	0
Rab11fip1	121.428571	850	0	0	0	0	0	0	0
Eif3b	121.428571	850	0	0	0	0	0	0	0
Dnmt1	121.428571	850	0	0	0	0	0	0	0
Trim68	121.142857	848	0	0	0	0	0	0	0
Pafah1b2	121.142857	848	0	0	0	0	0	0	0
Kmt5b	121.142857	848	0	0	0	0	0	0	0
Tigd2	121.000000	847	0	0	0	0	0	0	0
Usp8	120.857143	846	0	0	0	0	0	0	0
Tomm22	120.571429	844	0	0	0	0	0	0	0
Rpl11	120.571429	844	0	0	0	0	0	0	0
Rnf168	120.571429	844	0	0	0	0	0	0	0
Fbxl14	120.571429	844	0	0	0	0	0	0	0
Bbs2	120.571429	844	0	0	0	0	0	0	0
Bmp2k	120.428571	843	0	0	0	0	0	0	0
Mios	120.285714	842	0	0	0	0	0	0	0
Arpc5l	120.285714	842	0	0	0	0	0	0	0
Rab7	120.142857	841	0	0	0	0	0	0	0
Fam110c	120.142857	841	0	0	0	0	0	0	0
Tmem185b	119.857143	839	0	0	0	0	0	0	0
Sfi1	119.714286	509	82	0	139	108	0	0	0
Rab14	119.714286	838	0	0	0	0	0	0	0
Puf60	119.714286	838	0	0	0	0	0	0	0
Kctd5	119.714286	838	0	0	0	0	0	0	0
Vhl	119.571429	837	0	0	0	0	0	0	0
Mettl5	119.428571	836	0	0	0	0	0	0	0
Ppp1r16a	119.142857	834	0	0	0	0	0	0	0
Mlf2	119.142857	834	0	0	0	0	0	0	0
Gle1	119.142857	834	0	0	0	0	0	0	0
Ap3b1	119.142857	834	0	0	0	0	0	0	0
Zfp322a	119.000000	833	0	0	0	0	0	0	0
Tnpo3	119.000000	833	0	0	0	0	0	0	0
Rfk	118.857143	832	0	0	0	0	0	0	0
Polr3b	118.857143	832	0	0	0	0	0	0	0
Ncbp2	118.714286	831	0	0	0	0	0	0	0
0610012G03Rik	118.714286	831	0	0	0	0	0	0	0
Mrps16	118.571429	830	0	0	0	0	0	0	0
Zfp687	118.428571	829	0	0	0	0	0	0	0
Pdss1	118.428571	829	0	0	0	0	0	0	0
Rom1	118.285714	828	0	0	0	0	0	0	0
Eml3	118.285714	828	0	0	0	0	0	0	0
Pigw	118.142857	827	0	0	0	0	0	0	0
Myo19	118.142857	827	0	0	0	0	0	0	0
Itgb1	118.142857	827	0	0	0	0	0	0	0
Cnot10	118.142857	827	0	0	0	0	0	0	0
Sirt6	118.000000	826	0	0	0	0	0	0	0
Golga1	118.000000	826	0	0	0	0	0	0	0
Ankrd24	118.000000	826	0	0	0	0	0	0	0
Npm3	117.714286	824	0	0	0	0	0	0	0
Sf3b4	117.571429	823	0	0	0	0	0	0	0
Rgl2	117.571429	823	0	0	0	0	0	0	0
Elf2	117.571429	823	0	0	0	0	0	0	0
Fbxw7	117.428571	822	0	0	0	0	0	0	0
Ybx1	117.285714	821	0	0	0	0	0	0	0
Fam227a	117.285714	821	0	0	0	0	0	0	0
Cby1	117.285714	821	0	0	0	0	0	0	0
Clptm1l	117.000000	819	0	0	0	0	0	0	0
Atp8a1	116.857143	818	0	0	0	0	0	0	0
Slc25a5	116.714286	817	0	0	0	0	0	0	0
Rad1	116.714286	817	0	0	0	0	0	0	0
Brix1	116.714286	817	0	0	0	0	0	0	0
Mdm2	116.571429	816	0	0	0	0	0	0	0
Atg16l2	116.571429	816	0	0	0	0	0	0	0
Zfp868	116.285714	814	0	0	0	0	0	0	0
Taok3	116.285714	814	0	0	0	0	0	0	0
Scand1	116.285714	814	0	0	0	0	0	0	0
Cnbd2	116.285714	814	0	0	0	0	0	0	0
Slc25a46	116.142857	813	0	0	0	0	0	0	0
1110008P14Rik	115.857143	811	0	0	0	0	0	0	0
Tmem138	115.714286	810	0	0	0	0	0	0	0
Thoc3	115.714286	810	0	0	0	0	0	0	0
Rmnd5b	115.714286	810	0	0	0	0	0	0	0
Cyb561a3	115.714286	810	0	0	0	0	0	0	0
Atg16l1	115.714286	810	0	0	0	0	0	0	0
Rrn3	115.571429	809	0	0	0	0	0	0	0
Bnip3l	115.571429	809	0	0	0	0	0	0	0
Ddit3	115.428571	808	0	0	0	0	0	0	0
Pip4k2c	115.285714	807	0	0	0	0	0	0	0
Nphp4	115.285714	807	0	0	0	0	0	0	0
Mapre1	115.285714	807	0	0	0	0	0	0	0
Kcnab2	115.285714	807	0	0	0	0	0	0	0
Ttc17	115.142857	806	0	0	0	0	0	0	0
Tasp1	115.142857	806	0	0	0	0	0	0	0
Tbk1	115.000000	805	0	0	0	0	0	0	0
Nol12	115.000000	805	0	0	0	0	0	0	0
Sptlc2	114.714286	803	0	0	0	0	0	0	0
Plaa	114.714286	803	0	0	0	0	0	0	0
Sf3a1	114.571429	802	0	0	0	0	0	0	0
Pomp	114.571429	802	0	0	0	0	0	0	0
Ccdc157	114.571429	802	0	0	0	0	0	0	0
Anapc4	114.571429	802	0	0	0	0	0	0	0
Smim20	114.428571	801	0	0	0	0	0	0	0
Pold3	114.428571	801	0	0	0	0	0	0	0
Hnrnpa0	114.428571	801	0	0	0	0	0	0	0
Bms1	114.428571	801	0	0	0	0	0	0	0
Vta1	114.285714	800	0	0	0	0	0	0	0
Tmem179b	114.285714	800	0	0	0	0	0	0	0
Pkp2	114.285714	800	0	0	0	0	0	0	0
Hnrnpf	114.142857	799	0	0	0	0	0	0	0
Supt4a	113.714286	796	0	0	0	0	0	0	0
Mlst8	113.428571	794	0	0	0	0	0	0	0
Ube3c	113.285714	793	0	0	0	0	0	0	0
Phax	113.142857	792	0	0	0	0	0	0	0
Ciz1	113.142857	792	0	0	0	0	0	0	0
Aldh7a1	113.142857	792	0	0	0	0	0	0	0
Usp36	113.000000	791	0	0	0	0	0	0	0
Stx12	113.000000	791	0	0	0	0	0	0	0
Secisbp2	113.000000	791	0	0	0	0	0	0	0
Cbr4	113.000000	791	0	0	0	0	0	0	0
Ercc4	112.714286	789	0	0	0	0	0	0	0
Tmem11	112.571429	788	0	0	0	0	0	0	0
Rora	112.571429	788	0	0	0	0	0	0	0
Ppp1r15b	112.571429	788	0	0	0	0	0	0	0
Fam32a	112.428571	787	0	0	0	0	0	0	0
Exosc6	112.428571	787	0	0	0	0	0	0	0
Tmem33	112.285714	786	0	0	0	0	0	0	0
Ripk2	112.285714	786	0	0	0	0	0	0	0
Zfp112	112.000000	784	0	0	0	0	0	0	0
Rexo1	112.000000	784	0	0	0	0	0	0	0
Exd2	112.000000	784	0	0	0	0	0	0	0
Pgap3	111.857143	783	0	0	0	0	0	0	0
Zfp316	111.714286	782	0	0	0	0	0	0	0
Vti1b	111.714286	782	0	0	0	0	0	0	0
Psmg1	111.714286	782	0	0	0	0	0	0	0
Mrpl52	111.714286	782	0	0	0	0	0	0	0
Kif5b	111.714286	782	0	0	0	0	0	0	0
Letm2	111.571429	781	0	0	0	0	0	0	0
Cfap298	111.571429	781	0	0	0	0	0	0	0
Cul1	111.428571	780	0	0	0	0	0	0	0
Rpl27a	111.285714	779	0	0	0	0	0	0	0
Prdm11	111.285714	779	0	0	0	0	0	0	0
Mtmr6	111.142857	778	0	0	0	0	0	0	0
Gpatch2l	111.142857	778	0	0	0	0	0	0	0
Tiprl	111.000000	777	0	0	0	0	0	0	0
Smc6	110.857143	776	0	0	0	0	0	0	0
Sco1	110.857143	776	0	0	0	0	0	0	0
Ppp2cb	110.857143	776	0	0	0	0	0	0	0
Plpbp	110.857143	776	0	0	0	0	0	0	0
Gen1	110.857143	776	0	0	0	0	0	0	0
Ccnq	110.857143	776	0	0	0	0	0	0	0
Adprm	110.857143	776	0	0	0	0	0	0	0
Trappc12	110.571429	774	0	0	0	0	0	0	0
Tfam	110.428571	773	0	0	0	0	0	0	0
Ppp3r1	110.428571	773	0	0	0	0	0	0	0
Alg10b	110.428571	773	0	0	0	0	0	0	0
Xndc1	110.285714	772	0	0	0	0	0	0	0
Rnf121	110.285714	772	0	0	0	0	0	0	0
Pias2	110.285714	772	0	0	0	0	0	0	0
Cyb5r4	110.285714	772	0	0	0	0	0	0	0
Psme4	110.142857	771	0	0	0	0	0	0	0
Ttf1	110.000000	770	0	0	0	0	0	0	0
Snrpe	110.000000	770	0	0	0	0	0	0	0
Cacybp	110.000000	770	0	0	0	0	0	0	0
Abcd3	110.000000	770	0	0	0	0	0	0	0
Sptlc1	109.857143	769	0	0	0	0	0	0	0
Hspa4	109.714286	768	0	0	0	0	0	0	0
Bcl10	109.714286	768	0	0	0	0	0	0	0
Ywhab	109.571429	767	0	0	0	0	0	0	0
Rps6	109.571429	767	0	0	0	0	0	0	0
Nagk	109.571429	767	0	0	0	0	0	0	0
Kat8	109.428571	766	0	0	0	0	0	0	0
Thrap3	109.285714	765	0	0	0	0	0	0	0
Zfp768	109.142857	764	0	0	0	0	0	0	0
Cwc27	109.142857	764	0	0	0	0	0	0	0
Chmp3	109.142857	764	0	0	0	0	0	0	0
Rab11b	109.000000	763	0	0	0	0	0	0	0
Nupl1	109.000000	763	0	0	0	0	0	0	0
Ccdc134	109.000000	763	0	0	0	0	0	0	0
Ddx20	108.857143	762	0	0	0	0	0	0	0
Tpk1	108.714286	761	0	0	0	0	0	0	0
Klhl21	108.714286	761	0	0	0	0	0	0	0
Syn1	108.285714	758	0	0	0	0	0	0	0
Rab4b	108.285714	758	0	0	0	0	0	0	0
Mapk1ip1l	108.285714	758	0	0	0	0	0	0	0
Acsl1	108.285714	758	0	0	0	0	0	0	0
Shq1	108.000000	756	0	0	0	0	0	0	0
Exoc2	108.000000	756	0	0	0	0	0	0	0
Taf9	107.857143	755	0	0	0	0	0	0	0
Stard3	107.857143	755	0	0	0	0	0	0	0
Rad17	107.857143	755	0	0	0	0	0	0	0
Itprid2	107.857143	755	0	0	0	0	0	0	0
Ak6	107.857143	755	0	0	0	0	0	0	0
Rbm18	107.571429	753	0	0	0	0	0	0	0
Mrrf	107.571429	753	0	0	0	0	0	0	0
Rpf2	107.285714	751	0	0	0	0	0	0	0
Mettl4	107.285714	751	0	0	0	0	0	0	0
Cttn	107.285714	751	0	0	0	0	0	0	0
