Target_genes	Tcf7l2|Average	ERX161579|Colon	ERX161580|Colon	ERX161583|Colon	ERX161584|Colon	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	ERX4312250|Thalamus	ERX4312254|Thalamus	ERX4312255|Thalamus	STRING
Virma	89.285714	0	0	0	0	0	0	0	161	289	264	420	0	0	116	0
Ptp4a1	89.071429	0	0	0	0	0	0	0	96	225	434	492	0	0	0	0
Rmnd1	88.857143	0	0	0	0	0	0	0	193	225	317	509	0	0	0	0
Armt1	88.857143	0	0	0	0	0	0	0	193	225	317	509	0	0	0	0
4930550C14Rik	88.714286	0	0	0	0	0	0	0	0	0	0	0	472	506	264	0
Psat1	88.642857	0	0	0	0	0	0	0	0	0	127	0	211	598	305	0
Mindy2	88.357143	0	0	0	0	0	0	0	0	0	351	240	134	316	196	0
Timm13	88.285714	0	0	0	0	0	0	0	131	279	419	407	0	0	0	0
Mia2	88.071429	0	0	0	0	0	0	0	0	0	173	127	294	438	201	0
L3hypdh	87.857143	0	146	0	0	0	0	0	0	0	357	254	143	211	119	0
Jkamp	87.857143	0	146	0	0	0	0	0	0	0	357	254	143	211	119	0
Timm22	87.785714	0	0	0	0	0	0	0	0	0	168	139	203	438	281	0
Thap12	87.571429	0	129	0	0	0	0	0	0	89	338	198	234	238	0	0
Frmd4a	87.571429	0	0	0	0	0	0	0	0	0	0	0	0	721	505	0
Tmem242	87.285714	0	119	0	0	0	0	0	0	0	276	157	299	266	105	0
Gbp6	86.928571	0	0	0	0	0	0	0	0	0	640	401	0	176	0	0
Mpp2	86.714286	0	0	0	0	0	0	0	0	0	317	217	171	331	178	0
Arhgap11a	86.714286	213	112	0	0	0	0	0	0	0	0	156	0	509	224	0
Slc30a1	86.142857	0	0	0	0	0	0	0	0	0	0	0	379	428	399	0
Nr1d1	86.142857	0	108	0	0	0	0	0	0	0	222	206	251	213	206	0
Cdt1	86.142857	0	0	0	0	0	0	0	0	0	357	289	120	247	193	0
Phf12	85.785714	0	0	0	0	0	0	0	81	127	402	278	0	194	119	0
Nop58	85.785714	0	0	0	0	0	0	0	139	216	517	329	0	0	0	0
Wfdc11	85.714286	0	0	0	0	0	0	0	0	0	0	0	0	731	469	0
Hspa14	85.642857	0	0	0	0	0	0	0	0	0	188	88	264	348	311	0
Cdnf	85.642857	0	0	0	0	0	0	0	0	0	188	88	264	348	311	0
Nckap5	85.500000	0	0	0	0	0	0	0	0	0	281	163	151	361	241	0
Chordc1	85.500000	0	0	0	0	0	0	0	0	0	338	317	144	247	151	0
Ndufs4	85.428571	0	0	0	0	0	0	0	0	0	0	0	256	565	375	0
Tmcc1	85.357143	0	0	0	0	0	0	0	0	0	230	159	171	468	167	0
Nfxl1	85.214286	0	0	0	0	0	0	0	161	254	377	401	0	0	0	0
Chrnb2	84.928571	0	0	0	0	0	0	0	0	0	0	0	0	744	445	0
Mtarc2	84.785714	294	262	192	161	0	0	0	0	0	151	127	0	0	0	0
Akt2	84.714286	0	135	0	0	0	0	0	0	0	251	154	151	364	131	0
Dglucy	84.428571	0	0	0	0	0	0	0	0	0	0	0	278	526	378	0
Ppp2r5e	84.357143	0	0	0	0	0	0	0	0	0	245	286	197	295	158	0
Gm10100	84.285714	0	0	0	0	0	0	0	0	0	0	0	0	655	525	0
Cdh2	84.214286	0	0	0	0	0	0	0	0	0	0	0	246	581	352	0
Smg7	84.071429	0	0	0	0	0	0	0	162	243	322	450	0	0	0	0
Pole3	83.928571	0	0	0	0	0	0	0	0	0	528	647	0	0	0	0
Lgr5	83.928571	0	0	0	0	0	0	0	0	0	0	0	520	380	275	0
4933430I17Rik	83.928571	0	0	0	0	0	0	0	0	0	528	647	0	0	0	0
Shb	83.857143	0	0	0	0	0	0	0	0	0	0	123	325	321	405	0
Rbm38	83.785714	0	0	0	0	0	0	0	0	0	288	351	118	202	214	0
Atp6v0e	83.785714	0	0	0	0	0	0	0	0	0	0	122	328	486	237	0
Mypop	83.714286	0	0	0	0	0	0	0	0	101	233	161	122	396	159	0
Larp4	83.642857	126	0	0	0	0	0	0	0	0	244	285	163	202	151	0
Cndp2	83.642857	0	0	0	0	0	0	0	0	0	241	287	181	285	177	0
Smurf2	83.571429	0	0	0	0	0	0	0	0	0	0	0	409	482	279	0
Smim11	83.500000	0	0	0	0	0	0	0	0	0	547	622	0	0	0	0
Pon2	83.142857	247	209	0	0	0	0	0	0	0	391	317	0	0	0	0
Zfp27	83.000000	0	0	0	0	0	0	0	0	260	299	262	109	232	0	0
Prcc	82.857143	0	0	0	0	0	0	0	0	0	216	286	0	385	273	0
Olfr684	82.785714	0	0	0	0	0	0	0	0	0	0	0	196	647	316	0
Arhgap44	82.785714	0	0	0	0	0	0	0	0	0	0	0	0	702	457	0
Sp9	82.500000	0	0	0	0	0	0	0	0	0	0	0	359	484	312	0
Hoxa4	82.500000	463	371	151	170	0	0	0	0	0	0	0	0	0	0	0
Rapgef6	82.285714	0	0	0	0	0	0	0	0	174	541	437	0	0	0	0
Naa25	82.214286	0	0	0	0	0	0	0	0	257	363	531	0	0	0	0
Osbp	82.142857	0	0	0	0	0	0	0	0	0	244	270	120	305	211	0
Gjc1	82.142857	0	0	0	0	0	0	0	0	0	0	0	0	776	374	0
Zfp710	82.071429	0	0	0	0	0	0	0	0	0	0	149	310	358	332	0
Tmem147	81.928571	150	184	0	0	0	0	0	0	0	142	156	143	202	170	0
Bcar1	81.928571	0	0	0	0	0	0	0	0	0	149	145	286	295	272	0
Slc20a1	81.428571	0	0	0	0	0	0	0	0	0	0	0	157	618	365	0
Ankrd13a	80.928571	0	0	0	0	0	0	0	0	104	0	0	324	351	354	0
Acadl	80.571429	128	134	0	0	0	0	0	0	0	373	493	0	0	0	0
Lclat1	80.500000	0	145	0	0	0	0	0	0	0	296	220	0	315	151	0
Suz12	80.428571	0	0	0	0	0	0	0	0	0	97	172	256	360	241	0
Kcnk10	80.428571	0	0	0	0	0	0	0	0	0	0	0	391	507	228	0
Hk1	79.857143	86	0	0	0	0	0	0	0	0	239	181	0	344	268	0
Rps3a1	79.785714	0	0	0	0	0	0	0	0	0	0	101	299	404	313	0
Lemd2	79.714286	0	0	0	0	0	0	0	0	0	115	0	142	493	366	0
Hnrnpdl	79.714286	0	0	0	0	0	0	0	0	0	206	335	116	252	207	0
Enoph1	79.714286	0	0	0	0	0	0	0	0	0	206	335	116	252	207	0
Glul	79.642857	0	0	0	0	0	0	0	0	0	176	243	0	391	305	0
Tspan14	79.428571	0	0	0	0	0	0	0	0	0	0	0	0	689	423	0
Ccdc186	79.071429	0	0	0	0	0	0	0	0	0	120	128	197	387	275	0
Zfand5	78.857143	0	0	0	0	0	0	0	0	0	80	161	304	345	214	0
Trmo	78.857143	0	0	0	0	0	0	0	0	0	171	176	198	336	223	0
Casp3	78.857143	0	0	0	0	0	0	0	0	0	202	184	244	266	208	0
Sp8	78.785714	0	0	0	0	0	0	0	0	0	289	118	273	271	152	0
Ubald1	78.714286	0	0	0	0	0	0	0	0	144	451	507	0	0	0	0
Qtrt2	78.571429	110	111	0	0	0	0	0	0	0	213	149	165	202	150	0
Ccdc191	78.571429	110	111	0	0	0	0	0	0	0	213	149	165	202	150	0
Hdac10	78.500000	0	0	0	0	0	0	0	0	0	0	0	266	484	349	0
Arrb2	78.214286	0	0	0	0	0	0	0	0	0	264	437	0	257	137	0
Dbi	78.071429	0	0	0	0	0	0	0	135	209	348	401	0	0	0	0
3110009E18Rik	78.071429	0	0	0	0	0	0	0	135	209	348	401	0	0	0	0
Gpatch2l	78.000000	0	0	0	0	0	0	0	0	0	135	124	207	385	241	0
Ing3	77.857143	0	0	0	0	0	0	0	0	150	378	457	0	105	0	0
Tmpo	77.428571	0	0	0	0	0	0	0	0	159	399	526	0	0	0	0
Rhobtb2	77.071429	0	0	0	0	0	0	0	118	173	370	320	0	98	0	0
Klc1	77.071429	0	0	0	0	0	0	0	0	0	0	0	0	654	425	0
Rnf5	76.928571	0	0	0	0	0	0	0	0	0	331	264	171	174	137	0
Gpx8	76.642857	0	0	0	0	0	0	0	0	0	132	105	298	383	155	0
Nfam1	76.571429	0	0	0	0	0	0	0	0	0	0	0	0	671	401	0
Zfp574	76.500000	0	0	0	0	0	0	0	0	0	288	152	193	257	181	0
Mrps18c	76.500000	0	0	0	0	0	0	0	0	0	227	364	156	324	0	0
Helq	76.500000	0	0	0	0	0	0	0	0	0	227	364	156	324	0	0
Khdrbs1	76.285714	0	0	0	0	0	0	0	0	91	317	220	0	242	198	0
Nmt2	76.214286	0	0	0	0	0	0	0	0	0	187	173	0	479	228	0
Hdac2	76.000000	0	143	0	0	0	0	0	0	0	111	0	223	273	314	0
1810009A15Rik	75.785714	0	0	0	0	0	0	0	0	0	0	131	295	295	340	0
Rptor	75.642857	0	0	0	0	0	0	0	0	0	0	0	181	600	278	0
Map2k4	75.500000	0	0	0	0	0	0	0	0	0	138	0	0	545	374	0
Ash2l	75.500000	0	0	0	0	0	0	0	0	204	178	282	0	271	122	0
Yif1a	75.428571	257	225	0	0	0	0	0	0	0	144	127	0	151	152	0
Tubg1	75.428571	0	0	0	0	0	0	0	0	83	565	257	0	151	0	0
Retreg3	75.428571	0	0	0	0	0	0	0	0	83	565	257	0	151	0	0
Zfat	75.285714	0	0	0	0	0	0	0	0	0	480	380	0	194	0	0
Tgfb2	75.285714	0	0	0	0	0	0	0	0	0	177	216	194	314	153	0
Hnrnpab	74.928571	0	0	0	0	0	0	0	0	0	363	396	122	168	0	0
Pou2f1	74.500000	0	0	0	0	0	0	0	0	0	213	125	0	427	278	0
Abr	74.500000	0	0	0	0	0	0	0	0	0	0	0	203	506	334	0
Pde7b	74.214286	0	0	0	0	0	0	0	0	0	0	0	122	625	292	0
Gm5148	74.214286	0	111	0	0	0	0	0	0	0	0	0	0	617	311	0
Yrdc	74.142857	0	0	0	0	0	0	0	0	0	105	0	259	448	226	0
Arhgap32	74.142857	0	156	0	0	0	0	0	0	0	0	0	123	452	307	0
1110065P20Rik	74.142857	0	0	0	0	0	0	0	0	0	105	0	259	448	226	0
Flcn	73.857143	0	0	0	0	0	0	0	0	0	0	0	438	327	269	0
Fh1	73.785714	0	0	0	0	0	0	0	0	0	256	176	161	266	174	0
Atxn7l2	73.642857	0	0	0	0	0	0	0	0	0	150	76	209	451	145	0
Spata20	73.500000	0	0	0	0	0	0	0	0	0	0	0	225	449	355	0
Eif4g2	73.500000	0	0	0	0	0	0	0	0	0	88	0	323	348	270	0
Tpr	73.214286	0	0	0	0	0	0	0	0	0	143	316	134	276	156	0
Odr4	73.214286	0	0	0	0	0	0	0	0	0	143	316	134	276	156	0
Ppp1r10	73.071429	200	126	0	0	0	0	0	0	129	333	235	0	0	0	0
Mrps18b	73.071429	200	126	0	0	0	0	0	0	129	333	235	0	0	0	0
Psma3	72.928571	0	0	0	0	0	0	0	145	296	265	315	0	0	0	0
Nkrf	72.928571	0	0	0	0	0	0	0	0	0	303	353	154	211	0	0
Rsf1	72.785714	0	0	0	0	0	0	0	0	0	0	145	156	401	317	0
Aamdc	72.785714	0	0	0	0	0	0	0	0	0	0	145	156	401	317	0
Zbtb6	72.571429	0	0	0	0	0	0	0	0	0	0	96	218	421	281	0
Gpr150	72.571429	0	0	0	0	0	0	0	0	0	0	0	559	457	0	0
Sema4f	72.214286	0	0	0	0	0	0	0	0	0	0	0	295	449	267	0
Proser3	72.142857	0	0	0	0	0	0	0	0	0	158	0	297	285	270	0
Hspb6	72.142857	0	0	0	0	0	0	0	0	0	158	0	297	285	270	0
Nudcd3	71.928571	0	205	0	0	0	0	0	0	0	225	140	130	194	113	0
Fam53c	71.857143	0	0	0	0	0	0	0	0	163	107	0	331	240	165	0
Cct8	71.714286	0	0	0	0	0	0	0	0	0	233	205	197	176	193	0
Laptm4b	71.357143	0	0	0	0	0	0	0	0	0	0	134	134	438	293	0
Zdhhc7	71.285714	368	449	0	181	0	0	0	0	0	0	0	0	0	0	0
Vstm2l	71.285714	0	0	0	0	0	0	0	0	0	0	0	158	533	307	0
Atf3	71.142857	0	0	0	0	0	0	0	0	0	132	0	361	266	237	0
Ing4	71.071429	0	0	0	0	0	0	0	104	240	345	306	0	0	0	0
Pdk4	71.000000	0	0	0	0	0	0	0	0	0	339	291	120	151	93	0
Neto2	70.928571	0	0	0	0	0	0	0	0	0	0	0	165	577	251	0
Got2	70.857143	0	0	0	0	0	0	0	0	0	436	556	0	0	0	0
Hoxc5	70.357143	0	157	0	0	0	0	0	0	0	183	0	149	266	230	0
Twnk	70.285714	0	0	0	0	0	0	0	0	0	137	272	174	229	172	0
Mrpl43	70.285714	0	0	0	0	0	0	0	0	0	137	272	174	229	172	0
Gm5544	70.071429	0	0	0	0	0	0	0	0	0	0	0	371	415	195	0
Fkbp1a	70.000000	85	138	0	0	0	0	0	0	0	192	210	0	238	117	0
Ubash3b	69.928571	0	0	0	0	0	0	0	0	0	0	0	0	584	395	0
Rnf14	69.928571	0	0	0	0	0	0	0	0	0	96	162	191	315	215	0
Sorbs1	69.857143	0	0	0	0	0	0	0	0	0	0	137	271	403	167	0
Tsacc	69.785714	0	0	0	0	0	0	0	0	0	242	130	246	247	112	0
Ddx27	69.785714	133	143	0	0	0	0	0	0	0	285	150	0	266	0	0
Cct3	69.785714	0	0	0	0	0	0	0	0	0	242	130	246	247	112	0
Srcin1	69.714286	0	0	0	0	0	0	0	0	0	0	0	0	561	415	0
Rab5a	69.714286	0	0	0	0	0	0	0	0	0	370	272	0	157	177	0
Dzip3	69.571429	0	0	0	0	0	0	0	0	0	0	0	364	354	256	0
Cip2a	69.571429	0	0	0	0	0	0	0	0	0	0	0	364	354	256	0
Polr3b	69.500000	254	254	0	117	0	0	0	0	0	217	131	0	0	0	0
Cwc27	69.285714	0	0	0	0	0	0	0	0	162	133	168	219	211	77	0
Slc17a8	69.000000	0	0	0	0	0	0	0	0	0	519	447	0	0	0	0
Nadk	69.000000	0	0	0	0	0	0	0	0	0	296	224	0	229	217	0
Mrpl44	68.928571	0	0	0	0	0	0	0	0	0	260	180	135	176	214	0
Cars2	68.714286	0	0	0	0	0	0	0	0	0	247	201	0	324	190	0
Trib2	68.571429	0	0	0	0	0	0	0	0	0	440	520	0	0	0	0
Smarcad1	68.500000	271	179	0	0	0	0	0	0	0	0	0	0	344	165	0
Rsrc2	68.428571	0	0	0	0	0	0	0	199	201	212	346	0	0	0	0
Kntc1	68.428571	0	0	0	0	0	0	0	199	201	212	346	0	0	0	0
Ccdc155	68.428571	0	0	0	0	0	0	0	0	0	0	0	0	586	372	0
Ubtf	68.214286	0	0	0	0	0	0	0	0	0	168	148	100	331	208	0
Mgst1	68.142857	0	0	0	0	0	0	0	0	0	514	440	0	0	0	0
Gipc1	68.071429	0	0	0	0	0	0	0	0	0	152	0	262	295	244	0
Rprd2	68.000000	0	0	0	0	0	0	0	116	0	429	407	0	0	0	0
Ciart	68.000000	121	164	0	0	0	0	0	0	0	91	161	0	288	127	0
Retreg2	67.928571	0	0	0	0	0	0	0	0	0	453	498	0	0	0	0
Cnppd1	67.928571	0	0	0	0	0	0	0	0	0	453	498	0	0	0	0
Ccdc170	67.928571	0	0	0	0	0	0	0	0	0	495	456	0	0	0	0
Naa50	67.785714	0	0	0	0	0	0	0	0	0	217	183	257	160	132	0
Atp6v1a	67.785714	0	0	0	0	0	0	0	0	0	217	183	257	160	132	0
Prcd	67.714286	0	0	0	0	0	0	0	0	0	0	0	123	535	290	0
Lin9	67.714286	0	0	0	0	0	0	0	0	0	247	152	0	324	225	0
Oga	67.571429	0	0	0	0	0	0	0	0	95	149	117	215	229	141	0
Yars	67.428571	0	0	0	0	0	0	0	0	316	316	312	0	0	0	0
S100pbp	67.428571	0	0	0	0	0	0	0	0	316	316	312	0	0	0	0
Nr6a1	67.357143	316	213	170	122	0	0	0	0	0	0	0	0	0	122	0
Usp1	67.285714	0	0	0	0	0	0	0	0	216	305	421	0	0	0	0
Ttll4	67.214286	0	0	0	0	0	0	0	0	0	238	382	0	184	137	0
Cd164	67.214286	0	0	0	0	0	0	0	0	86	0	108	298	211	238	0
Bfar	67.142857	0	0	0	0	0	0	0	0	0	373	260	0	211	96	0
Sil1	67.071429	0	0	0	0	0	0	0	0	0	121	0	0	501	317	0
Cdv3	67.071429	0	0	0	0	0	0	0	0	0	131	139	145	361	163	0
Sft2d1	66.928571	0	0	0	0	0	0	0	0	147	301	377	0	112	0	0
Snrpg	66.785714	0	0	0	0	0	0	0	0	0	0	123	157	385	270	0
Cmc2	66.785714	0	0	0	0	0	0	0	0	0	190	150	183	232	180	0
Cenpn	66.785714	0	0	0	0	0	0	0	0	0	190	150	183	232	180	0
4931406C07Rik	66.785714	0	0	0	0	0	0	0	0	0	0	0	165	406	364	0
Calm3	66.642857	0	0	0	0	0	0	0	0	0	141	221	177	242	152	0
Gatb	66.428571	0	0	0	0	0	0	0	0	0	309	189	0	259	173	0
Cmtr2	66.428571	0	0	0	0	0	0	0	0	0	277	203	187	112	151	0
Xrcc5	66.357143	0	0	0	0	0	0	0	0	0	96	0	195	448	190	0
Kif20b	66.357143	0	0	0	0	0	0	0	0	0	136	111	160	319	203	0
Birc2	66.357143	0	0	0	0	0	0	0	0	0	158	142	182	257	190	0
Slc7a5	66.142857	0	0	0	0	0	0	0	0	0	0	326	156	299	145	0
BC048644	66.142857	0	0	0	0	0	0	0	0	0	0	326	156	299	145	0
Mtbp	66.071429	196	292	0	0	0	0	0	0	0	234	203	0	0	0	0
Mrpl13	66.071429	196	292	0	0	0	0	0	0	0	234	203	0	0	0	0
Sipa1l2	66.000000	0	0	0	0	0	0	0	0	0	0	0	211	469	244	0
Gpr62	66.000000	0	0	0	0	0	0	0	0	0	0	0	318	334	272	0
Mnt	65.857143	0	0	0	0	0	0	0	0	0	141	130	166	322	163	0
Zfp277	65.785714	0	0	0	0	0	0	0	0	0	125	115	194	281	206	0
Dock4	65.785714	0	0	0	0	0	0	0	0	0	125	115	194	281	206	0
Mylip	65.500000	0	0	0	0	0	0	0	0	0	0	0	166	428	323	0
Atoh8	65.357143	0	0	0	0	0	0	0	0	0	0	0	292	399	224	0
Hspa9	65.214286	146	162	0	0	0	0	0	0	0	211	193	0	201	0	0
Gm2a	65.214286	0	0	0	0	0	0	0	134	170	242	290	0	0	77	0
Slc15a4	65.142857	0	0	0	0	0	0	0	0	0	207	179	0	344	182	0
Tgif1	65.000000	244	290	0	113	0	0	0	0	0	113	150	0	0	0	0
Slc39a13	64.785714	0	0	0	0	0	0	0	0	0	193	108	138	305	163	0
Glg1	64.714286	0	0	0	0	0	0	0	0	0	0	0	236	514	156	0
Mob3a	64.571429	0	0	0	0	0	0	0	0	59	268	193	0	209	175	0
Izumo4	64.571429	0	0	0	0	0	0	0	0	59	268	193	0	209	175	0
Acvr1c	64.571429	0	0	0	0	0	0	0	0	0	0	0	403	278	223	0
Dnajc30	64.500000	0	0	0	0	0	0	0	0	0	269	161	230	143	100	0
Bud23	64.500000	0	0	0	0	0	0	0	0	0	269	161	230	143	100	0
Notch2	64.357143	0	0	0	0	0	0	0	0	0	143	0	344	324	90	0
H4c11	64.071429	0	0	0	0	0	0	0	0	0	155	202	0	278	262	0
Fam118a	64.000000	0	0	0	0	0	0	0	0	0	191	104	165	276	160	0
Faap20	64.000000	0	0	0	0	0	0	0	0	0	0	0	263	385	248	0
Man1b1	63.857143	0	0	0	0	0	0	0	0	137	359	398	0	0	0	0
Dscc1	63.857143	201	188	0	0	0	0	0	0	0	149	103	93	160	0	0
Lpar1	63.785714	0	0	0	0	0	0	0	0	0	0	0	262	417	214	0
Elmo3	63.785714	0	0	0	0	0	0	0	0	0	0	0	316	270	307	0
Mob3b	63.500000	252	347	143	147	0	0	0	0	0	0	0	0	0	0	0
Pbk	63.428571	0	0	0	0	0	0	0	0	0	163	228	191	194	112	0
Pim1	63.357143	0	0	0	0	0	0	0	0	110	222	254	155	146	0	0
Dnajc8	63.285714	0	0	0	0	0	0	0	0	116	368	402	0	0	0	0
Atpif1	63.285714	0	0	0	0	0	0	0	0	116	368	402	0	0	0	0
Rcc2	63.214286	0	0	0	0	0	0	0	0	0	0	0	0	637	248	0
Nhlrc2	63.071429	0	187	0	0	0	0	0	158	147	193	198	0	0	0	0
Dclre1a	63.071429	0	187	0	0	0	0	0	158	147	193	198	0	0	0	0
Zfp36l1	63.000000	0	0	0	0	0	0	0	0	0	491	391	0	0	0	0
Ppp2r1b	63.000000	0	0	0	0	0	0	0	0	0	0	0	341	305	236	0
Has2	63.000000	0	0	0	0	0	0	0	0	0	194	355	0	151	182	0
Zap70	62.857143	0	0	0	0	0	0	0	0	0	0	0	200	379	301	0
Map3k1	62.857143	0	0	0	0	0	0	0	0	0	0	0	185	369	326	0
Zfp672	62.642857	0	0	0	0	0	0	0	0	0	127	82	216	238	214	0
Lrrc58	62.571429	0	0	0	0	0	0	0	0	0	0	0	289	289	298	0
Dclk1	62.500000	0	0	0	0	0	0	0	0	0	0	238	253	189	195	0
Pias4	62.285714	0	0	0	0	0	0	0	0	110	418	344	0	0	0	0
Ercc6	62.142857	0	0	0	0	0	0	0	0	0	280	139	0	257	194	0
Lhx4	62.000000	0	0	0	0	0	0	0	0	0	0	0	422	202	244	0
BC016579	61.928571	217	360	105	185	0	0	0	0	0	0	0	0	0	0	0
Tnrc18	61.857143	0	0	0	0	0	0	0	0	0	0	287	87	261	231	0
Skp1a	61.857143	0	0	0	0	0	0	0	0	0	0	0	221	381	264	0
Il17rd	61.857143	0	0	0	0	0	0	0	0	0	0	0	340	220	306	0
Gtf3a	61.857143	0	0	0	0	0	0	0	0	0	0	0	188	365	313	0
Sugt1	61.785714	0	0	0	0	0	0	0	0	0	133	145	135	194	258	0
Crebl2	61.714286	0	0	0	0	0	0	0	0	0	173	118	0	396	177	0
Klhdc10	61.642857	0	0	0	0	0	0	0	0	0	90	0	185	393	195	0
H3c7	61.642857	0	0	0	0	0	0	0	0	0	197	0	0	471	195	0
H2bc9	61.642857	0	0	0	0	0	0	0	0	0	197	0	0	471	195	0
Sprr2a2	61.357143	376	378	105	0	0	0	0	0	0	0	0	0	0	0	0
Sprr2a1	61.357143	376	378	105	0	0	0	0	0	0	0	0	0	0	0	0
Ints10	61.357143	0	0	0	0	0	0	0	0	0	185	97	135	285	157	0
Oxnad1	61.285714	199	198	0	0	0	0	0	0	0	211	250	0	0	0	0
Gpr35	61.285714	0	0	0	0	0	0	0	0	0	0	0	0	635	223	0
Dph3	61.285714	199	198	0	0	0	0	0	0	0	211	250	0	0	0	0
Taf6	61.071429	0	0	0	0	0	0	0	0	290	229	336	0	0	0	0
Cnpy4	61.071429	0	0	0	0	0	0	0	0	290	229	336	0	0	0	0
Map3k14	61.000000	0	124	0	0	0	0	0	0	95	308	327	0	0	0	0
Tesk2	60.928571	0	0	0	0	0	0	0	0	0	210	158	0	324	161	0
Pin4	60.928571	0	0	0	0	0	0	0	0	0	152	147	165	295	94	0
Drosha	60.857143	0	0	0	0	0	0	0	0	0	125	0	260	257	210	0
6030458C11Rik	60.857143	0	0	0	0	0	0	0	0	0	125	0	260	257	210	0
Bloc1s2	60.785714	0	0	0	0	0	0	0	0	0	145	0	105	295	306	0
Ktn1	60.714286	0	0	0	0	0	0	0	0	0	0	0	0	531	319	0
Creld1	60.714286	0	0	0	0	0	0	0	0	0	0	0	165	412	273	0
Pdlim4	60.571429	0	0	0	0	0	0	0	0	0	0	0	218	334	296	0
Adcy3	60.571429	0	0	0	0	0	0	0	0	0	79	0	203	344	222	0
Ints2	60.285714	0	0	0	0	0	0	0	0	0	371	361	0	112	0	0
Sipa1l1	60.071429	0	213	0	0	0	0	0	0	0	250	378	0	0	0	0
Zfp532	59.928571	0	0	0	0	0	0	0	0	0	0	0	312	323	204	0
Tram1l1	59.928571	0	0	0	0	0	0	0	0	0	0	0	215	402	222	0
Slitrk3	59.857143	0	0	0	0	0	0	0	0	0	0	0	163	315	360	0
Hinfp	59.857143	0	0	0	0	0	0	0	0	0	315	300	0	120	103	0
Top3a	59.785714	0	151	0	0	0	0	0	0	0	506	180	0	0	0	0
Smcr8	59.785714	0	151	0	0	0	0	0	0	0	506	180	0	0	0	0
D630039A03Rik	59.714286	358	478	0	0	0	0	0	0	0	0	0	0	0	0	0
Pak1	59.642857	152	105	0	142	0	0	0	0	0	0	0	0	202	234	0
Ccdc174	59.500000	0	0	0	0	0	0	0	0	0	277	148	0	247	161	0
Cops8	59.428571	0	0	0	0	0	0	0	0	135	291	406	0	0	0	0
Pgam1	59.285714	177	228	0	0	0	0	0	0	0	180	245	0	0	0	0
Cbwd1	59.285714	0	0	0	0	0	0	0	0	0	212	200	0	257	161	0
Tead1	59.214286	0	0	0	0	0	0	0	0	0	0	0	315	290	224	0
Dennd1b	58.928571	267	369	96	93	0	0	0	0	0	0	0	0	0	0	0
Rpl37	58.857143	0	0	0	0	0	0	0	0	0	107	106	212	179	220	0
Nr2c1	58.857143	0	0	0	0	0	0	0	0	0	0	0	264	266	294	0
Fgf18	58.857143	0	0	0	0	0	0	0	0	0	0	0	234	299	291	0
Smim13	58.785714	0	0	0	0	0	0	0	0	0	0	0	0	521	302	0
Sac3d1	58.785714	220	143	0	0	0	0	0	0	0	98	0	0	224	138	0
Vps29	58.642857	0	0	0	0	0	0	0	0	246	246	329	0	0	0	0
Rad9b	58.642857	0	0	0	0	0	0	0	0	246	246	329	0	0	0	0
Usp37	58.500000	0	0	0	0	0	0	0	0	144	321	354	0	0	0	0
Pbld2	58.500000	0	0	0	0	0	0	0	0	0	402	200	0	122	95	0
Hnrnph3	58.500000	0	0	0	0	0	0	0	0	0	402	200	0	122	95	0
Cnot9	58.500000	0	0	0	0	0	0	0	0	144	321	354	0	0	0	0
Smim7	58.357143	0	0	0	0	0	0	0	0	0	267	110	273	0	167	0
Zfp608	58.285714	0	0	0	0	0	0	0	0	0	370	325	0	121	0	0
Trps1	58.214286	0	0	0	0	0	0	0	0	0	204	310	0	167	134	0
Rheb	58.214286	0	0	0	0	0	0	0	0	0	273	239	0	151	152	0
Zfp180	58.071429	0	0	0	0	0	0	0	0	0	375	168	0	112	158	0
Trim80	58.071429	0	0	0	0	0	0	0	0	0	0	0	0	564	249	0
Ubb	58.000000	161	183	0	0	0	0	0	0	0	0	93	73	151	151	0
Slc6a7	57.714286	0	0	0	0	0	0	0	0	0	0	0	0	402	406	0
Grin2b	57.714286	0	0	0	0	0	0	0	0	0	0	0	283	254	271	0
Fstl1	57.714286	0	0	0	0	0	0	0	0	0	378	430	0	0	0	0
Csnk1g2	57.500000	0	92	0	0	0	0	0	0	0	217	198	0	151	147	0
Elovl1	57.428571	0	0	0	0	0	0	0	0	0	136	193	171	168	136	0
Map4k1	57.357143	0	0	0	0	0	0	0	0	138	389	276	0	0	0	0
Eif3k	57.357143	0	0	0	0	0	0	0	0	138	389	276	0	0	0	0
Hdgf	57.285714	0	0	0	0	0	0	0	0	0	0	0	212	326	264	0
Hspbp1	57.214286	0	0	0	0	0	0	0	0	0	0	0	315	385	101	0
Atf2	57.142857	0	0	0	0	0	0	0	0	0	156	181	0	239	224	0
Arid1b	57.142857	0	0	0	0	0	0	0	0	0	0	0	194	347	259	0
Atp11b	57.071429	0	0	0	0	0	0	0	0	0	0	0	272	355	172	0
Trappc1	57.000000	0	0	0	0	0	0	0	0	100	400	298	0	0	0	0
Cntrob	57.000000	0	0	0	0	0	0	0	0	100	400	298	0	0	0	0
Chmp7	57.000000	0	189	0	0	0	0	0	0	0	320	289	0	0	0	0
Slc25a25	56.928571	0	0	0	0	0	0	0	0	0	222	148	0	212	215	0
